station_name,bus_board_total,bus_alight_total,bus_total_count,route_count
면중초등학교.면목중학교(00062),6119,3983,10102,1
공군호텔(00036),3053,7049,10102,1
먹골역4번출구(00056),4000,6100,10100,1
백련시장(00040),5457,4642,10099,1
논현역(00040),3897,6201,10098,1
정부과천청사역2번출구(00040),2451,7647,10098,1
센트럴아이파크.강남구도시관리공단(00019),6437,3661,10098,1
상일초교(00087),2461,7636,10097,1
대진고등학교(00113),545,9552,10097,1
숭례초교(00052),3542,6555,10097,1
한국경제인협회(00045),1711,8386,10097,1
관악산휴먼시아아파트1단지입구(00004),8561,1535,10096,2
낙양물사랑공원앞(00110),5033,5063,10096,1
미아역.신일중고(00109),4069,6027,10096,1
하안4동주민센터.하안주공4.10단지(00007),9278,817,10095,2
진선여자중고등학교(00034),4519,5576,10095,1
회기동현대아파트(00028),6160,3935,10095,1
위례송파더센트레.송파푸르지오(00004),8285,1809,10094,2
남부여성발전센터(00012),5458,4635,10093,1
서울과학기술대앞(00065),5065,5028,10093,1
석촌호수.한솔병원(00059),6343,3750,10093,1
온수동종점(00060),9919,173,10092,1
스위스그랜드호텔(00003),7066,3025,10091,1
태릉입구역(00026),4786,5304,10090,1
오류동역(00057),5349,4741,10090,1
제기동역.서울약령시(00024),5699,4389,10088,1
무쇠막(00003),2442,7646,10088,1
마장축산물시장(00054),5790,4297,10087,1
성동고등학교(00083),4624,5463,10087,1
남대문시장.회현역(00038),7615,2470,10085,1
고려대이공대.고대병원(00018),2547,7538,10085,1
강서문화원.강서K병원(00006),6920,3164,10084,1
영등포로터리(00067),3579,6503,10082,1
복정역2번출구(00031),909,9170,10079,1
강서구청사거리.서울디지털대학교(00078),2394,7684,10078,1
수송초등학교(00072),3377,6701,10078,1
면목본동주민센터.면목정보도서관(00089),2856,7222,10078,1
오류중학교(00012),9318,759,10077,1
창서초등학교.현대백화점(00077),5594,4483,10077,1
서초중학교(00030),6687,3390,10077,1
종로4가.종묘(00096),5480,4595,10075,1
샛강역3번출구(00023),3848,6225,10073,1
상도터널상도동(00027),2003,8070,10073,1
보문역2번출구(00015),2896,7177,10073,1
성미약수터(00016),8392,1681,10073,2
어린이대공원역4번출구(00054),3224,6848,10072,1
부천북부역농협(00016),7924,2148,10072,1
천왕역2번출구(00007),5229,4842,10071,2
서울시동부교육지원청.해성국제컨벤션고교(00033),4579,5491,10070,1
신도림역(00012),4855,5214,10069,1
삼전역(00088),5685,4382,10067,1
일원본동주민센터(00024),4598,5468,10066,1
모란역(00026),8076,1989,10065,1
서울시중부기술교육원.블루스퀘어(00067),5330,4734,10064,1
여의도역6번출구(00041),8254,1809,10063,1
신길3동주민센터(00084),5427,4636,10063,1
노원구청(00107),1158,8900,10058,1
양천구청.양천보건소(00039),3484,6573,10057,2
대조시장앞(00014),2830,7226,10056,1
군자새마을금고.성동광진위센터(00076),5379,4676,10055,1
역삼e-편한세상아파트(00033),6620,3433,10053,1
영등포시장(00077),2813,7240,10053,1
문화촌현대아파트(00022),6961,3091,10052,1
용마공원입구(00007),8088,1962,10050,1
강동아트센터.강동경희대병원후문(00094),3851,6198,10049,1
제2공학관(00066),4060,5988,10048,1
신정네거리해누리분수광장(00077),6114,3934,10048,1
신풍역4번출구.베뉴비안(00025),2789,7258,10047,1
북가좌사거리(00076),6600,3447,10047,1
잠실엘스아파트앞(00038),5788,4257,10045,1
신사1동주민센터(00067),1298,8745,10043,1
수정교회.베뢰아국제대학원대학교(00085),5590,4452,10042,1
도곡개포한신아파트(00079),2501,7540,10041,1
당산역삼성래미안아파트(00045),1892,8149,10041,1
강남구청.강남세무서(00047),8270,1769,10039,1
답십리2동주민센터(00059),5627,4412,10039,1
숙대입구역(00038),2420,7618,10038,1
녹번역(00030),2133,7905,10038,1
성원아파트경남아너스빌앞(00107),2028,8009,10037,1
송파구민회관구의회(00089),6468,3568,10036,1
창덕궁.우리소리박물관(00023),6947,3089,10036,1
홍제역1번출구(00012),7279,2757,10036,1
개포자이프레지던스(00002),9916,119,10035,1
휘경여중고휘경주공아파트앞(00011),7113,2922,10035,1
신반포18차아파트(00037),5712,4323,10035,1
도봉한신아파트(00118),1045,8990,10035,1
상도역5번출구(00017),9979,52,10031,1
원당역(00078),158,9873,10031,1
가양역7번출구.마포중고교(00017),7044,2986,10030,1
한아름공원(00043),1033,8997,10030,1
성신여대입구역3번출구.돈암시장(00019),6988,3042,10030,1
남부여성발전센터(00062),1729,8300,10029,1
흑석역.명수대현대아파트(00079),6871,3158,10029,1
하안사거리.7단지(00090),782,9247,10029,1
호남고속터미널(00015),1147,8882,10029,1
현대시장(00052),3590,6439,10029,1
등촌2동주민센터.등촌동대림아파트(00069),3243,6786,10029,1
지하철7호선중화역(00067),5100,4929,10029,1
동작역.국립현충원(00032),8087,1941,10028,1
종로5가.효제초등학교(00039),8615,1413,10028,1
금호정형외과(00030),8673,1355,10028,1
폭포동.은평노인종합복지관(00010),7001,3026,10027,1
안양남초등학교(00102),3392,6635,10027,1
천왕역1번출구(00033),2117,7909,10026,1
용산경찰서(00042),5513,4513,10026,2
금천구청.금천경찰서(00045),7723,2303,10026,1
동서울대학교(00033),5016,5009,10025,1
구파발역2번출구(00061),2266,7759,10025,1
서초문화예술정보학교(00015),4061,5964,10025,1
동묘앞.서울혜화경찰서(00039),4790,5235,10025,1
혜원여중고입구(00008),8936,1088,10024,1
KT구로지사(00065),6880,3142,10022,1
과천지식정보타운(00085),6089,3932,10021,1
신림청소년독서실.신림체육센터(00018),7851,2169,10020,1
석수역(00023),6205,3815,10020,1
화곡본동시장(00014),7232,2787,10019,1
서울역버스환승센터(00038),6849,3170,10019,1
숭례문남산방향(00049),9485,533,10018,1
신용산초등학교(00051),3360,6657,10017,1
쌍문동현대.한양아파트(00074),1520,8497,10017,1
서대문역사거리(00081),5326,4690,10016,1
서울역사박물관.경희궁앞(00034),6429,3586,10015,1
상계주공1단지.한국성서대학교(00022),6508,3506,10014,2
신내8단지아파트.서울의료원(00017),6400,3613,10013,2
청계현대아파트(00062),3893,6120,10013,1
마곡동로사거리(00092),2852,7159,10011,1
수서역(00001),5322,4688,10010,1
세곡중학교.세명초등학교(00034),8019,1991,10010,1
고척중학교(00010),7988,2019,10007,1
풍림아파트삼거리(00035),103,9904,10007,1
영림중학교(00033),4567,5439,10006,1
강북구청(00020),9065,940,10005,1
을지중학교(00026),248,9754,10002,1
노들역(00039),5490,4511,10001,2
논현아이파크(00040),3017,6983,10000,1
신용산역(00042),4117,5881,9998,1
논현역6번출구(00054),5613,4385,9998,1
소공동주민센터(00077),7919,2078,9997,1
고려대사범대학부속고등학교(00073),3104,6893,9997,1
약수역2번출구.가온도서관(00085),5329,4667,9996,1
정릉시장입구(00083),4470,5526,9996,1
군자역6번출구(00069),4144,5852,9996,1
월촌중학교.목동1단지(00044),5784,4210,9994,1
신림청소년독서실.신림체육센터(00078),4363,5631,9994,1
삼성서울병원사거리(00032),4868,5126,9994,1
새장골유래비(00022),2257,7736,9993,1
공릉시장(00073),5330,4661,9991,1
한전서대문은평.북한산푸르지오(00018),5696,4295,9991,2
신풍역4번출구.베뉴비안(00063),2951,7040,9991,1
강남중학교(00070),6658,3333,9991,1
청와대(00018),4923,5067,9990,1
신교동(00022),7662,2327,9989,1
천호동로데오거리(00038),818,9171,9989,1
하안2동주민센터.하안주공1.2.3.4단지(00008),9254,734,9988,2
태릉입구역3번출구(00015),5330,4658,9988,3
신일병원(00053),2017,7971,9988,1
신길1동새마을금고(00074),4942,5045,9987,1
석촌역(00046),8023,1964,9987,1
강서구청사거리.서울디지털대학교(00089),4265,5721,9986,1
양천구청.양천보건소(00031),5870,4116,9986,1
잠실역.잠실대교남단(00010),7191,2792,9983,1
제2공학관(00001),9880,102,9982,1
화곡본동시장(00056),2270,7712,9982,1
문성초등학교(00069),4986,4996,9982,1
잠실나루역(00068),1836,8146,9982,1
한성대입구역5번출구.삼선교(00063),4274,5707,9981,1
일원본동주민센터(00046),1994,7987,9981,1
서울의료보건고등학교.서울역서부(00002),9449,532,9981,1
정릉입구.정릉역(00100),7146,2832,9978,1
주공4단지(00004),9950,28,9978,3
관악구청(00035),2685,7293,9978,1
공군호텔(00067),4578,5399,9977,1
아리랑고개.아리랑시네미디어센터(00006),5658,4318,9976,1
왕십리광장.왕십리역7번출구(00024),2304,7672,9976,1
상계한신2차아파트(00018),2377,7599,9976,1
방배고개.방배초등학교(00073),2518,7457,9975,1
이촌동현대아파트(00068),3213,6762,9975,1
e편한세상서울대입구아파트(00021),4239,5735,9974,1
거여초등학교(00034),2113,7859,9972,1
소공동주민센터(00066),1269,8703,9972,1
성공회대학교유한공고앞(00060),4892,5078,9970,1
상암DMC홍보관.YTN(00041),2021,7949,9970,1
신사1동주민센터(00008),2578,7392,9970,3
금정고가금정농협(00011),8691,1279,9970,1
오산당요양병원(00026),1856,8114,9970,1
이대부중(00060),6070,3899,9969,1
삼학사길사거리(00040),6893,3076,9969,1
월계주공2단지앞(00004),7480,2488,9968,1
영락고교.영락의료과학고(00030),7231,2737,9968,1
강서구청.한국건강관리협회(00075),3657,6311,9968,1
증산역.증산동주민센터(00008),7067,2901,9968,2
구의2동주민센터입구(00009),3338,6629,9967,1
염창역.서울도시가스(00023),2810,7157,9967,1
봉천고개.관악현대아파트(00037),3183,6782,9965,1
구산동청년주택.디지털동행플라자(00048),4632,5333,9965,1
용문사.시립화곡청소년센터(00036),6538,3426,9964,1
정릉우체국앞(00082),1939,8024,9963,1
우이교앞(00023),3180,6783,9963,1
한국가스기술공사(00090),2461,7501,9962,1
신한은행신월동지점(00042),6140,3822,9962,1
독산3동주민센터(00075),1838,8124,9962,1
수색역앞(00011),7641,2320,9961,1
삼성.세림아파트(00018),4879,5081,9960,1
약수역2번출구.가온도서관(00062),4221,5738,9959,1
개봉1동사거리.개봉푸르지오아파트(00051),2357,7600,9957,1
씨티월드(00018),4076,5881,9957,1
한강대교북단.LG유플러스(00056),3686,6270,9956,1
고려대학교앞(00055),4071,5885,9956,1
인덕대학교후문입구(00006),3974,5981,9955,1
면곡시장앞(00036),6742,3212,9954,1
시립서북병원세현교회앞(00020),8013,1940,9953,1
이수역4번출구(00034),648,9305,9953,1
우이교.한일병원입구(00094),2986,6966,9952,1
상일동역6번출구.고덕아르테온(00065),6329,3620,9949,1
면목두산아파트2차(00067),2030,7919,9949,1
목련아파트상가(00015),6008,3940,9948,1
사당롯데캐슬골든포레.사당해그린(00043),2797,7151,9948,1
세명컴퓨터고등학교(00091),1024,8924,9948,1
남산교회입구(00030),4820,5126,9946,1
청구역3번출구(00053),8026,1919,9945,1
방배동래미안아트힐.국립국악원(00057),4667,5278,9945,1
경희중고(00100),1901,8043,9944,2
대치동현대아파트(00023),5478,4466,9944,1
삼성생명.한국사회적기업진흥원(00107),4273,5669,9942,1
퇴계로5가.충무초등학교(00062),6148,3793,9941,1
새절역.숭실고입구(00043),1809,8131,9940,1
강북경찰서입구(00019),4251,5687,9938,1
중앙하이츠2차아파트(00034),4373,5564,9937,1
원남동(00032),4727,5208,9935,1
개봉1동사거리.개봉푸르지오아파트(00012),5513,4421,9934,1
디지털3단지.영창실업(00050),3775,6158,9933,1
마천역.송파파크센트럴(00009),2168,7765,9933,1
현대아파트(00019),4479,5454,9933,1
농협둔촌동지점(00025),7858,2074,9932,1
을지로입구.시청입구(00043),6265,3667,9932,1
덕성여대입구(00109),883,9049,9932,1
흑석역.명수대현대아파트(00033),5394,4537,9931,1
성산2동주민센터(00053),7116,2815,9931,1
잠실5단지(00010),5398,4532,9930,2
낙성대동(00027),4157,5773,9930,1
서울시동부기술교육원.명덕초교(00083),5425,4505,9930,1
중앙대부속초등학교.롯데캐슬에듀포레(00039),1478,8452,9930,1
영등포시장(00040),1714,8216,9930,1
신길동홍어거리(00023),5215,4715,9930,1
석촌호수.한솔병원(00070),5102,4827,9929,2
위례포레샤인13단지(00002),8854,1074,9928,3
대곡역(중)(00074),3971,5957,9928,1
한남역.용산노인종합복지관(00018),7279,2649,9928,1
용마사거리(00040),7956,1971,9927,1
용문동시장.새마을금고(00020),7785,2140,9925,1
롯데마트삼양점.래미안1차아파트(00029),2808,7117,9925,1
신사역4번출구(00040),5997,3928,9925,1
강북구청(00010),3910,6015,9925,1
상봉역.중랑우체국(00046),4915,5009,9924,1
동양미래대학.구로성심병원(00023),6020,3903,9923,1
서울대어린이병원응급실.갑상선센터(00011),278,9645,9923,1
양재역4번출구(00022),1657,8265,9922,1
가로공원공영주차장(00052),772,9150,9922,1
못골마을.강남자곡아이파크(00077),2559,7363,9922,1
방배노인종합복지관(00057),4343,5578,9921,1
강남경찰서.강남운전면허시험장(00032),3983,5937,9920,2
혜화역.서울연극센터(장면총리가옥)(00024),3058,6862,9920,2
잠실트리지움아파트앞(00082),3242,6677,9919,1
잠실새내역4번출구(00067),5973,3946,9919,2
상계현대2차아파트(00038),5277,4639,9916,1
숙대입구역(00033),3180,6736,9916,1
수락리버시티3.4단지(00045),51,9865,9916,1
서울교대사거리(00038),6428,3488,9916,1
남경장(00016),2204,7711,9915,1
시흥사거리(00058),4084,5830,9914,1
신사동고개사거리(00069),3789,6124,9913,1
강일리버파크8단지(00003),9795,116,9911,4
제기동역.서울약령시(00095),4554,5357,9911,1
동대문구청.용두역4번출구(00055),5756,4155,9911,1
신촌오거리.현대백화점(00033),2295,7615,9910,2
면목5동주민센터(00040),5027,4883,9910,2
문성초등학교(00068),2999,6911,9910,1
뚝도변전소앞(00047),6580,3329,9909,1
상문고교(00053),4317,5591,9908,1
신사역8번출구.가로수길(00011),4440,5467,9907,1
하이브랜드.코스트코.이마트(00028),89,9818,9907,1
상봉역.중랑우체국(00013),5984,3922,9906,1
삼각지역.전쟁기념관(00037),1911,7995,9906,1
송파도서관(00015),7952,1952,9904,1
오목교역.동신한방병원(00100),3440,6463,9903,1
말미고개.금천소방서(00012),2835,7068,9903,1
압구정중고등학교.현대아파트(00026),1290,8613,9903,1
상봉터미널(00074),1162,8741,9903,1
목동14단지상가(00022),5785,4118,9903,1
세종문화회관(00044),2871,7031,9902,1
벽산디지털밸리(00003),1757,8145,9902,1
당산유원제일1차아파트(00041),3517,6385,9902,1
한국폴리텍1대학(00023),5475,4427,9902,1
상계주공2단지(00021),5945,3956,9901,2
경방타임스퀘어.신세계백화점(00019),3928,5972,9900,1
광화문역6번출구(00042),5180,4719,9899,1
한강중학교(00056),1566,8331,9897,1
잠실중학교(00076),5854,4040,9894,1
중동고등학교(00010),2202,7691,9893,1
당산역13번출구(00037),7169,2722,9891,1
동빙고동(00027),6471,3419,9890,1
신도초교.은평메디텍고등학교(00056),5284,4605,9889,1
을지로4가(00034),2720,7167,9887,1
방일초교(00071),2889,6998,9887,1
올림픽베어스타운아파트앞(00069),4200,5686,9886,1
숭례문(00080),3839,6047,9886,1
선정중고등학교(00045),7116,2770,9886,1
상암초등학교(00067),2461,7424,9885,1
이태원119안전센터(00021),2945,6939,9884,1
한양수자인아파트(00019),6702,3182,9884,1
씨티월드(00056),4328,5556,9884,1
정원여중.스위스그랜드호텔(00054),3964,5920,9884,1
뱅뱅사거리(00063),5401,4482,9883,1
충남슈퍼(00004),9827,56,9883,1
토성초등학교.현대리버빌아파트(00059),3896,5987,9883,1
개봉역.한마을아파트(00010),6364,3519,9883,2
가산빌라(00001),5439,4443,9882,1
상봉역4번출구(00084),4743,5139,9882,1
양재119안전센터앞(00012),5882,3998,9880,1
상계주공15단지(00015),7162,2718,9880,2
경희궁자이4단지(00005),5454,4425,9879,1
김근태기념도서관(00105),82,9796,9878,1
길음동동부아파트(00011),6215,3662,9877,1
답십리2동두산아파트(00106),6502,3375,9877,1
서울성심병원(00106),3832,6044,9876,1
상도역(00078),4263,5612,9875,1
거리공원.구로신협본점앞(00031),4501,5374,9875,1
신길역1번출구(00075),5847,4027,9874,1
상원초교.성남중앙병원(00115),2165,7709,9874,1
교대역4번출구(00057),5478,4393,9871,1
노원역8번출구(00013),9171,699,9870,1
관악우체국.에이치플러스양지병원(00034),5236,4633,9869,1
면목2동사거리(00097),5736,4129,9865,2
우이교.한일병원입구(00015),7077,2787,9864,1
화정역.롯데마트(00069),4797,5066,9863,1
강동롯데캐슬퍼스트(00016),1079,8784,9863,2
화곡본동시장(00090),2291,7571,9862,1
새서울병원(00070),3102,6760,9862,1
서서울농협본점(00069),5627,4234,9861,1
모래내시장.가좌역(00020),4233,5628,9861,1
망우역.망우지구대(00020),8174,1686,9860,1
미아역.신일중고(00017),6250,3610,9860,1
개포1동주민센터.개포고등학교(00074),370,9490,9860,1
서초역4번출구(00027),2341,7517,9858,1
KT강서지사(00035),4600,5257,9857,1
신설동로터리.서울풍물시장(00088),6204,3653,9857,1
중곡보건지소(00040),6983,2873,9856,1
삼청동주민센터(00018),83,9771,9854,1
송파한양2차아파트(00049),3608,6245,9853,1
신월1동주민센터.신월보건지소(00055),6048,3805,9853,1
명덕고등학교.서울스타병원(00066),5657,4195,9852,1
낙생육교(00007),8334,1516,9850,1
매봉역(00020),9218,632,9850,1
봉원중학교.행운동우성아파트(00004),2541,7309,9850,1
대치2동주민센터.래미안하이스턴(00028),3509,6341,9850,1
두산아파트115동(00009),4452,5398,9850,1
면목두산아파트2차(00061),3137,6713,9850,1
상일1동주민센터.고덕사회체육센터(00011),9101,747,9848,3
조계사.종로경찰서(00063),5227,4620,9847,1
창전현대홈타운(00043),3351,6496,9847,1
산본1동(00095),3413,6432,9845,1
광화문역2번출구.KT광화문지사(00065),9010,835,9845,1
불광지구대(00049),1445,8399,9844,1
수정빌딩(00028),7178,2666,9844,1
청량리미주아파트.동대문세무서(00045),243,9599,9842,1
삼환아파트(00031),5730,4112,9842,1
사천교(00025),4201,5640,9841,2
신당역4번출구.서울중앙시장(00061),8990,850,9840,1
구일역.제일제당(00084),4633,5207,9840,1
디에이치퍼스티어아이파크(00046),7125,2715,9840,2
군자교입구(00013),4785,5055,9840,1
숭례문앞(00012),9337,502,9839,1
삼성중앙역.플래티넘아파트(00047),6846,2992,9838,1
한국토지주택공사앞(00014),5801,4037,9838,1
길음동동부아파트(00075),1935,7902,9837,1
신사중학교(00071),6843,2994,9837,1
한강진역.블루스퀘어(00032),7471,2366,9837,1
마곡동로사거리(00018),7116,2720,9836,1
염창동새마을금고(00058),3349,6487,9836,1
한신301동앞(00028),51,9785,9836,1
DMC래미안e.편한세상2.4단지(00015),6501,3334,9835,1
한강극동아파트후문(00060),6337,3498,9835,1
백병원.한국성서대학교(00019),5403,4431,9834,1
소망유통(00026),1781,8053,9834,1
인수동백운교회입구(00061),2013,7821,9834,1
숭례문.서울역4번출구(00076),3991,5841,9832,1
4.19민주묘지역(00108),1128,8702,9830,1
난곡우체국사거리(00079),3021,6809,9830,1
신촌마을(00025),7163,2665,9828,1
봉은사.삼성1파출소앞(00040),2234,7592,9826,1
명덕고등학교.서울스타병원(00047),5420,4406,9826,1
매봉역양재최의원(00031),2270,7556,9826,1
전농우체국앞(00040),4020,5804,9824,1
두산위브아파트(00016),8602,1220,9822,1
황외과앞(00002),9742,80,9822,1
송도병원앞(00063),4142,5680,9822,1
안국역6번출구.인사동문화의거리(00017),8299,1522,9821,1
중랑공영차고지삼거리(00002),9633,187,9820,5
송파구민회관구의회(00024),4974,4846,9820,1
서울시립대학교앞(00053),5823,3996,9819,1
서대문역사거리(00021),4808,5011,9819,1
상계주공4단지(00065),3483,6335,9818,1
군자교입구(00050),4608,5209,9817,1
등촌역.강서보건소(00079),4324,5493,9817,1
중앙농협군자지점(00080),2237,7580,9817,1
천호역.풍납시장(00034),6504,3313,9817,1
잠실새내역.잠실2동주민센터(00037),3478,6339,9817,1
신길5동주민센터(00040),6304,3512,9816,2
길음시장입구(00011),9221,594,9815,1
현대백화점(00024),7026,2789,9815,1
한일병원(00028),3536,6278,9814,1
강서구청.한국건강관리협회(00039),6903,2910,9813,1
우신중고등학교(00057),2735,7077,9812,1
화랑대역6번출구(00059),462,9350,9812,1
동대문역사문화공원(00049),6563,3249,9812,1
마곡역(가로변)(00070),4323,5489,9812,1
신정현대아파트(00017),4315,5496,9811,1
서울교통공사사당별관(00066),3128,6683,9811,1
신월동우성상가(00080),111,9700,9811,1
배명중고교(00039),6134,3677,9811,1
독산동성당앞(00060),2716,7094,9810,1
관악우체국.에이치플러스양지병원(00019),5975,3832,9807,1
돌곶이역7번출구(00013),7317,2490,9807,1
하나은행.새마을금고(00018),6148,3658,9806,1
서대문문화체육회관입구(00070),4964,4841,9805,1
포스코사거리(00042),719,9086,9805,2
김안과병원(00030),5771,4034,9805,1
영동교입구.청담자이아파트(00082),4454,5350,9804,2
신트리아파트(00020),7276,2527,9803,1
논현동고개(00062),3323,6480,9803,1
신월5동주민센터.신월중학교(00033),6080,3721,9801,1
롯데캐슬리버파크시그니처아파트(00013),8727,1072,9799,1
손기정체육공원입구(00039),3551,6247,9798,1
현대아파트(00050),5926,3872,9798,1
가산초등학교(00078),4923,4874,9797,1
명일역4번출구.명일전통시장(00081),4778,5017,9795,1
진명여고(00078),4316,5479,9795,1
매봉역양재최의원(00058),3460,6335,9795,1
광명시민회관(00009),5413,4380,9793,1
송파동한양1차아파트(00065),8074,1719,9793,1
진관동주민센터.은평우체국(00005),8836,956,9792,1
마곡역(00093),2941,6850,9791,1
구암초등학교(00030),7992,1798,9790,1
길훈로즈빌아파트(00023),6024,3765,9789,1
목동5단지C상가.목동운동장북문(00043),6562,3227,9789,1
신촌오거리.2호선신촌역(00014),5546,4241,9787,1
봉은사.삼성1파출소앞(00022),3230,6556,9786,1
숙대입구역(00049),7038,2746,9784,1
창동서울탁주앞(00014),4151,5632,9783,1
선정릉역.국가무형유산전수교육관(00061),4650,5132,9782,1
중계역(00113),3873,5907,9780,2
양정고등학교(00047),8693,1086,9779,1
성동구청(00050),4080,5699,9779,1
선릉역7번출구(00031),3041,6738,9779,1
신정네거리.신정119안전센터(00018),898,8881,9779,1
성산중학교(00061),5871,3908,9779,1
공덕시장(00015),8522,1256,9778,1
정진학교.온수힐스테이트아파트(00043),2397,7381,9778,1
광진광장(00026),4641,5136,9777,1
동국대병원사거리(00090),4861,4916,9777,1
사당롯데캐슬골든포레.사당해그린(00051),6707,3070,9777,1
연세대앞(00032),8325,1452,9777,1
남부지방법원등기국.구로세무서(에이스하이테크시티)(00029),5087,4688,9775,2
송정동현대아이파크아파트(00012),5304,4471,9775,1
배봉초등학교.전농우성아파트(00013),7767,2006,9773,1
신촌로터리(00043),8634,1138,9772,1
독립문역.한성과학고(00086),2040,7731,9771,1
화곡2동주민센터(00029),5765,4005,9770,1
서교푸르지오아파트(00021),4425,5345,9770,1
영등포푸르지오후문(00016),2002,7768,9770,1
구로디지털단지역(00084),6345,3423,9768,1
시흥유통센터(00042),6076,3692,9768,1
목동제일여성병원(00012),7359,2409,9768,2
인덕대학교정문입구(00103),6325,3443,9768,1
등촌역.강서보건소(00087),6157,3609,9766,1
노량진역3번출구(00081),1123,8641,9764,1
한양공원(00020),6986,2778,9764,1
문래동남성아파트(00015),4429,5335,9764,4
김안과병원(00019),3571,6192,9763,1
상도터널.노들역3번출구(00016),4531,5231,9762,1
마곡우촌아파트(00006),8593,1169,9762,4
양재역말죽거리.강남베드로병원(00010),5283,4477,9760,1
응암역.신사오거리(00074),2672,7088,9760,2
정부과천청사역11번출구.KT과천지사(00081),5302,4458,9760,1
사당역(00037),4569,5191,9760,1
서울기독대학교입구(00128),1931,7829,9760,1
하나은행장안동지점(00077),4699,5060,9759,1
우면주공아파트.양재1동주민센터(00040),7276,2482,9758,1
동부골든.한신플러스타운(00018),2722,7036,9758,1
강동경희대병원.명일동이마트(00095),5508,4249,9757,1
방송통신대.이화장(00098),3556,6201,9757,1
중곡SK아파트.용암사입구(00068),6670,3086,9756,1
서초문화예술정보학교후문(00106),3710,6045,9755,1
서울기독대학교입구(00062),2079,7675,9754,1
양천고등학교(00018),8399,1355,9754,1
응암지구대(00019),5332,4421,9753,1
남부법원.검찰청교차로(00077),2875,6877,9752,1
쌍문초등학교(00054),4716,5035,9751,1
신설동역(00073),3947,5804,9751,1
서울대동창회관(00033),4962,4788,9750,1
여의도공원1번출입구(00042),2561,7188,9749,2
아현초등학교(00031),4700,5047,9747,1
아현동주민센터(00036),3539,6207,9746,1
문정법조단지.건영아파트(00086),365,9380,9745,1
잠실119안전센터(00027),1736,8007,9743,1
연희동자치회관(00013),6247,3496,9743,1
하안1동주민센터(00005),9006,736,9742,2
현대시장.시흥4동주민센터(00035),6565,3177,9742,1
오류동역(00013),1934,7805,9739,1
목동역.목동오거리(00024),6979,2759,9738,1
송파책박물관.헬리오시티(00021),5566,4171,9737,1
모래내시장.가좌역(00079),2591,7146,9737,1
동묘앞.서울혜화경찰서(00031),5827,3910,9737,1
하얏트호텔(00035),3097,6640,9737,1
충무로역.한옥마을.한국의집(00036),5325,4412,9737,1
현대시장.시흥4동주민센터(00049),2230,7507,9737,1
청수탕(00025),636,9100,9736,1
동아제약앞(00093),4601,5135,9736,1
이대역(00042),7675,2059,9734,1
염천교(00047),6285,3448,9733,2
구립가산도서관.두산위브아파트(00027),5525,4207,9732,1
고덕리엔파크1단지(00007),9136,596,9732,1
노량진수산시장.CTS기독교TV(00066),6752,2979,9731,1
신설동역(00041),5035,4695,9730,1
서서울농협본점(00015),6431,3295,9726,1
청담2치안센터(00042),1953,7773,9726,1
상계불암대림아파트(00084),928,8796,9724,1
한국전력공사강동송파지사(00029),4259,5465,9724,1
노원구청(00024),4994,4730,9724,1
동대문역.흥인지문(00034),5265,4458,9723,1
영등포공원.영등포문화원(00036),5147,4575,9722,1
독산동정훈단지(00039),5068,4654,9722,1
마포중앙도서관(00056),4060,5660,9720,1
개포동역7번출구.개포시장(00084),3939,5780,9719,1
신동아아파트(00034),6248,3470,9718,1
망우역.망우지구대(00126),3389,6329,9718,1
서초포레스타7단지(00035),6464,3253,9717,1
동교동삼거리(00024),4555,5162,9717,1
디지털단지오거리(00008),5803,3914,9717,1
난곡공영차고지(00094),35,9678,9713,1
우림시장.난곡보건분소(00005),9314,398,9712,1
서울역버스환승센터(00065),6102,3607,9709,1
방이역(00015),4817,4891,9708,1
CBS방송국(00041),4494,5213,9707,1
샛강역1번출구.여의도자이(00002),1485,8219,9704,1
신답초등학교.청계한신휴플러스(00034),3993,5711,9704,1
월드컵파크7단지(00002),9646,58,9704,4
원효로3가(00035),5195,4508,9703,1
창동.신창시장(00015),5468,4234,9702,1
동답초교.대림아파트(00057),3569,6132,9701,1
상도3차삼성래미안후문(00034),4255,5445,9700,1
진흥아파트청담역(00043),6512,3188,9700,1
종로6가.동대문종합시장(00052),5059,4640,9699,1
송천초등학교.미아뉴타운입구(00123),1552,8146,9698,1
잠실우성4차현대아파트(00012),4438,5260,9698,1
샛강역1번출구.여의도자이(00046),1210,8487,9697,1
명일1동주민센터(00017),6442,3252,9694,1
송정역(00083),2244,7449,9693,2
시티프라디움더강남.라움아트센터(00067),2214,7479,9693,1
강남구청.강남세무서(00029),6483,3209,9692,1
웨딩타운(00016),5720,3972,9692,1
뱅뱅사거리(00076),4526,5165,9691,1
신목동역.서울지방식품의약품안전청(00088),6708,2983,9691,1
관악우체국.에이치플러스양지병원(00054),4722,4967,9689,1
신촌푸르지오1단지후문.힐스테이트신촌(00003),9540,149,9689,1
종로1가(00096),5509,4180,9689,1
도봉세무서.성암국제무역고(00091),3315,6373,9688,2
남태령역(00037),4502,5186,9688,1
어린이대공원역4번출구(00028),6474,3214,9688,1
문정법조단지.건영아파트(00016),4605,5083,9688,1
답십리1동희망샘교회앞(00042),4230,5457,9687,1
봉천역.관악초등학교(00050),3172,6514,9686,1
부암동주민센터.무계원(00018),6187,3498,9685,1
수색역앞(00096),2025,7660,9685,1
