station_name,bus_board_total,bus_alight_total,bus_total_count,route_count
구산동주민센터(00013),1126,765,1891,1
가산동주민센터.금천글로벌센터(00006),1599,291,1890,1
영등포농협도림로지점.우리시장(00014),1271,619,1890,1
식사동(00021),1299,590,1889,2
서울AI허브.한국교원단체총연합회(00039),1142,747,1889,1
정랑고개.양천벤처타운(00118),241,1648,1889,1
법원.검찰청(00122),44,1845,1889,1
용두동신동아아파트(00029),629,1260,1889,1
일산동부경찰서(00066),388,1501,1889,1
송파글마루도서관.버들어린이집(00108),98,1791,1889,1
신내9단지아파트.서울의료원(00099),282,1606,1888,1
월드메르디앙아파트(00024),788,1100,1888,1
장위시장(00026),1015,872,1887,1
신정숲속마을아파트(00104),427,1460,1887,1
현대3차유원아파트(00026),7,1880,1887,1
꿈의숲아이파크아파트(00009),1466,420,1886,1
유전공학연구소.반도체공동연구소(00062),167,1719,1886,1
경수중학교(00017),1105,780,1885,1
신내역4번출구(00135),13,1872,1885,1
경기대후문(00003),1420,465,1885,1
하계극동아파트(00017),553,1332,1885,1
하안4동주민센터.하안주공4.10단지(00083),239,1646,1885,1
성원중학교후문(00058),502,1382,1884,1
달걀부리마을(00085),569,1315,1884,1
용암초등학교.이태원2동주민센터(00054),780,1104,1884,1
중랑공영차고지.신내역(00137),12,1872,1884,1
종로교회앞(00025),1048,836,1884,1
한국공항공사(00090),319,1564,1883,1
성암국제무역고.성암여중(00019),918,965,1883,1
마포새빛문화숲(00005),1775,108,1883,1
올림픽체육관맞은편(00021),571,1311,1882,1
꿈의숲SK뷰아파트(00006),1586,296,1882,1
대학본부앞(00028),91,1791,1882,1
문래동주민센터(00028),1612,270,1882,1
창번2교앞(00033),716,1166,1882,1
유전공학연구소.반도체공동연구소(00067),767,1114,1881,1
가락골(00004),1856,25,1881,1
한솔아파트입구선정중학교후문(00102),161,1720,1881,1
청솔마을(00057),26,1855,1881,1
송파구청.방이맛골(00017),1514,367,1881,1
안산공원.일산동구보건소(중)(00077),34,1846,1880,1
신림동별빛거리입구(00063),234,1646,1880,1
봉원사길(00002),1825,55,1880,1
새쟁이마을(00032),1819,61,1880,1
월드컵아이파크(00012),1408,470,1878,2
서울북부지방법원(00014),301,1577,1878,1
중앙대중문(00020),502,1375,1877,1
구로변전소.구로초등학교(00042),823,1054,1877,1
양재역.서초문화예술회관(00001),1868,9,1877,2
가락중학교(00020),355,1522,1877,1
수서교회.수서동성당앞(00004),968,908,1876,1
수유동삼양탕앞(00085),44,1832,1876,1
성동노인종합복지관(00005),1730,146,1876,1
남성초등학교.사당청소년센터(00004),849,1026,1875,2
매헌시민의숲(00074),1760,115,1875,1
로얄공인중계사무소(00021),1356,518,1874,1
쟁골마을(00010),289,1585,1874,3
월드컵경기장북측(00029),238,1636,1874,1
창동주공18단지(00008),1080,794,1874,1
당아래지하차도.산업인력공단(00022),898,975,1873,1
남산맨션아파트.남산예술원(00034),699,1174,1873,1
월계미성아파트(00025),951,922,1873,1
청석궁.성석동감내(00002),1868,4,1872,1
남부주유소(00028),436,1436,1872,1
문래동남성아파트(00106),1000,871,1871,1
역촌초등학교후문(00028),464,1407,1871,1
극동그린아파트앞(00070),176,1695,1871,1
철산리버빌아파트(00034),865,1005,1870,1
소나무집(00006),264,1605,1869,1
중흥초등학교(00091),671,1198,1869,1
가락동부센트레빌아파트(00019),235,1634,1869,1
상계주공13단지(00016),1262,606,1868,1
이화미디어고.중랑숲어린이도서관(00062),517,1350,1867,1
성북동주민센터.서울동구고(00007),964,902,1866,1
성동보건소(00013),507,1359,1866,1
수락리버시티아파트(00019),741,1125,1866,1
대상타운현대아파트(00039),1426,440,1866,1
신동아아파트후문(00011),263,1603,1866,1
북가좌동삼거리(00038),1456,410,1866,1
일산동구청(중)(00002),1847,18,1865,1
상계주공7단지.광림교회앞(00134),12,1853,1865,2
거성푸르뫼아파트입구(00013),781,1084,1865,1
강북씨앤지(00097),138,1727,1865,1
송파파인타운7단지(00003),1473,392,1865,1
도선고등학교.꽃재교회(00055),836,1027,1863,1
정원여중(00059),1075,788,1863,1
태영빌라(00005),1092,771,1863,1
방학사거리.바로선병원(00048),831,1032,1863,1
현대홈마트(00007),1145,718,1863,1
월드컵공원입구.문화비축기지(00073),312,1550,1862,1
부천대입구(00116),613,1248,1861,1
서울가든빌라앞(00038),909,952,1861,1
우성2차아파트(00022),1201,660,1861,1
삼천리골입구56사단북한산부대(00013),1234,627,1861,1
돼지슈퍼(00004),1127,734,1861,1
난우중학교입구(00093),41,1819,1860,1
고척시장(00006),1323,537,1860,1
강선마을(중)(00096),302,1557,1859,1
소하성당(00081),107,1752,1859,1
선유도역.롯데홈쇼핑(00005),1668,190,1858,1
미륭아파트(00072),685,1173,1858,1
북한산성입구(00017),1833,25,1858,1
동대문중학교(00043),1156,702,1858,1
잠실트리지움.송파경찰서교통센터(00059),1241,617,1858,1
강남역9번출구(00053),1594,263,1857,1
현대아파트정문(00065),1148,709,1857,1
수색교(00075),89,1768,1857,1
신월5동주민센터.신월중학교(00050),343,1514,1857,1
서대문사거리(00012),1332,525,1857,1
노원역1번출구(00025),5,1852,1857,1
박미마을.금천고등학교(00022),1398,458,1856,1
한국통신이마트(00052),173,1683,1856,1
강북씨앤지(00095),26,1829,1855,1
중동초등학교(00062),878,977,1855,1
신정4동경서농협(00048),1175,680,1855,1
오남중학교(00041),673,1182,1855,1
보문사(00004),544,1309,1853,1
금강수목원아파트정문(00025),1390,463,1853,1
길음역9번출구(00025),280,1573,1853,1
문성중학교(00003),1494,358,1852,1
어린이교통공원(00088),564,1288,1852,1
동서울우편집중국앞(00048),559,1293,1852,1
양명초등학교(00023),736,1116,1852,1
동대문역사문화공원(00104),1632,219,1851,1
장지공영차고지(00139),10,1841,1851,1
고덕리엔파크1단지(00093),20,1831,1851,1
제일은행앞(00018),231,1619,1850,1
길동역1번출구(00084),873,977,1850,1
중계주공6단지상가(00022),1324,525,1849,1
신곡지하차도(00096),400,1449,1849,1
성대야구장.노원교앞(00038),1496,352,1848,1
국립4.19민주묘지삼거리.윤극영가옥(00030),367,1480,1847,1
꿈의숲코오롱하늘채아파트(00022),845,1002,1847,1
동명여고후문(00011),499,1348,1847,1
상도초등학교(00011),1104,742,1846,1
서울동부지방법원.검찰청(00012),880,966,1846,1
쌍문동우이빌라(00005),1517,329,1846,1
황제참치(00025),718,1128,1846,1
신풍시장(00017),1379,466,1845,1
대림5차아파트.신도림주민센터(00007),666,1179,1845,1
미도아파트.메트로병원(00100),1042,803,1845,1
보광동신동아아파트(00005),1066,779,1845,1
갈현동성당앞(00006),1391,454,1845,1
GS25장위제일점(00004),598,1245,1843,1
월드컵아이파크(00051),315,1528,1843,1
동아아파트(00002),1627,216,1843,1
성북소방서(00022),708,1135,1843,1
양평한신아파트.선유도공원입구(00068),1396,446,1842,1
시립서북병원세현교회앞(00002),1826,15,1841,1
하안2동주민센터.하안주공1.2.3.4단지(00079),273,1568,1841,1
중림동.충청로역2호선(00038),466,1374,1840,1
양현보도육교(00015),1186,654,1840,1
경신중고입구(00021),1603,237,1840,1
꽃마을(00040),899,940,1839,1
등현초등학교(00050),1221,618,1839,1
병무청(00006),720,1118,1838,1
창동교(00110),1332,505,1837,1
신림복지관앞(00094),24,1813,1837,1
월드컵공원입구.문화비축기지(00049),737,1099,1836,1
이화연립경동제일교회앞(00092),403,1432,1835,1
연세중앙교회(00019),1441,394,1835,1
시립은평병원.파크자이아파트(00006),1551,284,1835,2
정릉길음시장.길음뉴타운9단지(00017),961,874,1835,1
수도공고(00062),489,1345,1834,1
동원베네스트(00013),499,1334,1833,1
DMC상암센트럴파크(00067),909,923,1832,1
중랑공영차고지.종점(00080),3,1829,1832,1
신정1동우체국(00015),957,875,1832,1
현대공업사앞(00032),817,1014,1831,1
신내쌍용아파트(00038),732,1099,1831,1
서울고사거리(00023),1358,472,1830,1
명학초교(00095),670,1160,1830,1
광희문.광희동사거리(00056),1489,341,1830,1
삼덕단지.성북구립최만린미술관(00008),1337,493,1830,1
중림동.충청로역2호선(00037),508,1321,1829,1
한국가스기술공사(00009),1279,549,1828,1
탄현마을6.7단지(00009),1497,331,1828,1
승가사입구(00112),71,1757,1828,1
이마트24앞(00016),1557,271,1828,1
도장중학교(00005),1319,509,1828,1
구의2동주민센터입구(00052),359,1469,1828,1
성산아파트(00050),484,1343,1827,1
강일리버파크4단지.2단지(00113),85,1742,1827,1
고양예고입구(00006),1805,22,1827,1
봉국사(00003),1368,459,1827,1
영은교회(00036),971,856,1827,1
와산교(00068),1121,705,1826,1
신정1동우체국(00044),747,1079,1826,1
효문중학교(00034),89,1737,1826,1
강서대학교(00030),989,836,1825,1
삼성그린빌라(00009),729,1096,1825,1
강일고등학교.강일리버파크7단지(00006),1549,275,1824,1
동대문역.흥인지문(00061),1381,443,1824,1
오류2동새마을금고(00043),673,1151,1824,1
일산복음병원.일산하이병원(00097),533,1290,1823,1
산장아파트(00008),784,1039,1823,1
마곡13단지힐스테이트후문(00002),1808,14,1822,1
미림여고.미림마이스터고등학교(00010),568,1254,1822,1
방화동도시개발11단지(00072),51,1771,1822,1
철산동13단지후문앞(00008),1462,360,1822,2
유한공고.성공회대앞(00007),1495,327,1822,1
강일리버파크10단지.9단지(00063),82,1739,1821,1
금천폭포공원(00023),1462,359,1821,1
꿈동산.사랑마을(00105),174,1647,1821,1
독산사거리(00027),728,1092,1820,1
태창아파트(00002),1797,23,1820,1
강서면허시험장.강서농수산물시장(00003),1782,37,1819,2
신안인스빌아파트(00086),135,1684,1819,1
한일유엔아이아파트(00002),1807,11,1818,3
문현고등학교.송파파인타운5단지(00107),367,1451,1818,1
주엽역(중)(00068),632,1186,1818,1
한아름마을.반달마을(00122),21,1797,1818,1
오류동교회(00017),292,1525,1817,1
구의사거리(00051),889,928,1817,1
DMC래미안e.편한세상요진아파트(00037),1728,88,1816,1
헌인마을.서울농업기술센터(00045),272,1544,1816,1
용두7통앞(00009),1699,117,1816,1
국립4.19민주묘지(00006),1518,297,1815,1
성북초교.성북선잠박물관(00010),183,1632,1815,1
상지초등학교(00007),1089,726,1815,1
노원고등학교(00004),1171,643,1814,2
미림여고.미림마이스터고등학교(00088),1275,539,1814,1
헌인마을.서울농업기술센터(00053),1427,387,1814,1
힐스테이트212동앞(00025),8,1805,1813,1
진성학원앞(00012),131,1682,1813,1
동대문중학교(00038),980,832,1812,1
한마음선원.관악역이안아파트(00021),923,889,1812,1
보라매공원역1번출구(00034),343,1468,1811,1
양화대교전망카페(00064),561,1249,1810,1
한진아파트후문(00007),742,1068,1810,1
목원초등학교.서울지방식품의약품안전청(00044),1465,345,1810,1
밤나무골시장(00015),107,1703,1810,1
숭례문(가상)(00060),8,1801,1809,1
KT동작지사(00013),687,1122,1809,1
덕은초.덕양중학교(중)(00040),507,1301,1808,1
월계사슴아파트2단지(00113),796,1012,1808,1
민락센트럴아파트.용암마을15단지(00114),38,1769,1807,1
여월휴먼시아1단지.까치울중학교(00026),286,1521,1807,1
홍연2교두산아파트앞(00034),1573,233,1806,1
개포동역6번출구.개포시장(00005),1082,724,1806,1
대림에코빌(00067),1542,264,1806,1
일원동한솔아파트(00001),1702,104,1806,1
월릉교앞.한진한화그랑빌아파트(00023),705,1101,1806,1
나이스신용정보.(구)한국예술원(00008),1355,450,1805,1
마곡수명산파크2단지(00092),284,1521,1805,1
가좌행복주택.건영월드컵아파트(00071),866,938,1804,1
응암초등학교(00038),1285,519,1804,1
세곡동주민센터(00040),343,1461,1804,1
갈현동미미아파트(00101),263,1541,1804,1
수유역.강북구청(00133),410,1393,1803,1
세광빌라(00020),794,1007,1801,1
범일운수종점(00044),6,1794,1800,1
갑을명가아파트(00025),284,1516,1800,1
양재동화물터미널(00029),103,1697,1800,1
서울특별시어린이병원.강동송파과학화예비군훈련장(00045),1225,575,1800,1
소공원(00002),1579,220,1799,1
노들역(00037),78,1721,1799,1
갈현중앙시장(00054),313,1486,1799,1
상계주공13단지(00031),191,1608,1799,1
신길우성2차아파트(00004),1373,426,1799,1
롯데아파트(00025),226,1571,1797,1
공항동지하도입구(00070),419,1378,1797,1
석수체육공원.자동차학원(00083),916,881,1797,1
중곡보건지소(00017),362,1435,1797,1
신길한성아파트(00008),1144,652,1796,1
복정역환승주차장(00095),2,1794,1796,1
신림복지관앞(00096),1746,50,1796,1
탑동초등학교.청담종합사회복지관(00034),114,1682,1796,1
영동2교(00022),988,807,1795,1
중앙대병원(00018),451,1344,1795,1
태릉입구역(00027),1094,700,1794,1
한솔아파트(00035),140,1654,1794,1
하안버스공영차고지(00064),5,1789,1794,1
DMC래미안e.편한세상요진아파트(00006),1408,385,1793,1
응암초등학교(00009),1751,42,1793,1
(구)법화사(00036),24,1769,1793,1
헌인마을.서울농업기술센터(00026),681,1112,1793,1
극동그린아파트앞(00064),369,1424,1793,1
양원숲초등학교(00064),404,1388,1792,1
산본고가도로(00016),1363,429,1792,1
온곡초등학교(00001),1774,18,1792,1
한강밤섬자이아파트(00056),1144,647,1791,1
청한빌라(00002),1774,17,1791,1
등촌3동대림아파트(00085),883,907,1790,1
한신아파트정문(00029),36,1754,1790,1
송파체육문화회관.서울인공지능고(00087),592,1197,1789,1
아현전철역(00008),724,1065,1789,1
월릉교앞.한진한화그랑빌아파트(00028),386,1403,1789,1
상문고등학교.수표교교회(00009),1015,773,1788,1
고척1동주민센터.한효아파트(00021),1082,705,1787,1
송파레이크파크호반써밋2차정문(00004),1564,223,1787,1
신트리아파트(00088),39,1748,1787,1
거여역3번출구.현대2차아파트(00007),1123,663,1786,1
당곡역(00080),582,1204,1786,1
서울숲푸르지오아파트후문(00027),1459,327,1786,1
여의도공원1번출입구(00040),971,815,1786,1
겸재정선미술관.서울식물원(00079),996,790,1786,1
맨돌(00034),926,859,1785,1
푸른마을2단지아파트(00063),1425,360,1785,1
태릉국제스케이트장(00113),65,1719,1784,1
개운초등학교(00012),535,1249,1784,1
서울숲리버뷰자이아파트제1주차장(00011),99,1685,1784,1
서부경찰서후문(00021),1108,675,1783,1
서울여상.서울문영여중고앞(00037),22,1761,1783,1
대신시장.기업은행(00006),1400,383,1783,1
응암오거리(00014),1358,425,1783,1
철산두산위브아파트(00014),837,945,1782,1
개화역1번출구.개화검문소(00076),1727,55,1782,1
공항시장(00084),925,857,1782,1
온곡중학교.노원중앙도서관(00002),1732,49,1781,4
서울강서우체국(00021),147,1634,1781,1
서교동(00116),1557,224,1781,1
덕은동입구(00092),10,1771,1781,1
도성초교사거리(00043),421,1359,1780,1
신분당선강남역(00010),4,1775,1779,2
대일관광고.푸른마을3단지(00056),699,1080,1779,1
건대입구역6번출구(00068),615,1164,1779,1
도림천역2번출구(00070),939,839,1778,1
신내역프라디움더테라스후문(00020),284,1494,1778,1
양천공영차고지(00070),5,1773,1778,1
연서중학교입구(00045),501,1277,1778,1
도봉세무서.성암국제무역고(00040),1686,91,1777,1
중산공원.중산파출소(00010),1634,143,1777,1
동작구청.장승배기역(00009),459,1318,1777,1
은행나무입구사거리(00057),43,1734,1777,1
강덕초등학교.고덕그라시움(00077),1167,610,1777,1
SM빌라(00026),157,1619,1776,1
힐스테이트(00013),1280,496,1776,1
청계4가.세운교(00031),583,1193,1776,1
상암DMC홍보관.YTN(00054),497,1278,1775,1
이화연립경동제일교회앞(00020),1321,453,1774,1
건대입구역1번출구(00038),1397,377,1774,1
하얀마을.그랜드빌.벽산빌라(00061),18,1756,1774,1
하계장미아파트상가(00038),822,951,1773,1
푸른숲아파트(00024),599,1174,1773,1
방죽마을입구(00019),46,1726,1772,1
분당도서관.계원예고.계원예술학교(00051),168,1603,1771,1
홍지문.옥천암(00030),371,1400,1771,1
신사1동경로당(00002),1767,4,1771,1
수락리버시티3.4단지(00023),1209,562,1771,1
한아름마을.반달마을(00004),1755,16,1771,1
양조장(00024),548,1223,1771,2
동명탕(00015),1213,557,1770,1
시청앞.덕수궁(00037),1549,221,1770,1
더샵분당파크리버.헬스케어혁신파크(00006),700,1070,1770,1
은혜감사어린이집앞(00015),1489,280,1769,1
종로2가.삼일교(00038),1210,558,1768,1
S마트(00004),896,872,1768,1
경남상가(00021),1480,288,1768,1
가락현대5차아파트(00052),283,1485,1768,1
문현고등학교(00008),754,1013,1767,1
신정1동우체국(00058),1057,709,1766,1
사당1동상점가(00068),1282,484,1766,1
벽산상가(00007),1212,554,1766,1
신목동새마을금고(00072),961,805,1766,1
신내9단지아파트.서울의료원(00114),107,1658,1765,1
헌인마을.서울농업기술센터(00070),722,1042,1764,1
동부아파트(00033),576,1188,1764,1
왕십리자이.신당현대아파트(00004),1591,173,1764,1
삼학사길사거리(00018),842,922,1764,1
경성중고.홍대부속여중고입구(00066),345,1419,1764,1
파리바게뜨앞(00007),1322,441,1763,1
구기터널입구(00006),1546,217,1763,1
백경세탁소(00021),195,1568,1763,1
서경대정문.대일외고(00058),1727,36,1763,1
문래공원사거리(00024),509,1253,1762,1
해담는다리앞(00024),553,1209,1762,1
숭신초등학교.도선고등학교앞(00016),215,1547,1762,1
금강수목원아파트정문(00008),566,1195,1761,1
대림아파트후문(00034),69,1692,1761,1
서울식물원.숲문화학교(00011),725,1035,1760,2
반포종합운동장(00006),1375,385,1760,1
송례중학교.위례아이파크(00083),49,1710,1759,1
민속식당(00023),398,1361,1759,1
동대문역사문화공원역9번출구(00112),932,827,1759,1
은평문화예술정보학교(00039),877,881,1758,1
양평동한솔아파트(00035),710,1048,1758,1
청계한신휴플러스(00074),633,1124,1757,1
파크원타워.LG트윈타워(00014),81,1676,1757,1
SBS.YTN(00074),121,1636,1757,1
옥정초등학교(00017),26,1730,1756,1
태릉입구역(00033),953,803,1756,1
DMC첨단산업센터(00076),43,1712,1755,1
양화진성지(00001),1616,139,1755,1
강일동주민센터(00002),1733,22,1755,1
대진고등학교(00091),50,1704,1754,1
문촌마을(중)(00098),292,1462,1754,1
목동3단지(00046),395,1359,1754,1
온신초등학교앞(00078),12,1742,1754,1
당곡역.보라매공원.보라매병원(00002),1684,70,1754,1
행주산성입구.행주내동(00035),1209,545,1754,1
동작대교전망카페(00032),1081,672,1753,1
은평뉴타운10단지(00060),1722,31,1753,1
성곡파출소(00100),544,1209,1753,1
신림사거리.신림역(00172),1008,745,1753,1
청구아파트앞(00018),377,1376,1753,1
홍은현대아파트.스위스그랜드호텔(00007),1204,549,1753,1
신내데시앙아파트후문(00070),1486,266,1752,1
개포동역8번출구(00026),642,1110,1752,1
스타타워.동방렌탈(00107),2,1750,1752,1
월계삼호4차아파트(00037),1424,327,1751,1
강남경찰서.강남운전면허시험장(00054),1008,743,1751,1
원효로3가(00003),1610,141,1751,1
갈현동미미아파트(00050),266,1484,1750,1
성산2교(00061),941,809,1750,1
경일중고등학교(00020),1496,254,1750,1
도선고등학교.꽃재교회(00067),1389,361,1750,1
풍무푸르지오.풍무센트럴푸르지오(00004),1424,325,1749,2
이태원역1번출구.해밀턴호텔(00050),1558,191,1749,1
서남물재생센터(00067),197,1551,1748,1
무지개아파트(00026),809,939,1748,1
연세대학교앞(00021),322,1425,1747,1
동방문화대학원대학교(00033),1726,20,1746,1
고려분재연구원.금륜사앞(00087),165,1581,1746,1
쟁골마을(00027),279,1467,1746,1
수송초등학교(00085),326,1420,1746,1
현대홈타운아파트(00012),140,1605,1745,2
우신중고등학교후문(00011),87,1658,1745,1
양평동한솔아파트(00073),545,1200,1745,1
창동주공18단지(00080),731,1013,1744,1
서울중앙교회앞(00027),483,1261,1744,1
관악우방아파트(00009),1363,381,1744,1
산장아파트(00027),233,1511,1744,1
금강산병원.전자공단(00033),345,1399,1744,1
수자원공사광명가압장(00080),1022,722,1744,1
양천구청.양천보건소(00035),794,949,1743,1
고덕초등학교(00014),772,971,1743,1
서빙고동금호베스트빌(00069),822,921,1743,1
스위스그랜드호텔(00010),1536,207,1743,1
성원중.성수2가제1동주민센터(00057),656,1087,1743,1
세곡동(00092),383,1359,1742,1
시흥사거리.시흥대교(00011),1059,683,1742,1
갈월동.숙대입구역10번출구(00050),1356,386,1742,1
고덕비즈밸리입구교차로(00074),27,1715,1742,1
대진여자고등학교(00003),1677,65,1742,1
서울추모공원(00001),1413,328,1741,1
마곡역(00005),1021,720,1741,1
용산역3번출구.용산차고지(00096),6,1735,1741,1
장안삼성래미안2차아파트.성복교회(00016),1036,704,1740,1
서서울농협본점(00016),818,922,1740,1
신대방1동주민센터(00024),486,1253,1739,1
문덕초등학교.문정고등학교(00134),525,1214,1739,1
서울숲리버뷰자이아파트제2주차장(00005),1492,247,1739,1
서울의료원후문(00071),1116,623,1739,1
중평초등학교(00006),1481,257,1738,1
방화2동청성아파트(00099),298,1440,1738,1
신사역(00030),27,1711,1738,1
대림e편한세상1단지(00001),1677,60,1737,1
북정마을삼거리.모정앞(00016),1693,44,1737,1
하안주공13단지상가(00019),752,985,1737,1
화랑대사거리(00074),650,1086,1736,1
강서농수산물도매시장(00073),415,1321,1736,1
관악산입구.관악아트홀.중앙도서관(00098),111,1625,1736,1
온수동종점(00040),1198,538,1736,1
갈현1동주민센터(00007),938,797,1735,1
우신중고등학교후문(00035),132,1603,1735,1
선진운수종점(종점가상)(00060),8,1727,1735,1
청구아파트(00056),456,1279,1735,1
가양6단지아파트(00048),1491,243,1734,1
양화대교전망카페(00071),363,1371,1734,1
고척파크푸르지오아파트(00005),1382,352,1734,1
서울사대부설고등학교(00042),669,1065,1734,1
개화산역2번출구(00077),830,904,1734,1
흥도동주민센터(00028),771,962,1733,2
구룡사입구(00086),69,1664,1733,1
한광고(00060),880,853,1733,1
송파레이크힐아파트(00065),243,1489,1732,1
서울대학교치과병원.동물병원(00050),1678,52,1730,1
신도브래뉴.한전노원변전소(00025),170,1560,1730,1
은평공영차고지(가상)(00055),3,1726,1729,1
녹번역(00063),24,1705,1729,2
삼호아파트.평촌우리병원(00087),79,1650,1729,1
송파파인타운2단지.한림예고(00006),1422,306,1728,1
강남역12번출구(00052),1013,715,1728,1
신길보라매SK뷰아파트(00021),646,1081,1727,1
이촌로입구.성촌공원앞(00009),397,1330,1727,1
안곡중고교(00095),1003,724,1727,1
사당역13번출구(00006),1246,480,1726,1
푸른마을1단지.이든채아파트(00062),1242,484,1726,1
대륭테크노타운2차(00030),394,1332,1726,1
한서고등학교.방화사거리(00089),579,1147,1726,1
월드컵파크7단지(00007),1596,130,1726,2
안골(00075),390,1335,1725,1
대일외고서경대정문(00055),101,1624,1725,1
구의3동주민센터(00011),413,1312,1725,1
신화중학교(00049),120,1605,1725,1
정릉2동주민센터(00001),1561,164,1725,1
보라매삼성아파트.모자원고개(00003),1508,217,1725,1
용두초등학교입구.금륜사앞(00070),75,1649,1724,1
시장입구(00022),905,819,1724,1
시립수서청소년센터(00069),930,794,1724,1
방화2동청성아파트(00086),354,1369,1723,1
무악재역(00065),732,990,1722,1
종로3가.탑골공원(00108),867,855,1722,1
엘지아파트앞(00070),1320,402,1722,1
홍지문35통(00002),1109,613,1722,1
제기동한신아파트(00028),154,1567,1721,1
백현마을1단지(00006),1134,587,1721,1
상계주공7단지(00018),898,823,1721,1
둔촌신성미소지움아파트(00054),251,1470,1721,1
어울림마을7단지(00076),188,1532,1720,1
그린빌라정문(00016),85,1635,1720,1
개운중학교(00031),455,1263,1718,1
성우아파트(00006),872,845,1717,1
상일동주몽재활원(00039),206,1511,1717,1
양재역.서초문화예술회관(00071),1604,113,1717,1
창덕궁.서울돈화문국악당(00036),1150,567,1717,1
월드컵공원입구.문화비축기지(00007),1184,533,1717,1
마포소방서(00006),1135,581,1716,1
지하철2호선강남역(00057),1320,395,1715,1
삼화약국(00058),271,1444,1715,1
중랑구립정보도서관.구민체육센터(00061),676,1038,1714,1
종로2가(00112),1370,344,1714,1
상동시장(00102),610,1103,1713,1
마곡동로사거리(00007),1204,509,1713,1
코스트코광명점(00103),125,1587,1712,1
삼천리골입구56사단북한산부대(00071),1135,577,1712,1
천왕이펜하우스4단지(00029),10,1702,1712,1
흑석동한강현대아파트(00051),565,1147,1712,1
노원고등학교(00131),155,1557,1712,2
구룡사입구(00073),87,1625,1712,1
성황당(00017),823,888,1711,1
수락리버시티1단지후문(00032),973,738,1711,1
덕의공원(00007),982,729,1711,1
하늘초등학교(00004),1684,27,1711,1
서해2차아파트(00003),1709,2,1711,1
암사역사공원역3번출구(00014),70,1639,1709,1
면목신우아파트(00016),1120,588,1708,1
길동자연생태공원(00096),717,991,1708,1
정릉우체국앞(00019),696,1012,1708,1
서울서진학교.우체국앞.허준박물관(00051),1188,520,1708,1
중계주공4단지(00017),168,1539,1707,1
광명자이더샵포레나2단지(00015),948,759,1707,1
로미오이발클럽(00068),1552,155,1707,1
금화초등학교.서울시교육청(00011),714,993,1707,1
벽산메가트리움APT(00016),565,1142,1707,1
일산서구청.백병원(중)(00003),1577,129,1706,1
강일리버파크1단지.금화사(00080),12,1694,1706,1
정릉우체국앞(00013),924,782,1706,1
삼학사길사거리(00004),1052,654,1706,1
한국사회봉사회(00086),24,1682,1706,1
홍대입구역(가상)(00057),57,1648,1705,1
신월문화체육센터(00009),1026,679,1705,2
미타사입구(00074),529,1176,1705,1
현대우성아파트(00033),4,1701,1705,1
우이동성원아파트(00098),35,1670,1705,1
송파레이크파크호반써밋2차(00075),263,1442,1705,1
신사역6번출구(00031),255,1449,1704,1
합정역(00027),1207,497,1704,1
하남시위례도서관.스타필드시티(00032),34,1670,1704,1
헌인농장(00090),1088,615,1703,1
강남역1번출구.역삼세무서(00137),982,721,1703,1
백산빌딩(00026),467,1236,1703,1
민락휴스토리아파트(00107),417,1285,1702,1
대명아파트(00010),1112,589,1701,1
불암산스포츠타운(00054),594,1106,1700,1
오남중학교.삼미주택(00006),917,783,1700,1
한산중학교(00052),412,1288,1700,1
우리은행홍제동지점(00014),756,943,1699,1
은진초교입구.은뜨락도서관(00062),1521,177,1698,1
도시가스.두산아파트(00043),991,707,1698,1
공항중학교.송정역(00063),203,1495,1698,1
양평한신아파트.선유도공원입구(00058),577,1121,1698,2
디지털미디어시티역3번출구A(00074),515,1182,1697,1
쌍문동우이빌라(00023),1268,429,1697,1
고척중학교(00007),1187,510,1697,1
공항철도디지털미디어시티역(00015),18,1678,1696,2
면목2동사거리(00017),644,1052,1696,1
이수화학(00026),1433,263,1696,1
성북구의회(00007),701,995,1696,1
명학초교(00099),620,1075,1695,1
월드컵경기장북측(00044),354,1341,1695,1
덕은교.은평차고지앞(00080),26,1668,1694,1
하안주공8.13단지(00005),1384,310,1694,1
동작역.국립현충원(00069),707,986,1693,1
공항동주민센터(00008),917,775,1692,1
서울여대.육군사관학교행정안내소(00076),222,1470,1692,1
양화대교전망카페(00042),484,1206,1690,1
방배초등학교(00005),1147,543,1690,1
대윤병원(00056),639,1050,1689,1
화계사입구.종점(가상)(00087),5,1684,1689,1
고덕풍경채어바니티(00079),18,1670,1688,1
신촌오거리.현대백화점(00056),1335,353,1688,1
잠실대교전망쉼터(00042),554,1134,1688,1
문화촌현대아파트입구(00016),942,745,1687,1
굴다리시장(00018),955,732,1687,1
독산주공14단지(00060),122,1565,1687,1
용호약국(00018),206,1480,1686,1
동대문역사문화공원(00030),1034,651,1685,1
용두6통앞(00073),207,1478,1685,1
시흥동차고지(기점가상)(00001),1673,12,1685,2
신내6단지(00108),238,1446,1684,1
궁마을(00071),955,729,1684,1
월드메르디앙아파트(00057),833,851,1684,1
건영유치원(00029),54,1630,1684,1
구산역4번출구(00057),349,1334,1683,1
마곡실내배드민턴장(00066),693,990,1683,1
하안주공13단지상가(00036),10,1673,1683,1
정원여중(00007),1459,224,1683,1
시청역11번출구(00025),297,1386,1683,1
신내데시앙포레아파트220동앞(00051),681,1002,1683,1
가족생활동(00026),1271,411,1682,1
문현고등학교(00005),1364,317,1681,1
한빛무궁화아파트(00034),49,1632,1681,1
