gu_name,admdong_name,living_admdong_cd,young_population,young_single_households,young_low_weekend_outing_group,young_very_low_outing_group,young_single_ratio,young_homebound_ratio,residential_dominance_score
영등포구,대림3동,1119072,8156.0,1028.66,142.92,198.66,0.12612309955860718,0.041880823933300636,-0.7778369268585064
은평구,신사1동,1112065,7594.0,1134.61,109.82000000000001,125.91,0.14940874374506188,0.031041611798788518,-0.7835129284268665
은평구,갈현2동,1112056,7958.0,1044.38,92.54,215.07,0.1312364915807992,0.03865418446845941,-0.8073408967785173
강남구,도곡1동,1123066,5521.0,920.94,83.75,102.41,0.16680673790979897,0.03371852925194711,-0.831922751446791
송파구,풍납2동,1124052,7927.0,1128.33,116.89,125.0,0.1423401034439258,0.030514696606534625,-0.8503497015962873
중랑구,면목4동,1107054,5605.0,905.51,96.78,97.1,0.16155396966993754,0.034590544157002676,-0.8641893084590565
성북구,장위2동,1108077,4488.0,682.29,70.55,152.21,0.1520254010695187,0.049634581105169336,-0.8667405170342207
금천구,독산2동,1118053,5930.0,865.0,107.68,133.32999999999998,0.14586846543001686,0.0406424957841484,-0.8690576445060743
동작구,사당3동,1120065,7049.0,1070.01,100.04,108.42999999999999,0.15179599943254363,0.029574407717406725,-0.8694400542249752
종로구,청운효자동,1101072,3191.0,618.65,37.06,96.64,0.19387339392040112,0.04189909119398307,-0.8881346013252057
광진구,구의2동,1105061,7038.0,1097.17,81.84,105.32000000000001,0.15589229894856493,0.026592782040352377,-0.8886249523919327
용산구,용문동,1103059,3559.0,680.01,62.12,70.69,0.1910677156504636,0.037316661983703286,-0.9164290157288519
강서구,방화1동,1116070,11008.0,1259.76,108.03,217.32999999999998,0.11444040697674418,0.02955668604651163,-0.9390473193473751
서대문구,홍제1동,1113062,6550.0,897.18,69.65,175.44,0.13697404580152672,0.03741832061068703,-0.9688125254900019
강남구,개포4동,1123071,6236.0,1013.63,68.72,87.77,0.16254490057729312,0.025094611930724826,-0.9695784296753104
중랑구,중화1동,1107061,5734.0,744.05,64.7,204.35,0.12976107429368677,0.04692186955005232,-0.9877374815576515
도봉구,방학1동,1110055,7290.0,830.93,95.21,237.54,0.11398216735253772,0.04564471879286694,-1.0027820441177726
강북구,인수동,1109075,7586.0,920.74,83.42999999999999,209.05,0.12137358291589771,0.03855523332454522,-1.0162978516893924
용산구,효창동,1103058,3105.0,577.03,73.33,55.75,0.1858389694041868,0.04157165861513687,-1.0277531794955135
종로구,부암동,1101055,2870.0,596.36,44.18,51.62,0.20779094076655052,0.03337979094076655,-1.0486228774460415
중구,청구동,1102072,4150.0,688.62,98.06,58.97,0.16593253012048192,0.03783855421686747,-1.0581903954964067
강서구,가양3동,1116066,4813.0,779.25,91.27,68.69,0.16190525659671723,0.03323498857261583,-1.0628511039894168
강서구,화곡3동,1116058,6273.0,763.3,66.78999999999999,212.74,0.12168021680216802,0.044560816196397256,-1.0726627808079938
강남구,삼성1동,1123058,3865.0,636.04,47.7,111.22999999999999,0.1645640362225097,0.041120310478654595,-1.0736342058696589
마포구,아현동,1114078,8964.0,1087.88,80.81,173.99,0.12136099955377065,0.028424810352521198,-1.0841778691891846
강서구,등촌3동,1116054,8705.0,941.71,90.42,240.94,0.10818035611717404,0.038065479609419875,-1.0920983695702213
동대문구,청량리동,1106080,5283.0,693.46,57.14,178.96,0.13126254022335795,0.044690516751845544,-1.1118222315211528
양천구,목4동,1115054,6336.0,755.97,65.38,208.33,0.11931344696969698,0.043199179292929296,-1.1333626728954511
송파구,방이1동,1124057,4481.0,701.84,62.17,99.08000000000001,0.15662575318009372,0.03598527114483374,-1.1459100147821542
강동구,상일동,1125052,7594.0,1143.3200000000002,0.0,120.65,0.1505557018698973,0.01588754279694496,-1.1464415449247445
동대문구,답십리2동,1106086,7552.0,890.75,95.39,172.29,0.1179488877118644,0.03544491525423729,-1.153969884612102
노원구,상계5동,1111069,5611.0,691.77,100.78,152.79999999999998,0.12328818392443415,0.04519337016574585,-1.1555142520231616
도봉구,창1동,1110059,6395.0,788.84,126.75,124.61,0.1233526192337764,0.03930570758405004,-1.156288120917137
동대문구,장안2동,1106088,8464.0,975.4200000000001,123.82000000000001,145.89000000000001,0.11524338374291117,0.031865548204158795,-1.1606347645169524
성동구,금호2·3가동,1104072,6339.0,808.85,80.91,152.82,0.12759899037703107,0.036871746332229054,-1.160790050526711
강서구,등촌2동,1116053,6046.0,861.73,96.21000000000001,84.35,0.14252894475686403,0.02986437313926563,-1.1653632981937005
도봉구,쌍문1동,1110051,6018.0,799.07,102.31,112.26,0.13277999335327353,0.0356547025589897,-1.1699788009339647
도봉구,도봉1동,1110064,4853.0,578.26,60.15,199.27,0.11915516175561508,0.0534555944776427,-1.175927875769429
양천구,신월1동,1115057,5624.0,713.12,96.6,137.6,0.12679943100995733,0.0416429587482219,-1.1869432332240621
강서구,방화3동,1116072,6301.0,928.6800000000001,66.38,84.99000000000001,0.14738612918584354,0.02402317092524996,-1.1956150309717228
서대문구,천연동,1113052,4912.0,751.72,66.19,87.45,0.15303745928338763,0.031278501628664496,-1.2113810375330067
서대문구,홍제3동,1113064,4751.0,676.13,67.05,116.07000000000001,0.14231319722163754,0.038543464533782365,-1.219552942763247
서대문구,북아현동,1113074,4169.0,666.27,75.56,63.29,0.15981530343007916,0.03330534900455745,-1.2493996625415897
강서구,화곡4동,1116059,6196.0,901.85,95.84,50.61,0.14555358295674628,0.023636216914138152,-1.2502306182465834
성북구,장위1동,1108076,6036.0,741.61,66.0,165.4,0.12286447978793903,0.03833664678595096,-1.252508573035657
구로구,구로1동,1117052,6360.0,831.02,82.0,114.69,0.1306635220125786,0.03092610062893082,-1.258873838373955
종로구,창신2동,1101068,2987.0,477.93,41.52,99.35,0.1600033478406428,0.04716103113491798,-1.2709678903794643
은평구,수색동,1112068,5060.0,809.39,51.42,67.94,0.15995849802371542,0.02358893280632411,-1.2750370636465302
도봉구,쌍문2동,1110052,5149.0,640.91,81.03,140.03,0.1244727131481841,0.042932608273451155,-1.2890737994831525
도봉구,창2동,1110060,8136.0,821.23,77.84,230.53,0.10093780727630286,0.03790191740412979,-1.2971787808835444
성북구,정릉4동,1108065,6898.0,791.05,70.59,175.0,0.11467816758480719,0.03560307335459553,-1.3040730757949115
노원구,하계1동,1111058,6883.0,767.46,86.23,171.72,0.11150079907017289,0.037476391108528254,-1.3122311102774407
강동구,성내1동,1125065,5436.0,771.7,71.44,86.19,0.14196100073583517,0.028997424576894776,-1.3136577643982434
금천구,시흥5동,1118061,5032.0,571.56,58.730000000000004,190.05,0.11358505564387916,0.049439586645469005,-1.326778110293933
성북구,정릉1동,1108062,5020.0,687.07,67.62,106.23,0.13686653386454184,0.03463147410358566,-1.336153430285234
용산구,원효로2동,1103057,3958.0,641.04,62.37,55.01,0.16196058615462353,0.029656392117230923,-1.369228943296756
강서구,우장산동,1116074,11046.0,1045.8,77.62,205.14000000000001,0.09467680608365019,0.025598406663045446,-1.378022576192567
서대문구,홍은1동,1113066,5760.0,731.07,52.809999999999995,135.62,0.12692187500000002,0.032713541666666665,-1.381870419591877
중랑구,망우3동,1107068,4497.0,599.8,50.82,127.43,0.13337780742717367,0.03963753613520125,-1.3854446055231022
구로구,신도림동,1117051,10467.0,1046.95,88.93,157.44,0.10002388458966276,0.02353778542084647,-1.3924418468613609
강북구,삼양동,1109069,6591.0,693.06,79.54,185.51,0.10515248065543922,0.04021392808375057,-1.3998293984443944
중랑구,면목5동,1107055,3587.0,587.67,55.71,58.33,0.16383328686925006,0.03179258433231112,-1.3998949308424466
강동구,둔촌2동,1125071,7224.0,846.0799999999999,54.78,139.7,0.11712070874861572,0.026921373200442966,-1.430041519869141
노원구,상계3·4동,1111076,6042.0,687.16,62.5,161.18,0.11373055279708705,0.03702085402184707,-1.4316161206954088
송파구,장지동,1124081,8836.0,892.3,85.04,165.96,0.10098460842009958,0.02840651878678135,-1.4420688389508411
송파구,가락2동,1124067,8714.0,914.23,59.74,164.04,0.10491507918292403,0.025680514115216893,-1.4568523093855603
은평구,신사2동,1112066,5273.0,724.5699999999999,57.11,81.75,0.1374113407927176,0.026334155129907076,-1.4809640621627014
용산구,서빙고동,1103069,2913.0,511.44,34.14,56.89,0.17557157569515963,0.03124957088911775,-1.4891526205089387
관악구,삼성동,1121082,5476.0,620.74,54.93,157.01,0.1133564645726808,0.038703433162892625,-1.505115313853943
영등포구,신길3동,1119065,4410.0,536.25,58.0,128.76,0.12159863945578231,0.042349206349206345,-1.521271674623658
강서구,화곡2동,1116057,5496.0,732.33,76.44,61.86,0.13324781659388646,0.025163755458515284,-1.5263578997875693
중랑구,상봉1동,1107059,6694.0,661.27,81.09,177.0,0.09878547953391097,0.03855542276665671,-1.5363231969616176
양천구,신월3동,1115059,4233.0,589.46,55.6,81.28,0.13925348452634068,0.03233640444129459,-1.5479925424818886
영등포구,신길7동,1119069,5096.0,621.16,88.6,85.46,0.1218916797488226,0.03415620094191523,-1.560806245827378
관악구,성현동,1121079,7731.0,802.38,75.98,129.26,0.10378734963135429,0.026547665243823567,-1.5879553786884126
중구,중림동,1102068,2911.0,507.51,54.26,24.56,0.17434215046375814,0.027076605977327375,-1.6103920624842287
강북구,우이동,1109074,4988.0,577.23,63.64,120.9,0.11572373696872494,0.03699679230152366,-1.6127455099775636
성북구,정릉2동,1108063,6306.0,722.74,67.94,102.13000000000001,0.11461148112908341,0.02696955280685062,-1.6210119887288132
구로구,개봉1동,1117072,9283.0,779.47,110.91,182.63,0.08396746741355166,0.03162124313260799,-1.6263684489706898
은평구,증산동,1112067,4997.0,650.5,82.05,52.16,0.13017810686411846,0.02685811486892135,-1.6364056945551808
양천구,신정3동,1115066,12677.0,971.6899999999999,79.58,206.53,0.0766498382898162,0.02256921984696695,-1.656694217475675
강북구,수유2동,1109064,5217.0,573.35,69.03,123.64,0.10990032585777267,0.03693118650565459,-1.6610000945280523
도봉구,창5동,1110063,6884.0,653.45,71.24,169.02,0.09492300987797793,0.03490122022080186,-1.6669243630257093
강남구,압구정동,1123077,5627.0,565.51,43.06,178.15,0.10049937799893371,0.03931224453527635,-1.6798804634594113
성북구,장위3동,1108078,4032.0,509.09000000000003,50.870000000000005,96.32000000000001,0.1262624007936508,0.03650545634920635,-1.693952080353064
성동구,옥수동,1104073,6841.0,758.48,67.71000000000001,86.97,0.11087267943283147,0.022610729425522585,-1.7014747452537682
은평구,구산동,1112057,8158.0,741.6,50.949999999999996,185.35999999999999,0.09090463348860015,0.028966658494729097,-1.7016075583709545
송파구,마천1동,1124055,4691.0,541.76,71.48,97.75999999999999,0.11548923470475378,0.036077595395438075,-1.70784774020341
도봉구,방학2동,1110056,4750.0,443.51,41.05,197.95,0.09337052631578947,0.05031578947368421,-1.7226606467775203
노원구,상계8동,1111072,7295.0,723.56,86.50999999999999,109.94,0.09918574366004111,0.02692940370116518,-1.7243593739187044
종로구,창신3동,1101069,1988.0,321.28,23.63,67.07000000000001,0.16160965794768611,0.045623742454728375,-1.739986526904239
서초구,내곡동,1122068,4686.0,573.5,35.230000000000004,106.89,0.12238583013230901,0.030328638497652584,-1.7420436017587835
강동구,암사2동,1125058,4461.0,571.98,51.31,76.07,0.12821788836583725,0.028554135843981168,-1.7502220404620086
양천구,신월6동,1115062,3248.0,515.4,46.53,33.07,0.15868226600985222,0.024507389162561576,-1.7626951939032813
도봉구,창3동,1110061,3510.0,463.13,50.63,76.31,0.13194586894586893,0.03616524216524217,-1.76949103067448
송파구,거여1동,1124053,3511.0,460.37,59.92999999999999,68.41,0.13112218741099402,0.036553688407861,-1.7719495762130408
강동구,고덕2동,1125056,4841.0,581.54,52.58,88.21,0.12012807271224953,0.029082834125180746,-1.7728927222548552
노원구,상계1동,1111065,10062.0,736.35,70.26,240.38,0.07318127608825284,0.030872589942357382,-1.7808631239486425
구로구,고척2동,1117062,7133.0,605.63,75.83,183.64999999999998,0.0849053694097855,0.0363774008131221,-1.7818092143107018
서초구,서초4동,1122054,6102.0,626.59,53.71,118.24000000000001,0.10268600458865947,0.02817928548017044,-1.8296549099165325
노원구,중계2·3동,1111078,8503.0,644.6899999999999,64.24,223.52,0.07581912266258967,0.03384217335058215,-1.836742869059201
금천구,시흥4동,1118060,5523.0,448.22,38.949999999999996,229.06,0.08115516929205142,0.04852616331703784,-1.8377352049239961
송파구,거여2동,1124054,6144.0,636.8,63.51,99.47,0.10364583333333333,0.02652669270833333,-1.8465756459256863
서초구,방배본동,1122061,4650.0,563.89,41.27,84.06,0.12126666666666666,0.026952688172043014,-1.8528186706394363
송파구,풍납1동,1124051,4095.0,537.01,63.89,43.129999999999995,0.13113797313797312,0.026134310134310133,-1.8613131484443055
성동구,금호4가동,1104062,3951.0,518.56,45.81,62.89,0.13124778537079218,0.02751202227284232,-1.8649836437652956
은평구,응암2동,1112060,6279.0,539.28,41.46,195.95000000000002,0.08588628762541806,0.03781016085363912,-1.8684259442203162
구로구,고척1동,1117061,8266.0,675.05,94.03,141.69,0.08166586015001209,0.02851681587224776,-1.8795194627745346
광진구,자양3동,1105066,7831.0,708.04,49.11,131.98,0.09041501723917762,0.023124760566977393,-1.9025800528875205
중구,약수동,1102071,4446.0,595.58,59.11,24.87,0.1339586144849303,0.01888888888888889,-1.9085141799888121
성북구,길음2동,1108068,4883.0,568.29,50.75,72.25,0.11638132295719844,0.02518943272578333,-1.9211012709591793
강남구,개포2동,1123080,10013.0,738.95,51.96,182.96,0.07379906122041346,0.023461500049935087,-1.9582126896386327
강남구,대치2동,1123079,7624.0,670.26,43.69,137.16,0.08791448058761804,0.023721143756558236,-1.9654581370177548
서대문구,홍제2동,1113065,3624.0,401.92,46.58,96.57000000000001,0.11090507726269316,0.03950055187637969,-1.9849288636525866
노원구,월계3동,1111053,8492.0,666.77,83.7,134.0,0.07851742816768724,0.02563589260480452,-1.9864738760912581
강북구,번2동,1109061,4054.0,431.53,45.33,104.25999999999999,0.10644548593981253,0.03689935865811544,-2.0009539288992015
동대문구,전농2동,1106084,5425.0,451.26000000000005,49.7,170.01,0.08318156682027651,0.04049953917050691,-2.017431730303113
노원구,상계10동,1111074,5311.0,465.59,72.31,126.13,0.08766522312182262,0.03736396158915459,-2.0310141327764994
송파구,마천2동,1124056,4700.0,425.19,48.519999999999996,141.94,0.0904659574468085,0.04052340425531915,-2.0340584240376485
송파구,오금동,1124060,9654.0,673.03,47.79,197.24,0.06971514398176921,0.025381189144396105,-2.041569748664346
송파구,가락1동,1124066,6225.0,544.84,72.38,112.36,0.08752449799196788,0.02967710843373494,-2.04949978840564
용산구,이촌2동,1103064,2196.0,338.38,39.19,32.54,0.15408925318761385,0.0326639344262295,-2.0571415384849807
양천구,신월5동,1115061,4042.0,460.97,57.8,60.13,0.11404502721425037,0.02917615042058387,-2.0697786644811673
도봉구,도봉2동,1110065,6601.0,567.39,77.63,102.04,0.08595515830934707,0.027218603241933044,-2.0764479663773336
관악구,청림동,1121054,4382.0,443.21999999999997,62.75,83.1,0.10114559561843907,0.03328388863532633,-2.0972944769327473
도봉구,창4동,1110062,7025.0,567.06,61.519999999999996,129.68,0.08072028469750889,0.027217081850533807,-2.112292255129372
강남구,수서동,1123075,3766.0,487.29,35.68,42.56,0.12939192777482741,0.020775358470525758,-2.1151523188471915
노원구,월계2동,1111052,6407.0,567.83,66.81,89.27,0.08862650226314969,0.024360855314499764,-2.1291431161992076
성동구,금호1가동,1104059,3705.0,410.75,43.78,75.4,0.11086369770580297,0.032167341430499326,-2.1445262585548357
종로구,평창동,1101056,4114.0,452.1,28.79,84.84,0.10989304812834225,0.02762032085561497,-2.1581903653145966
중랑구,신내2동,1107070,5658.0,440.97,54.75,147.27,0.07793743372216332,0.035705196182396606,-2.198246352694255
성북구,돈암1동,1108058,4104.0,451.99,51.36,55.11,0.11013401559454192,0.02594298245614035,-2.198808340256784
강동구,강일동,1125051,9588.0,700.45,47.21,108.98,0.07305486024196914,0.016290154359616185,-2.2021646598066087
구로구,수궁동,1117069,6382.0,504.34,43.99,141.69,0.0790253838921968,0.029094327796928863,-2.2070568595389384
성북구,월곡1동,1108071,6531.0,520.6700000000001,43.12,129.2,0.07972286020517533,0.026384933394579695,-2.2347260459739346
노원구,중계4동,1111064,4718.0,413.16999999999996,45.5,101.23,0.08757312420517167,0.03110004239084358,-2.3211277731948674
구로구,개봉3동,1117065,5413.0,465.44,74.68,59.15,0.08598559024570479,0.024723813042675045,-2.3589013818087627
서초구,반포4동,1122060,4786.0,423.93,35.98,97.41,0.08857709987463436,0.027870873380693686,-2.366601193722893
서초구,방배3동,1122064,5023.0,470.9,33.56,71.92,0.09374875572367111,0.020999402747362134,-2.386977639177756
노원구,상계9동,1111073,5467.0,403.79,68.38,111.4,0.07385952076092922,0.03288458020852387,-2.3941076942113573
강남구,일원2동,1123074,4024.0,454.14,0.0,68.65,0.11285785288270378,0.01706013916500994,-2.397481474171145
관악구,난향동,1121071,3688.0,345.01,30.740000000000002,95.28,0.09354934924078091,0.034170281995661606,-2.404504859488405
구로구,개봉2동,1117064,8523.0,529.13,77.02,122.44,0.06208260002346592,0.02340255778481755,-2.409897947836139
성동구,응봉동,1104058,3832.0,365.62,38.12,78.42,0.09541231732776619,0.030412317327766177,-2.4215526051556218
중랑구,신내1동,1107069,9689.0,496.15,55.46,221.51999999999998,0.05120755495923212,0.028587057487872842,-2.4247869500609074
금천구,시흥3동,1118059,2862.0,318.02,28.73,63.42,0.11111809923130678,0.03219776380153739,-2.4263412379816667
중구,동화동,1102073,2742.0,294.26,28.07,67.50999999999999,0.10731582786287382,0.034857768052516405,-2.471558056980614
강동구,명일1동,1125053,6362.0,448.01,35.46,115.14,0.07041967934611758,0.023671801320339515,-2.5321988072843173
강동구,명일2동,1125054,3889.0,353.77,28.19,81.85,0.09096682951915659,0.028295191565955256,-2.540985213187013
종로구,교남동,1101058,1938.0,289.85,25.36,13.950000000000001,0.14956140350877195,0.020283797729618164,-2.569219593111443
강서구,발산1동,1116067,9037.0,481.3,37.5,174.09,0.05325882483124931,0.023413743498948765,-2.574229339493835
성동구,행당2동,1104057,6355.0,440.89,40.7,102.7,0.06937686860739575,0.022564909520062945,-2.5847048499604526
송파구,송파2동,1124062,5259.0,405.68,35.31,89.56,0.07714014071116182,0.023744057805666477,-2.595573802401569
서대문구,북가좌1동,1113071,4113.0,351.7,32.55,77.48,0.08550936056406516,0.02675176270362266,-2.622774717874887
양천구,신월7동,1115063,5351.0,396.31,37.42,82.36,0.07406279200149504,0.02238460100915717,-2.6762252126626773
송파구,잠실2동,1124079,6768.0,401.53,29.21,144.82,0.05932771867612293,0.025713652482269502,-2.6773577896607943
양천구,신월2동,1115058,5714.0,416.19,51.730000000000004,51.83,0.07283689184459223,0.018123906195309767,-2.7366610945277827
양천구,신월4동,1115060,4665.0,274.17,26.57,121.1,0.05877170418006431,0.03165487674169346,-2.956240838731201
강남구,도곡2동,1123067,6446.0,340.12,26.14,119.17,0.05276450511945392,0.022542662116040956,-2.985202781775814
서초구,반포3동,1122059,4536.0,303.34,23.67,84.18,0.06687389770723104,0.023776455026455028,-2.9866806508457375
도봉구,쌍문4동,1110054,4629.0,309.43,31.33,70.75,0.06684597105206308,0.022052279109958953,-3.007931715656809
노원구,중계본동,1111060,4700.0,285.45,21.259999999999998,106.31,0.06073404255319149,0.02714255319148936,-3.011196263002568
광진구,광장동,1105063,7616.0,365.84000000000003,27.84,112.61,0.04803571428571429,0.01844143907563025,-3.038584910126655
서대문구,남가좌1동,1113069,2687.0,246.91,28.59,34.36,0.09189058429475251,0.023427614439895796,-3.0558737283806257
강북구,번3동,1109062,3995.0,258.17,29.240000000000002,85.15,0.0646232790988736,0.02863329161451815,-3.0592796412587213
서초구,반포2동,1122058,3901.0,275.9,18.02,68.87,0.0707254550115355,0.022273775954883362,-3.103681596894821
강남구,일원본동,1123072,5133.0,289.73,16.47,95.75999999999999,0.05644457432300799,0.021864406779661016,-3.1555377758223426
송파구,잠실6동,1124077,3888.0,209.32,17.52,123.54,0.05383744855967078,0.03628086419753086,-3.173074755875258
노원구,하계2동,1111059,5310.0,292.58,37.49,73.39999999999999,0.05509981167608286,0.020883239171374763,-3.1782492628186945
종로구,무악동,1101057,1661.0,201.49,17.45,14.93,0.12130644190246839,0.0194942805538832,-3.1821889894318933
양천구,신정7동,1115070,6330.0,329.82,29.439999999999998,73.09,0.0521042654028436,0.016197472353870458,-3.182548740601444
성북구,길음1동,1108066,8186.0,310.92,26.06,157.97,0.03798192035182018,0.02248106523332519,-3.1857297135677163
송파구,위례동,1124082,7684.0,307.37,24.189999999999998,145.17000000000002,0.04000130140551796,0.022040603852160334,-3.195939696088473
양천구,신정2동,1115065,4060.0,288.71000000000004,30.919999999999998,35.75,0.07111083743842365,0.016421182266009852,-3.1971357099966062
금천구,시흥2동,1118058,4935.0,246.06,18.78,123.83,0.04986018237082067,0.028897669706180348,-3.2051335917907533
강북구,삼각산동,1109073,6974.0,297.73,27.200000000000003,127.85000000000001,0.042691425293948954,0.022232578147404647,-3.208453903388434
송파구,잠실4동,1124075,6205.0,305.39,27.09,90.31,0.049216760676873486,0.018920225624496374,-3.2192920651545727
송파구,잠실7동,1124078,1890.0,193.35,16.13,29.57,0.1023015873015873,0.02417989417989418,-3.2383137885203186
성북구,돈암2동,1108059,5246.0,256.03000000000003,16.3,111.80000000000001,0.04880480365993138,0.024418604651162794,-3.2802082466556546
양천구,목1동,1115051,6126.0,296.59,26.23,72.42,0.04841495266079007,0.01610349330721515,-3.3276181767782984
노원구,중계1동,1111061,4496.0,239.20999999999998,27.47,75.2,0.05320507117437722,0.02283585409252669,-3.365657550809968
양천구,목5동,1115071,7478.0,314.94,28.22,73.2,0.04211553891414817,0.013562449852901845,-3.3668375993026305
강동구,암사3동,1125059,4126.0,228.64,21.15,65.77,0.05541444498303441,0.021066408143480365,-3.4452256878075707
송파구,잠실3동,1124080,7961.0,246.92000000000002,23.02,169.11,0.03101620399447306,0.024133902776033164,-3.4470109035306127
양천구,신정1동,1115064,3577.0,196.6,20.86,77.13,0.0549622588761532,0.027394464635169136,-3.457357464382873
도봉구,방학3동,1110057,6292.0,229.89,23.75,110.11999999999999,0.0365368722186904,0.021276223776223777,-3.560716308619086
용산구,이촌1동,1103063,5326.0,221.57,13.05,99.99000000000001,0.04160157716860683,0.02122418325197146,-3.5688904136048363
강동구,고덕1동,1125055,4166.0,227.1,18.41,45.84,0.054512722035525686,0.01542246759481517,-3.59998626995331
송파구,오륜동,1124059,3811.0,199.67,17.18,49.09,0.05239307268433482,0.017389136709525063,-3.7077630281291474
서초구,반포본동,1122056,908.0,112.31,19.71,0.0,0.12368942731277534,0.02170704845814978,-3.757645955259504
강남구,대치1동,1123060,3102.0,137.63,10.64,84.49,0.044368149580915534,0.030667311411992262,-3.8415154374762515
양천구,신정6동,1115069,5039.0,183.37,23.25,57.839999999999996,0.03639015677713832,0.016092478666402066,-3.9420716449123434
