d_admdong_cd,st_time_cd,cnt_2030,total_cnt
11110515,00,931.8100000000001,2012.75
11110515,01,2050.54,4541.44
11110515,02,1320.19,3268.17
11110515,03,1252.6399999999999,3292.48
11110515,04,1536.97,5860.6
11110515,05,5721.9,21022.94
11110515,06,13671.2,50331.87
11110515,0700,7633.76,26372.83
11110515,0720,9192.98,29633.1
11110515,0740,9506.97,27635.46
11110515,0800,9598.31,25936.5
11110515,0820,9504.74,24859.95
11110515,0840,9187.61,23102.18
11110515,0900,9086.55,23109.2
11110515,0920,8477.58,21799.22
11110515,0940,8185.49,20693.15
11110515,10,22002.72,60123.86
11110515,11,28110.74,73533.77
11110515,12,29070.83,77034.3
11110515,13,29419.77,74453.04
11110515,14,25568.66,66003.32
11110515,15,22995.190000000002,60095.15
11110515,16,21338.89,54813.53
11110515,1700,6899.139999999999,17591.77
11110515,1720,6970.82,17321.55
11110515,1740,6609.67,17576.84
11110515,1800,8277.59,20199.35
11110515,1820,5864.72,15043.210000000001
11110515,1840,5200.99,13381.210000000001
11110515,1900,4673.3099999999995,12749.78
11110515,1920,3639.5,10470.75
11110515,1940,3497.39,10263.06
11110515,20,9668.43,27602.39
11110515,21,8671.87,22954.829999999998
11110515,22,4795.58,12035.05
11110515,23,549.1,1592.78
11110530,00,1297.16,3216.98
11110530,01,2651.6,6808.92
11110530,02,1848.96,5094.06
11110530,03,2091.96,6075.87
11110530,04,5443.6,18619.26
11110530,05,22516.07,74541.92
11110530,06,57270.03,157630.82
11110530,0700,34214.78,83063.72
11110530,0720,41183.25,96312.68000000001
11110530,0740,48569.17,107074.78
11110530,0800,51094.81,110092.54
11110530,0820,38119.19,87360.43
11110530,0840,26350.52,66947.52
11110530,0900,22289.45,60034.81
11110530,0920,17640.24,52675.81
11110530,0940,15138.98,48893.18
11110530,10,47095.24,148718.86
11110530,11,69008.47,185283.68
11110530,12,75492.86,192708.41999999998
11110530,13,56777.56,152408.66999999998
11110530,14,43996.38,118274.57
11110530,15,41031.0,113128.35
11110530,16,42559.659999999996,116028.66
11110530,1700,16120.3,42434.0
11110530,1720,15682.75,39968.05
11110530,1740,15905.1,39850.27
11110530,1800,22385.07,50267.54
11110530,1820,14053.67,32833.14
11110530,1840,11039.210000000001,25728.64
11110530,1900,9970.2,22778.02
11110530,1920,8123.86,18827.76
11110530,1940,7056.98,16930.97
11110530,20,17876.5,42915.25
11110530,21,13054.37,31191.329999999998
11110530,22,7201.39,18061.77
11110530,23,1053.59,3160.38
11110540,00,155.52,502.71
11110540,01,348.91,1076.15
11110540,02,334.47,990.3
11110540,03,338.77,1083.8600000000001
11110540,04,832.9300000000001,2785.69
11110540,05,2708.79,8765.72
11110540,06,6377.97,25979.75
11110540,0700,3238.12,11991.25
11110540,0720,4015.21,12165.06
11110540,0740,4308.68,11643.57
11110540,0800,5249.49,13198.91
11110540,0820,5520.04,13116.44
11110540,0840,4074.54,11096.87
11110540,0900,4014.85,12166.09
11110540,0920,4098.7,12484.11
11110540,0940,4114.22,12352.16
11110540,10,12464.7,39771.39
11110540,11,18764.45,50740.340000000004
11110540,12,18549.66,47860.29
11110540,13,17688.4,43066.18
11110540,14,16016.32,38123.71
11110540,15,13888.02,31142.25
11110540,16,11208.79,26032.02
11110540,1700,3346.58,8219.18
11110540,1720,3357.42,7646.31
11110540,1740,3169.7599999999998,6965.18
11110540,1800,3124.6,6926.38
11110540,1820,1976.61,4714.1
11110540,1840,1523.23,3792.5299999999997
11110540,1900,1328.24,3388.98
11110540,1920,1225.6200000000001,2764.8
11110540,1940,1115.04,2760.96
11110540,20,2412.0,6193.26
11110540,21,1569.91,4863.49
11110540,22,915.44,2802.79
11110540,23,159.6,405.32
11110550,00,864.53,2157.0
11110550,01,1760.02,5296.07
11110550,02,1212.9,3634.79
11110550,03,997.17,3271.73
11110550,04,936.02,3766.9
11110550,05,1986.82,9922.91
11110550,06,6855.33,25448.61
11110550,0700,3688.49,12538.5
11110550,0720,4702.97,15295.26
11110550,0740,5057.11,15300.73
11110550,0800,5551.67,16148.47
11110550,0820,5334.62,15624.7
11110550,0840,5453.31,14103.84
11110550,0900,5863.92,14267.09
11110550,0920,5901.33,14379.08
11110550,0940,5818.51,14096.61
11110550,10,16287.1,41428.39
11110550,11,15264.32,41170.33
11110550,12,13734.97,41090.39
11110550,13,12540.4,38560.27
11110550,14,10839.47,37430.18
11110550,15,8254.63,33560.56
11110550,16,8921.46,33921.2
11110550,1700,3354.71,11874.01
11110550,1720,3206.46,11090.369999999999
11110550,1740,3096.16,11076.68
11110550,1800,3939.39,13359.89
11110550,1820,2706.45,9557.57
11110550,1840,2538.88,9734.34
11110550,1900,2733.94,9543.68
11110550,1920,2260.0,8212.87
11110550,1940,2492.05,7958.58
11110550,20,7502.67,23428.85
11110550,21,7418.0199999999995,22149.739999999998
11110550,22,4332.72,14147.69
11110550,23,629.17,2312.9900000000002
11110560,00,1218.68,4188.6
11110560,01,3030.23,11715.78
11110560,02,1495.57,5262.21
11110560,03,1168.1,4461.29
11110560,04,1325.6,6112.13
11110560,05,2246.96,13397.83
11110560,06,5855.0,37197.520000000004
11110560,0700,3054.1,17464.1
11110560,0720,3003.93,14503.7
11110560,0740,3150.23,14386.539999999999
11110560,0800,2889.82,13373.55
11110560,0820,2415.57,13372.75
11110560,0840,2573.72,13219.77
11110560,0900,2706.25,14448.03
11110560,0920,2527.53,14024.460000000001
11110560,0940,2328.27,12962.01
11110560,10,6858.83,37434.07
11110560,11,8203.58,41602.92
11110560,12,8619.3,44372.38
11110560,13,8352.8,44392.18
11110560,14,9025.13,45031.08
11110560,15,8296.59,46803.93
11110560,16,9337.92,48491.92
11110560,1700,3828.4900000000002,17430.23
11110560,1720,4085.31,16454.36
11110560,1740,4104.46,17492.02
11110560,1800,5848.4,20906.69
11110560,1820,3833.17,15443.61
11110560,1840,3288.63,14691.86
11110560,1900,3830.63,15012.35
11110560,1920,3243.92,13275.95
11110560,1940,3073.44,12916.14
11110560,20,10101.33,38674.29
11110560,21,9642.02,34838.0
11110560,22,5868.57,21791.48
11110560,23,901.04,3835.89
11110570,00,269.18,708.8
11110570,01,548.65,1807.59
11110570,02,274.29,1186.08
11110570,03,325.78000000000003,1353.95
11110570,04,460.93,2142.17
11110570,05,921.61,4284.3
11110570,06,2605.84,9410.48
11110570,0700,982.14,3964.33
11110570,0720,1143.64,3915.09
11110570,0740,1225.05,4929.55
11110570,0800,1123.04,4867.6900000000005
11110570,0820,962.43,5279.72
11110570,0840,831.33,5074.67
11110570,0900,952.37,5202.75
11110570,0920,844.66,4835.86
11110570,0940,818.24,4583.73
11110570,10,2044.62,10953.14
11110570,11,2250.77,11026.27
11110570,12,3006.41,14095.97
11110570,13,3059.09,14523.8
11110570,14,2969.21,13872.96
11110570,15,2840.25,13742.19
11110570,16,2703.94,12471.3
11110570,1700,928.99,4163.39
11110570,1720,986.21,3960.23
11110570,1740,1192.18,4186.72
11110570,1800,2010.46,5940.08
11110570,1820,1281.08,4249.64
11110570,1840,1238.57,4308.12
11110570,1900,1273.21,4134.07
11110570,1920,1160.01,3419.42
11110570,1940,1113.06,3502.93
11110570,20,2760.07,10130.15
11110570,21,2745.91,8774.31
11110570,22,1678.81,5255.13
11110570,23,188.97,706.9399999999999
11110580,00,775.36,2125.5
11110580,01,1454.01,4464.14
11110580,02,1149.78,3432.85
11110580,03,799.04,2891.95
11110580,04,1199.7,5267.54
11110580,05,4194.53,14049.49
11110580,06,10785.82,33994.9
11110580,0700,5205.0199999999995,17692.649999999998
11110580,0720,5715.25,19741.63
11110580,0740,5854.09,22320.66
11110580,0800,5949.92,20065.01
11110580,0820,4590.49,18355.4
11110580,0840,3719.19,15656.62
11110580,0900,3248.93,14620.19
11110580,0920,2955.94,13315.27
11110580,0940,2874.64,12612.46
11110580,10,8194.01,35563.3
11110580,11,11187.11,40713.520000000004
11110580,12,11738.17,46353.78
11110580,13,10474.27,41638.26
11110580,14,8274.51,37410.04
11110580,15,8389.15,36212.87
11110580,16,8655.35,35620.62
11110580,1700,3605.73,12293.64
11110580,1720,3629.94,12131.59
11110580,1740,3458.35,12603.5
11110580,1800,5115.78,16490.24
11110580,1820,3634.0,11550.63
11110580,1840,3074.38,9903.64
11110580,1900,2892.51,9369.08
11110580,1920,2651.75,8338.99
11110580,1940,2490.15,7704.29
11110580,20,7584.599999999999,22241.6
11110580,21,6827.07,19700.76
11110580,22,4193.99,11838.65
11110580,23,596.96,1992.26
11110600,00,250.1,682.6899999999999
11110600,01,581.53,1686.2
11110600,02,405.94,1115.24
11110600,03,345.67,1366.8799999999999
11110600,04,875.67,3277.27
11110600,05,5483.93,20601.079999999998
11110600,06,17346.25,58527.54
11110600,0700,8996.89,22901.96
11110600,0720,7512.48,18844.5
11110600,0740,7148.25,18714.25
11110600,0800,6840.6,18888.37
11110600,0820,5962.75,18227.98
11110600,0840,5599.25,17834.25
11110600,0900,5396.78,17141.39
11110600,0920,5062.12,16160.01
11110600,0940,4975.45,15321.91
11110600,10,15672.220000000001,45595.22
11110600,11,23096.87,55058.53
11110600,12,23021.58,54695.32
11110600,13,19927.77,44871.93
11110600,14,17868.6,39210.8
11110600,15,15898.16,33923.26
11110600,16,14771.68,32127.06
11110600,1700,5051.48,10609.45
11110600,1720,4634.03,9660.65
11110600,1740,4546.24,9655.09
11110600,1800,5142.59,10611.86
11110600,1820,3035.04,6387.98
11110600,1840,2231.65,5316.04
11110600,1900,2094.38,4844.25
11110600,1920,1503.77,3808.2
11110600,1940,1297.71,3267.51
11110600,20,3107.66,8572.58
11110600,21,2275.78,6876.5
11110600,22,1231.11,3797.04
11110600,23,138.6,524.27
11110615,00,4489.28,7783.85
11110615,01,8130.29,15546.52
11110615,02,5655.02,12167.38
11110615,03,4575.25,12456.83
11110615,04,7763.070000000001,30575.18
11110615,05,34575.32,134075.13999999998
11110615,06,117383.73,359889.83
11110615,0700,75627.77,203966.99
11110615,0720,95077.08,245490.5
11110615,0740,111686.93000000001,270312.67
11110615,0800,115169.65,260465.22
11110615,0820,85958.92,216117.76
11110615,0840,63639.35,180872.66999999998
11110615,0900,53104.68,167026.12
11110615,0920,41464.18,147908.3
11110615,0940,36163.21,137111.56
11110615,10,109553.77,418992.33
11110615,11,186257.25,550276.68
11110615,12,202498.06,566613.16
11110615,13,149393.4,436999.78
11110615,14,123494.0,350674.58999999997
11110615,15,121414.77,323728.45
11110615,16,130728.08,322291.48
11110615,1700,55174.69,121920.34
11110615,1720,55955.74,118369.65
11110615,1740,56827.299999999996,116240.84
11110615,1800,78377.2,148415.47
11110615,1820,51592.090000000004,96013.58
11110615,1840,39874.82,74762.52
11110615,1900,34930.22,64996.54
11110615,1920,28283.3,53020.86
11110615,1940,24732.39,46710.96
11110615,20,61390.6,112293.51999999999
11110615,21,40285.0,71386.67
11110615,22,22170.93,38618.24
11110615,23,3760.66,6651.5199999999995
11110630,00,1292.92,2902.51
11110630,01,2426.03,5877.72
11110630,02,2055.19,4678.09
11110630,03,1504.49,4752.57
11110630,04,1886.47,10066.77
11110630,05,5071.8,33322.87
11110630,06,15262.130000000001,75933.86
11110630,0700,10385.93,39081.97
11110630,0720,13488.57,46653.64
11110630,0740,14829.710000000001,51208.57
11110630,0800,16327.779999999999,54169.69
11110630,0820,14546.24,51799.75
11110630,0840,11903.57,45888.36
11110630,0900,10653.34,43806.95
11110630,0920,10122.15,40930.63
11110630,0940,8810.94,37573.340000000004
11110630,10,26405.86,111669.42
11110630,11,30575.69,113443.33
11110630,12,34152.26,116433.47
11110630,13,30246.22,103741.67
11110630,14,26566.34,86440.96
11110630,15,22628.97,72234.22
11110630,16,21165.27,62882.08
11110630,1700,7801.53,21162.88
11110630,1720,7702.14,19618.93
11110630,1740,7581.07,19142.39
11110630,1800,9814.55,22093.04
11110630,1820,6335.99,15065.56
11110630,1840,5655.67,13344.97
11110630,1900,5038.52,12117.5
11110630,1920,4566.97,10708.89
11110630,1940,4457.28,10164.36
11110630,20,11788.02,24826.94
11110630,21,9501.99,18740.16
11110630,22,5657.92,11869.57
11110630,23,1048.01,2567.93
11110640,00,3440.18,7121.28
11110640,01,6995.49,15255.09
11110640,02,5352.76,12467.27
11110640,03,4628.92,11829.88
11110640,04,6410.37,23625.83
11110640,05,25668.95,95953.82
11110640,06,86435.0,246427.05
11110640,0700,51080.7,121540.01
11110640,0720,57168.04,131780.08
11110640,0740,60180.479999999996,133524.56
11110640,0800,58065.25,128139.79
11110640,0820,47609.01,110295.14
11110640,0840,40497.15,94886.0
11110640,0900,34222.04,85149.98
11110640,0920,29255.39,75936.66
11110640,0940,25777.36,68897.02
11110640,10,76024.4,200533.93
11110640,11,100443.86,241033.8
11110640,12,131304.97,307524.83
11110640,13,104200.79,250426.17
11110640,14,87042.05,201779.6
11110640,15,68401.2,159877.74
11110640,16,72840.36,152541.21
11110640,1700,26698.08,52419.67
11110640,1720,25839.4,49960.48
11110640,1740,26816.29,51025.51
11110640,1800,30111.010000000002,55279.18
11110640,1820,21173.74,40381.07
11110640,1840,18299.67,35841.25
11110640,1900,16272.67,32463.1
11110640,1920,12827.94,26274.62
11110640,1940,11670.3,23702.75
11110640,20,27763.03,56692.63
11110640,21,22989.04,43497.67
11110640,22,13268.31,26426.64
11110640,23,3063.77,6222.27
11110650,00,3139.65,5687.37
11110650,01,6028.6900000000005,11710.78
11110650,02,4767.43,9283.98
11110650,03,3637.88,7852.75
11110650,04,3113.54,9775.73
11110650,05,5555.47,20463.19
11110650,06,12386.720000000001,41790.87
11110650,0700,8210.75,23082.68
11110650,0720,10286.16,27050.02
11110650,0740,12279.95,29074.54
11110650,0800,12396.44,30686.829999999998
11110650,0820,13212.47,31078.65
11110650,0840,12841.82,28788.739999999998
11110650,0900,11152.02,27149.23
11110650,0920,11474.83,27885.72
11110650,0940,11874.74,27515.8
11110650,10,40886.76,92732.42
11110650,11,54444.35,113894.38
11110650,12,53476.8,112733.39
11110650,13,47912.53,102840.64
11110650,14,47418.64,101323.02
11110650,15,43482.77,97455.37
11110650,16,55973.66,112905.33
11110650,1700,22096.510000000002,42094.08
11110650,1720,21457.44,40325.75
11110650,1740,24137.57,45011.66
11110650,1800,26115.62,47203.88
11110650,1820,18170.45,33204.53
11110650,1840,16323.95,30526.31
11110650,1900,14174.07,27026.57
11110650,1920,12009.83,23206.39
11110650,1940,11857.75,22435.77
11110650,20,32340.81,60401.48
11110650,21,29268.25,50825.62
11110650,22,17837.56,32089.52
11110650,23,3218.64,5636.22
11110670,00,890.79,2601.13
11110670,01,1708.05,4958.04
11110670,02,1499.71,4208.34
11110670,03,1446.73,4161.5
11110670,04,1605.05,6041.37
11110670,05,1825.88,13379.83
11110670,06,4288.38,26946.72
11110670,0700,2789.97,13369.539999999999
11110670,0720,3652.96,14919.58
11110670,0740,4171.57,17220.67
11110670,0800,3225.65,16929.66
11110670,0820,3026.38,17509.74
11110670,0840,2539.97,16447.7
11110670,0900,2401.76,16011.16
11110670,0920,2283.61,15937.14
11110670,0940,2377.73,15878.92
11110670,10,6973.8,45663.869999999995
11110670,11,8537.02,46855.5
11110670,12,10679.05,50344.71
11110670,13,11269.73,47577.5
11110670,14,11407.43,42246.06
11110670,15,10415.32,37689.590000000004
11110670,16,9078.72,32663.44
11110670,1700,3065.34,10921.33
11110670,1720,3023.75,9796.3
11110670,1740,2847.64,9428.27
11110670,1800,4308.77,11839.39
11110670,1820,2757.79,8586.64
11110670,1840,2286.72,7061.32
11110670,1900,2322.42,6932.82
11110670,1920,2069.44,6073.42
11110670,1940,1916.05,5633.92
11110670,20,5298.75,15366.43
11110670,21,5037.07,13779.9
11110670,22,3661.21,11333.78
11110670,23,556.13,1932.47
11110680,00,494.52,1596.7
11110680,01,1197.47,3664.38
11110680,02,991.44,2991.46
11110680,03,787.31,2402.81
11110680,04,721.56,2720.45
11110680,05,713.4,3820.28
11110680,06,1232.46,7147.24
11110680,0700,516.49,2935.9
11110680,0720,604.48,3063.76
11110680,0740,776.09,3580.26
11110680,0800,630.03,3991.06
11110680,0820,611.9499999999999,4211.69
11110680,0840,439.31,3923.61
11110680,0900,478.62,3545.68
11110680,0920,436.19,3504.28
11110680,0940,507.46,3336.21
11110680,10,1662.66,10574.74
11110680,11,1993.32,10947.24
11110680,12,2587.65,13372.91
11110680,13,3113.07,13866.32
11110680,14,3090.65,14933.89
11110680,15,3536.02,17197.48
11110680,16,3921.49,17443.57
11110680,1700,1795.56,6496.99
11110680,1720,1661.65,6335.17
11110680,1740,1884.58,6639.11
11110680,1800,3166.02,8590.36
11110680,1820,1799.73,5714.11
11110680,1840,1568.68,5294.17
11110680,1900,2083.95,5929.599999999999
11110680,1920,1502.45,5124.68
11110680,1940,1680.97,5268.55
11110680,20,4501.01,14037.36
11110680,21,3900.08,12770.89
11110680,22,2324.86,8295.53
11110680,23,312.46,1750.46
11110690,00,425.01,1419.83
11110690,01,1064.09,3426.51
11110690,02,745.09,2478.2
11110690,03,484.3,1904.68
11110690,04,676.36,2866.52
11110690,05,1176.58,4583.39
11110690,06,1368.6,6671.7
11110690,0700,494.93,2722.13
11110690,0720,711.46,2993.01
11110690,0740,879.46,3431.46
11110690,0800,924.25,3454.07
11110690,0820,726.88,3347.18
11110690,0840,552.8,2982.38
11110690,0900,484.65999999999997,2821.59
11110690,0920,701.4399999999999,2915.04
11110690,0940,733.61,2742.81
11110690,10,1966.32,8454.16
11110690,11,2163.68,8895.09
11110690,12,2315.98,10082.18
11110690,13,2532.7,10623.37
11110690,14,2489.16,11620.97
11110690,15,3064.67,14227.2
11110690,16,3609.91,15107.48
11110690,1700,1893.5,6133.0199999999995
11110690,1720,1845.97,5970.47
11110690,1740,1924.52,6129.43
11110690,1800,2424.58,7127.31
11110690,1820,1522.57,5363.36
11110690,1840,1567.15,5568.4400000000005
11110690,1900,1647.49,5188.75
11110690,1920,1449.73,4776.91
11110690,1940,1322.97,4506.86
11110690,20,3802.0099999999998,12519.11
11110690,21,3685.39,11573.09
11110690,22,2099.39,7059.42
11110690,23,292.22,1137.96
11110700,00,715.81,1949.21
11110700,01,1518.2,4211.23
11110700,02,1155.95,3444.35
11110700,03,1026.07,3206.11
11110700,04,1007.31,3705.31
11110700,05,1389.19,7885.58
11110700,06,2308.57,14126.39
11110700,0700,983.37,6228.2
11110700,0720,1305.09,6239.03
11110700,0740,1437.89,6365.45
11110700,0800,1382.2,7488.98
11110700,0820,1040.59,7413.79
11110700,0840,982.45,6051.5199999999995
11110700,0900,1162.49,5916.63
11110700,0920,1147.02,5857.96
11110700,0940,982.86,5413.66
11110700,10,2956.16,16677.83
11110700,11,3490.17,17831.29
11110700,12,4153.6,20091.0
11110700,13,4273.81,19502.77
11110700,14,4011.59,20017.26
11110700,15,4291.86,21308.67
11110700,16,4969.55,21854.77
11110700,1700,2270.58,8004.64
11110700,1720,2106.48,7799.6
11110700,1740,2215.12,8108.77
11110700,1800,3405.36,10704.119999999999
11110700,1820,2504.36,7615.29
11110700,1840,1996.01,6471.9400000000005
11110700,1900,2086.75,6755.46
11110700,1920,1813.57,5759.51
11110700,1940,1681.48,5434.08
11110700,20,5270.71,16013.03
11110700,21,4793.25,14437.539999999999
11110700,22,3221.73,9859.62
11110700,23,482.57,1764.46
11110710,00,1919.1499999999999,3610.63
11110710,01,3962.89,7407.53
11110710,02,3051.28,6041.09
11110710,03,2359.4,5255.38
11110710,04,2439.2,7249.26
11110710,05,3239.02,15820.45
11110710,06,4928.42,29102.63
11110710,0700,1929.22,14616.99
11110710,0720,2723.9,16358.539999999999
11110710,0740,3253.61,18421.57
11110710,0800,3826.58,20315.89
11110710,0820,3578.51,17549.54
11110710,0840,2974.41,16022.41
11110710,0900,2871.62,16001.49
11110710,0920,2603.15,15811.47
11110710,0940,2823.61,15950.32
11110710,10,8033.67,47426.31
11110710,11,9653.57,48785.659999999996
11110710,12,10875.18,57111.69
11110710,13,11364.91,53555.18
11110710,14,12164.83,48590.11
11110710,15,12435.45,43822.28
11110710,16,12568.619999999999,39669.81
11110710,1700,5541.46,13998.22
11110710,1720,5492.85,13585.63
11110710,1740,5756.59,13789.75
11110710,1800,8956.25,18078.3
11110710,1820,5715.57,12511.38
11110710,1840,5005.21,10954.89
11110710,1900,5336.2,11083.52
11110710,1920,4445.08,9510.59
11110710,1940,4522.53,9308.26
11110710,20,14256.76,27765.829999999998
11110710,21,13527.18,25229.48
11110710,22,8957.6,16526.38
11110710,23,1227.49,2802.97
11140520,00,827.71,1895.04
11140520,01,1859.35,4539.85
11140520,02,1387.71,3693.23
11140520,03,1596.15,5426.35
11140520,04,4398.18,18441.56
11140520,05,23653.9,87253.53
11140520,06,77735.47,245997.83
11140520,0700,56378.36,149160.61
11140520,0720,72269.77,171018.05
11140520,0740,84776.49,178896.32
11140520,0800,78400.47,157804.95
11140520,0820,52403.71,114167.42
11140520,0840,30363.2,79227.16
11140520,0900,22775.1,63259.13
11140520,0920,16426.170000000002,51836.85
11140520,0940,14665.69,48788.94
11140520,10,44140.0,149993.54
11140520,11,83327.3,226070.25
11140520,12,93805.57,243768.11000000002
11140520,13,55671.36,161858.16999999998
11140520,14,37892.51,113339.23
11140520,15,35527.03,101692.09
11140520,16,34118.55,94332.02
11140520,1700,14268.94,35451.67
11140520,1720,13271.57,32983.6
11140520,1740,13043.28,31629.55
11140520,1800,22103.74,47246.57
11140520,1820,13206.41,28353.489999999998
11140520,1840,9996.67,21764.1
11140520,1900,8518.45,18666.05
11140520,1920,6552.24,14673.39
11140520,1940,6037.18,13191.03
11140520,20,13740.17,30434.19
11140520,21,8415.47,18488.7
11140520,22,4308.86,9983.32
11140520,23,792.4,1766.26
11140540,00,998.09,2423.12
11140540,01,2059.45,5154.9800000000005
11140540,02,1571.88,4418.86
11140540,03,1497.8799999999999,5416.59
11140540,04,3329.0,16149.03
11140540,05,16504.93,70952.72
11140540,06,60635.33,184665.91999999998
11140540,0700,42629.41,107276.37
11140540,0720,57483.47,130051.11
11140540,0740,65169.74,140326.4
11140540,0800,66877.32,140945.13
11140540,0820,47499.22,113459.96
11140540,0840,34728.07,93489.22
11140540,0900,28951.49,85446.44
11140540,0920,20988.579999999998,73732.19
11140540,0940,18053.41,69739.67
11140540,10,50220.659999999996,201556.47
11140540,11,69609.78,228445.53
11140540,12,82221.05,244079.45
11140540,13,54839.71,188721.63
11140540,14,41485.37,145440.92
11140540,15,36273.91,118705.87
11140540,16,32690.21,98887.54
11140540,1700,11302.05,32257.86
11140540,1720,11195.56,30008.17
11140540,1740,10183.83,27518.29
11140540,1800,13717.7,33754.95
11140540,1820,9369.16,22004.47
11140540,1840,6932.68,17206.98
11140540,1900,6575.4,15764.87
11140540,1920,4929.3,12607.73
11140540,1940,4186.59,10928.64
11140540,20,10757.82,27225.5
11140540,21,7106.66,17797.75
11140540,22,4062.6,10072.89
11140540,23,815.56,2155.96
11140550,00,1213.6,3121.92
11140550,01,2567.6,6770.06
11140550,02,2266.06,6119.69
11140550,03,2144.77,7061.41
11140550,04,5527.95,23166.2
11140550,05,33883.2,126264.66
11140550,06,129845.83,352531.9
11140550,0700,84071.66,197260.56
11140550,0720,102212.57,225302.58000000002
11140550,0740,111855.75,233197.62
11140550,0800,105984.27,210734.85
11140550,0820,72453.62,157835.81
11140550,0840,50976.05,124891.73
11140550,0900,44672.39,112793.0
11140550,0920,34894.09,94550.02
11140550,0940,28936.7,85764.8
11140550,10,83880.98,260061.06
11140550,11,136765.48,359457.98
11140550,12,164271.08000000002,403173.59
11140550,13,104489.52,278592.8
11140550,14,78213.47,208168.83
11140550,15,72931.09,189075.91
11140550,16,71456.19,178874.42
11140550,1700,28269.25,66156.88
11140550,1720,27108.49,62905.25
11140550,1740,26123.3,59027.44
11140550,1800,38505.61,77517.53
11140550,1820,24859.84,50641.23
11140550,1840,19598.92,39529.66
11140550,1900,16727.78,32616.829999999998
11140550,1920,12984.15,25694.77
11140550,1940,10938.25,21858.260000000002
11140550,20,24141.69,49101.09
11140550,21,13816.449999999999,28621.06
11140550,22,6575.73,14606.61
11140550,23,1204.99,2653.77
11140570,00,1260.13,2769.86
11140570,01,2487.6,5657.03
11140570,02,2043.43,4648.43
11140570,03,1518.73,3883.75
11140570,04,1746.48,7304.72
11140570,05,6430.28,27876.02
11140570,06,21230.64,73649.43
11140570,0700,15389.77,44720.63
11140570,0720,21218.94,55780.33
11140570,0740,25149.27,61116.85
11140570,0800,26081.09,61490.4
11140570,0820,21732.45,51812.19
11140570,0840,17328.16,43482.2
11140570,0900,17474.01,42374.98
11140570,0920,14397.42,36640.479999999996
11140570,0940,12617.53,32816.85
11140570,10,35729.13,96963.16
11140570,11,53223.25,126675.48
11140570,12,50461.76,118109.3
11140570,13,41622.54,100020.97
11140570,14,34116.04,82835.62
11140570,15,30213.28,72367.54
11140570,16,32635.6,74899.88
11140570,1700,13507.74,28220.97
11140570,1720,13679.99,28360.46
11140570,1740,14454.76,29474.97
11140570,1800,16900.82,32185.66
11140570,1820,12057.4,23414.079999999998
11140570,1840,9808.98,19015.86
11140570,1900,8749.3,16901.9
11140570,1920,7050.82,13816.9
11140570,1940,6366.44,12701.12
11140570,20,16308.46,30882.37
11140570,21,11644.54,22504.62
11140570,22,6627.68,13137.37
11140570,23,1236.6100000000001,2703.15
11140580,00,909.59,1933.66
11140580,01,1655.54,3399.68
11140580,02,1358.64,2727.08
11140580,03,1047.18,2567.7599999999998
11140580,04,1530.09,5955.92
11140580,05,4484.44,19134.38
11140580,06,11872.02,39717.63
11140580,0700,7107.82,19427.78
11140580,0720,10017.23,24855.95
11140580,0740,12934.9,28088.92
11140580,0800,12548.84,27206.19
11140580,0820,10008.39,22643.16
11140580,0840,7877.84,20365.2
11140580,0900,7085.21,18980.83
11140580,0920,6222.0599999999995,17632.41
11140580,0940,6375.23,17463.54
11140580,10,18908.49,51969.02
11140580,11,23797.579999999998,59865.16
11140580,12,22756.69,57608.8
11140580,13,20523.34,54145.44
11140580,14,18445.14,46927.520000000004
11140580,15,16656.84,44336.47
11140580,16,17927.42,43707.63
11140580,1700,7448.75,16355.48
11140580,1720,6885.84,15399.84
11140580,1740,6931.0199999999995,14791.94
11140580,1800,7783.35,16317.91
11140580,1820,5292.36,11397.71
11140580,1840,4356.48,9697.37
11140580,1900,4130.68,8967.81
11140580,1920,3159.11,7320.139999999999
11140580,1940,2931.12,6707.99
11140580,20,7820.76,17105.34
11140580,21,6220.57,12397.37
11140580,22,4211.2,7654.42
11140580,23,792.08,1684.89
11140590,00,1992.15,4115.71
11140590,01,3887.1,8501.86
11140590,02,3414.06,7274.92
11140590,03,2725.59,6693.5599999999995
11140590,04,3262.97,11506.39
11140590,05,9197.86,41075.86
11140590,06,28546.71,89767.69
11140590,0700,16632.12,46402.26
11140590,0720,23185.88,59029.06
11140590,0740,25299.17,62983.04
11140590,0800,25341.15,61604.82
11140590,0820,18406.52,50138.68
11140590,0840,13439.32,40712.090000000004
11140590,0900,11862.74,39320.27
11140590,0920,9948.07,35630.409999999996
11140590,0940,8807.17,33363.15
11140590,10,26429.01,99618.48
11140590,11,32987.35,106605.48
11140590,12,41835.51,120893.58
11140590,13,34640.31,101964.34
11140590,14,31425.170000000002,85586.76
11140590,15,29121.59,76423.44
11140590,16,28344.32,71063.24
11140590,1700,11395.89,25883.67
11140590,1720,10818.32,24577.95
11140590,1740,11444.77,25359.52
11140590,1800,14809.07,30116.420000000002
11140590,1820,10645.53,22499.22
11140590,1840,9721.43,20200.62
11140590,1900,9441.08,19106.42
11140590,1920,7913.68,16628.14
11140590,1940,7410.1,15645.0
11140590,20,19658.45,40403.45
11140590,21,16663.89,33249.1
11140590,22,10451.97,20318.71
11140590,23,1679.37,3823.37
11140605,00,991.0500000000001,1866.76
11140605,01,1963.57,3963.3199999999997
