d_admdong_cd,st_time_cd,cnt_2030,total_cnt
11350625,21,18786.82,59967.63
11350625,22,11727.53,39492.45
11350625,23,1917.1100000000001,7250.46
11350630,00,2704.0,7848.53
11350630,01,5400.82,16716.11
11350630,02,3749.12,11961.43
11350630,03,2542.05,8922.43
11350630,04,2538.89,11002.31
11350630,05,3289.83,17774.91
11350630,06,4716.34,31162.079999999998
11350630,0700,2144.73,14530.369999999999
11350630,0720,3062.37,19379.15
11350630,0740,3532.14,23091.03
11350630,0800,4500.95,25474.84
11350630,0820,4808.65,29848.440000000002
11350630,0840,3923.9,22818.74
11350630,0900,3612.07,21910.94
11350630,0920,3589.18,22922.34
11350630,0940,3238.82,22417.26
11350630,10,9803.35,68053.91
11350630,11,11888.16,77740.61
11350630,12,13884.95,88084.12
11350630,13,14559.32,88635.5
11350630,14,15274.03,92815.53
11350630,15,17335.51,102934.27
11350630,16,21946.27,112753.56999999999
11350630,1700,9753.12,41459.78
11350630,1720,10037.53,39270.35
11350630,1740,10040.64,41640.63
11350630,1800,15880.42,54020.31
11350630,1820,9785.55,36490.05
11350630,1840,8477.29,33676.69
11350630,1900,8996.78,33978.32
11350630,1920,7477.3,28745.65
11350630,1940,7434.35,27647.489999999998
11350630,20,22139.579999999998,78829.16
11350630,21,20027.96,66858.89
11350630,22,11881.84,39889.88
11350630,23,1882.35,7197.360000000001
11350640,00,2683.65,6023.75
11350640,01,5222.0599999999995,12509.72
11350640,02,3846.89,9419.25
11350640,03,2955.45,8821.53
11350640,04,2982.08,13496.94
11350640,05,3579.55,18179.43
11350640,06,7230.29,28100.07
11350640,0700,3854.6,14376.61
11350640,0720,4711.76,18003.17
11350640,0740,6775.13,23619.96
11350640,0800,8715.51,30776.19
11350640,0820,9990.37,37087.58
11350640,0840,9590.44,32849.33
11350640,0900,9191.98,33478.48
11350640,0920,9688.44,33617.16
11350640,0940,8648.65,30773.22
11350640,10,26388.34,94032.67
11350640,11,28392.47,102588.48
11350640,12,31393.94,112055.89
11350640,13,32344.2,108738.03
11350640,14,31665.68,108143.59
11350640,15,34098.82,116476.03
11350640,16,41252.49,130333.22
11350640,1700,17119.52,48869.17
11350640,1720,17862.18,48809.72
11350640,1740,17586.4,47055.18
11350640,1800,24669.44,59587.93
11350640,1820,16615.06,41863.4
11350640,1840,14405.47,35531.11
11350640,1900,13901.19,33498.66
11350640,1920,11788.37,28778.71
11350640,1940,10771.08,26307.41
11350640,20,30174.91,71180.02
11350640,21,24857.64,56255.25
11350640,22,15931.09,36082.05
11350640,23,2667.2400000000002,7023.18
11350665,00,1664.32,5360.22
11350665,01,3292.89,10636.09
11350665,02,2219.89,7803.42
11350665,03,1672.83,6423.72
11350665,04,1504.17,7272.04
11350665,05,2011.29,11512.9
11350665,06,3098.58,20153.74
11350665,0700,1600.05,10134.97
11350665,0720,1856.42,11295.18
11350665,0740,1961.36,12549.52
11350665,0800,2201.93,14432.04
11350665,0820,2514.44,15860.68
11350665,0840,2151.08,14139.85
11350665,0900,1782.56,12419.05
11350665,0920,1856.76,12630.94
11350665,0940,1683.92,12774.78
11350665,10,5153.63,38332.16
11350665,11,6425.03,41622.64
11350665,12,7684.61,49974.81
11350665,13,7757.5199999999995,53663.1
11350665,14,8310.99,56720.74
11350665,15,9416.83,61852.770000000004
11350665,16,12467.61,69353.52
11350665,1700,5031.24,24478.16
11350665,1720,4811.2699999999995,23270.13
11350665,1740,4790.66,23514.95
11350665,1800,8048.61,31138.53
11350665,1820,5116.91,21090.56
11350665,1840,4815.1,19978.74
11350665,1900,4968.08,21018.05
11350665,1920,4155.53,18031.16
11350665,1940,4516.96,18384.18
11350665,20,13025.94,52469.979999999996
11350665,21,12230.57,46059.94
11350665,22,8088.97,30121.21
11350665,23,1333.3999999999999,5369.11
11350670,00,1635.9,4585.55
11350670,01,3363.33,10495.01
11350670,02,2538.11,7649.47
11350670,03,1742.22,6541.91
11350670,04,1736.22,7046.21
11350670,05,2254.7400000000002,11421.35
11350670,06,2803.75,15978.01
11350670,0700,1403.66,6936.86
11350670,0720,1612.66,8321.1
11350670,0740,1703.98,9913.95
11350670,0800,1988.0900000000001,12234.43
11350670,0820,2394.94,13861.199999999999
11350670,0840,1978.32,11660.64
11350670,0900,1939.74,11508.02
11350670,0920,1803.25,11483.58
11350670,0940,1747.95,11262.12
11350670,10,5947.91,34677.36
11350670,11,6466.01,36195.62
11350670,12,7453.79,42286.06
11350670,13,7778.98,45447.479999999996
11350670,14,8599.42,50799.56
11350670,15,10130.44,57884.99
11350670,16,12339.94,64275.39
11350670,1700,5634.5,24058.54
11350670,1720,5378.5199999999995,21633.49
11350670,1740,5304.47,22248.48
11350670,1800,8215.720000000001,28797.66
11350670,1820,5328.04,20081.32
11350670,1840,4609.35,18009.39
11350670,1900,5175.96,19992.3
11350670,1920,4036.82,16102.01
11350670,1940,4345.860000000001,15964.210000000001
11350670,20,12945.26,46497.96
11350670,21,11920.69,39057.67
11350670,22,7457.63,24260.62
11350670,23,1226.18,4775.2
11350695,00,3307.36,7548.42
11350695,01,5931.42,14696.77
11350695,02,4362.46,10853.2
11350695,03,3495.7,9772.02
11350695,04,3660.51,13034.88
11350695,05,7011.639999999999,27811.5
11350695,06,15865.67,63402.12
11350695,0700,9488.32,38063.57
11350695,0720,10862.18,46236.37
11350695,0740,12998.29,51051.99
11350695,0800,16262.25,61794.47
11350695,0820,17642.16,64010.42
11350695,0840,11922.05,49539.53
11350695,0900,11766.7,47088.88
11350695,0920,10118.8,43627.25
11350695,0940,8425.43,38897.35
11350695,10,24711.16,114219.03
11350695,11,26525.46,112260.1
11350695,12,30651.91,122424.41
11350695,13,31182.49,125861.55
11350695,14,29440.329999999998,121659.11
11350695,15,30912.74,122475.72
11350695,16,36261.18,128213.70999999999
11350695,1700,14332.11,45907.6
11350695,1720,13702.72,43079.81
11350695,1740,13951.17,42281.43
11350695,1800,20926.11,55868.75
11350695,1820,12908.050000000001,36866.55
11350695,1840,11801.96,34024.63
11350695,1900,11636.59,32676.27
11350695,1920,9874.3,28517.26
11350695,1940,10109.460000000001,27252.54
11350695,20,27056.9,73339.02
11350695,21,24091.18,62081.51
11350695,22,15477.79,39196.8
11350695,23,2782.81,7223.01
11350700,00,1870.42,4256.01
11350700,01,3450.45,8594.0
11350700,02,2271.23,6376.61
11350700,03,1850.38,5486.75
11350700,04,1733.57,6355.98
11350700,05,2008.02,11373.14
11350700,06,4611.53,23744.72
11350700,0700,2155.56,11465.12
11350700,0720,2604.26,14998.32
11350700,0740,3146.19,15391.69
11350700,0800,3114.93,16361.32
11350700,0820,2876.6,18539.45
11350700,0840,2530.68,14455.789999999999
11350700,0900,2369.57,14050.65
11350700,0920,2316.8,14147.26
11350700,0940,2065.4,12835.05
11350700,10,6925.45,39293.53
11350700,11,8510.92,41306.72
11350700,12,10123.06,45888.63
11350700,13,10547.43,47301.43
11350700,14,11658.710000000001,51461.99
11350700,15,13854.02,58649.68
11350700,16,19618.37,68778.43000000001
11350700,1700,7434.41,24828.75
11350700,1720,7391.15,23752.670000000002
11350700,1740,8419.27,25051.54
11350700,1800,14142.96,35742.46
11350700,1820,7715.93,21600.49
11350700,1840,6411.33,19436.78
11350700,1900,6733.3,19903.79
11350700,1920,5724.29,17453.79
11350700,1940,5626.44,16734.739999999998
11350700,20,17431.08,46579.88
11350700,21,16278.1,42277.03
11350700,22,9355.69,24951.46
11350700,23,1591.53,4654.36
11350710,00,1338.31,3619.56
11350710,01,2627.36,7563.53
11350710,02,1738.41,5361.55
11350710,03,1428.85,4337.17
11350710,04,1383.8,4675.09
11350710,05,1568.56,6853.52
11350710,06,3127.6,17358.22
11350710,0700,1317.69,11917.09
11350710,0720,1401.01,10917.26
11350710,0740,1308.49,9268.65
11350710,0800,1324.0,8624.13
11350710,0820,1404.63,8604.94
11350710,0840,1104.76,5759.95
11350710,0900,1050.27,5789.55
11350710,0920,1090.23,5640.13
11350710,0940,1052.65,5430.28
11350710,10,3451.2,17631.63
11350710,11,4108.69,20713.79
11350710,12,4995.01,25494.41
11350710,13,5418.72,26875.82
11350710,14,6324.96,31839.84
11350710,15,7191.63,37309.23
11350710,16,9181.94,42431.29
11350710,1700,4333.49,16527.489999999998
11350710,1720,4348.01,15499.43
11350710,1740,4389.29,16249.960000000001
11350710,1800,7744.11,23130.079999999998
11350710,1820,4291.55,14943.41
11350710,1840,3770.91,13732.84
11350710,1900,4076.81,13901.85
11350710,1920,3426.67,12020.86
11350710,1940,3578.66,11759.91
11350710,20,11179.64,34718.49
11350710,21,10463.16,31525.829999999998
11350710,22,6517.56,18495.3
11350710,23,949.99,3539.64
11350720,00,1394.9,3543.9500000000003
11350720,01,2689.97,7137.0
11350720,02,1848.2,5091.16
11350720,03,1517.47,4252.66
11350720,04,1448.3799999999999,4925.42
11350720,05,1683.71,7647.35
11350720,06,3085.39,14842.21
11350720,0700,1637.33,9648.56
11350720,0720,1940.0,12995.1
11350720,0740,1956.32,9637.78
11350720,0800,2224.08,8341.12
11350720,0820,2363.6,9720.64
11350720,0840,2351.22,9382.96
11350720,0900,2372.18,9035.96
11350720,0920,2454.62,8638.05
11350720,0940,2324.08,8670.82
11350720,10,6784.01,27871.36
11350720,11,8116.81,31215.44
11350720,12,9877.3,36968.76
11350720,13,10913.79,38813.88
11350720,14,10790.03,41203.729999999996
11350720,15,11311.64,44134.11
11350720,16,14082.99,49679.27
11350720,1700,5441.650000000001,17810.23
11350720,1720,5703.4400000000005,17923.56
11350720,1740,6220.68,18409.56
11350720,1800,9064.66,24803.76
11350720,1820,5583.43,15851.050000000001
11350720,1840,5186.96,14706.87
11350720,1900,5462.12,15162.69
11350720,1920,4583.42,12927.05
11350720,1940,4423.34,12776.9
11350720,20,12250.62,36306.76
11350720,21,11291.03,31940.85
11350720,22,7014.06,19431.49
11350720,23,1080.69,3272.73
11380510,00,3495.97,8809.5
11380510,01,7152.07,19315.55
11380510,02,5308.21,14846.05
11380510,03,4201.01,12587.37
11380510,04,4019.48,15196.71
11380510,05,5238.57,20657.12
11380510,06,8740.18,37037.76
11380510,0700,4908.77,18291.2
11380510,0720,6038.45,21805.68
11380510,0740,7794.85,26683.29
11380510,0800,8698.38,31534.0
11380510,0820,9352.43,35876.54
11380510,0840,6381.83,25676.84
11380510,0900,4487.58,21923.85
11380510,0920,4175.07,20816.54
11380510,0940,3742.25,19660.41
11380510,10,12207.83,60767.69
11380510,11,14572.1,66238.44
11380510,12,18829.06,82033.87
11380510,13,17438.47,81291.34
11380510,14,18204.84,86530.84
11380510,15,20872.58,94409.38
11380510,16,25837.77,104285.87
11380510,1700,10804.03,39743.46
11380510,1720,11317.97,38774.34
11380510,1740,12062.97,39199.81
11380510,1800,19106.12,52079.78
11380510,1820,12463.44,36271.17
11380510,1840,10214.71,32148.94
11380510,1900,11425.72,34149.1
11380510,1920,9772.630000000001,29577.14
11380510,1940,9534.52,28540.62
11380510,20,29754.02,83066.07
11380510,21,27349.43,71064.02
11380510,22,16691.88,43007.32
11380510,23,2430.44,7689.59
11380520,00,3061.43,7819.34
11380520,01,6289.59,17417.09
11380520,02,4761.62,12566.77
11380520,03,3792.73,10855.42
11380520,04,3614.02,12917.59
11380520,05,4449.05,19370.21
11380520,06,7014.97,30909.920000000002
11380520,0700,3008.86,13878.960000000001
11380520,0720,4102.81,16358.369999999999
11380520,0740,4151.14,18336.2
11380520,0800,4611.11,20949.78
11380520,0820,5159.49,24369.31
11380520,0840,4074.3,19814.56
11380520,0900,3527.88,19491.59
11380520,0920,3182.6,19469.68
11380520,0940,3146.07,18149.13
11380520,10,9695.61,57516.31
11380520,11,11275.11,61794.22
11380520,12,14395.0,72179.79
11380520,13,14265.62,75438.98
11380520,14,14845.77,80650.44
11380520,15,17139.34,88579.99
11380520,16,21888.760000000002,97252.92
11380520,1700,9911.22,36394.0
11380520,1720,10236.99,36007.86
11380520,1740,10812.39,37175.87
11380520,1800,17766.420000000002,49038.71
11380520,1820,10842.31,33619.89
11380520,1840,9303.62,29868.31
11380520,1900,9897.69,30850.93
11380520,1920,8075.54,26743.65
11380520,1940,8406.4,26424.34
11380520,20,26008.83,76290.36
11380520,21,24032.62,64020.33
11380520,22,14658.11,38938.4
11380520,23,2165.2400000000002,6695.63
11380530,00,2551.67,5846.55
11380530,01,5056.42,12938.02
11380530,02,3810.82,9312.28
11380530,03,2986.98,8174.04
11380530,04,2644.43,9161.08
11380530,05,3073.75,12728.27
11380530,06,4934.5,27456.61
11380530,0700,2198.48,13022.56
11380530,0720,2795.05,14532.35
11380530,0740,3368.9,19339.24
11380530,0800,3261.25,19900.27
11380530,0820,3049.38,19618.03
11380530,0840,2702.03,14798.7
11380530,0900,2283.01,13635.85
11380530,0920,2461.83,14875.26
11380530,0940,2390.43,14048.95
11380530,10,7808.01,43175.36
11380530,11,9064.43,47136.1
11380530,12,10420.69,52416.13
11380530,13,10824.49,55680.4
11380530,14,11681.26,58470.63
11380530,15,13004.03,66723.55
11380530,16,17027.4,74548.94
11380530,1700,7464.84,28349.09
11380530,1720,7175.53,26610.95
11380530,1740,8168.18,27721.61
11380530,1800,14348.16,38207.92
11380530,1820,8138.93,25249.2
11380530,1840,7142.06,23002.15
11380530,1900,7847.77,23850.81
11380530,1920,6412.66,20323.36
11380530,1940,6599.28,19495.29
11380530,20,20751.44,56435.29
11380530,21,19627.79,50420.98
11380530,22,12409.66,31012.57
11380530,23,1750.33,5215.74
11380551,00,2160.41,4575.04
11380551,01,4516.83,9595.45
11380551,02,3180.94,6932.12
11380551,03,2326.56,5703.42
11380551,04,2076.27,7254.45
11380551,05,2929.21,11296.12
11380551,06,4830.11,28449.72
11380551,0700,2309.22,15176.0
11380551,0720,2333.7200000000003,14737.92
11380551,0740,2545.2,14215.17
11380551,0800,3239.44,15144.86
11380551,0820,3048.2200000000003,14945.26
11380551,0840,3110.3,13455.47
11380551,0900,3048.5,12872.51
11380551,0920,3315.88,13863.8
11380551,0940,3022.99,12956.3
11380551,10,9518.18,39708.54
11380551,11,10074.42,40145.42
11380551,12,11734.4,45822.93
11380551,13,12858.2,50336.3
11380551,14,13404.25,52182.68
11380551,15,14907.15,59110.44
11380551,16,19579.02,66158.62
11380551,1700,8829.63,24867.3
11380551,1720,8924.48,24146.77
11380551,1740,9282.73,25363.09
11380551,1800,15044.38,34630.01
11380551,1820,9553.86,23146.83
11380551,1840,8463.380000000001,20642.82
11380551,1900,8957.98,20968.35
11380551,1920,7443.83,17974.34
11380551,1940,7213.14,17044.22
11380551,20,20558.98,46553.63
11380551,21,17520.15,38861.97
11380551,22,10996.22,23969.81
11380551,23,1907.01,4213.36
11380552,00,2571.74,6581.65
11380552,01,5723.4,15317.99
11380552,02,3107.57,7896.46
11380552,03,2293.02,7090.2
11380552,04,2312.2,8690.78
11380552,05,2931.4,13881.35
11380552,06,6073.23,35426.47
11380552,0700,2600.45,16795.85
11380552,0720,2332.23,15722.12
11380552,0740,2374.77,13225.13
11380552,0800,2804.11,14709.08
11380552,0820,2914.64,16505.14
11380552,0840,2405.02,13838.94
11380552,0900,2179.9,12535.99
11380552,0920,2367.4,12688.9
11380552,0940,2511.78,12507.33
11380552,10,7759.74,36865.33
11380552,11,8733.04,41250.41
11380552,12,10443.92,46654.96
11380552,13,10533.51,48991.28
11380552,14,11935.97,55971.79
11380552,15,14506.54,67087.37
11380552,16,17767.71,76883.22
11380552,1700,8352.34,28572.11
11380552,1720,8559.49,28958.04
11380552,1740,9064.28,30108.49
11380552,1800,14340.12,39620.28
11380552,1820,8920.52,27607.52
11380552,1840,7873.49,25210.47
11380552,1900,8521.73,26067.4
11380552,1920,6606.15,20220.9
11380552,1940,6810.57,20113.6
11380552,20,20380.62,57763.61
11380552,21,18196.13,50036.52
11380552,22,11531.62,31709.32
11380552,23,1964.23,5772.57
11380560,00,2596.7,6954.32
11380560,01,5288.7,14723.54
11380560,02,3779.24,10393.23
11380560,03,3098.92,9762.0
11380560,04,2926.96,11381.24
11380560,05,4429.27,19413.04
11380560,06,7311.49,44576.97
11380560,0700,3689.29,24347.31
11380560,0720,3543.46,24737.87
11380560,0740,4573.37,26093.88
11380560,0800,4327.76,27710.19
11380560,0820,3941.31,24996.31
11380560,0840,3828.04,18224.579999999998
11380560,0900,3069.74,16607.78
11380560,0920,2846.1,16173.6
11380560,0940,2939.41,17203.27
11380560,10,8880.14,50990.22
11380560,11,10347.220000000001,56431.69
11380560,12,12810.77,65643.82
11380560,13,13395.48,71872.61
11380560,14,14299.67,80044.16
11380560,15,15713.24,87412.1
11380560,16,19181.49,95704.04000000001
11380560,1700,7914.41,34325.24
11380560,1720,7992.83,32055.2
11380560,1740,8601.28,33152.41
11380560,1800,14101.07,43514.47
11380560,1820,8500.03,29575.36
11380560,1840,7620.49,28123.65
11380560,1900,8135.78,29043.010000000002
11380560,1920,6992.92,24825.64
11380560,1940,6834.07,23721.87
11380560,20,20222.260000000002,67681.94
11380560,21,18897.1,59382.55
11380560,22,12472.97,38323.41
11380560,23,1867.27,6776.679999999999
11380570,00,3715.85,7928.35
11380570,01,7706.95,17505.06
11380570,02,5758.84,13356.69
11380570,03,4476.72,11548.63
11380570,04,4583.2,15803.41
11380570,05,7318.57,31361.28
11380570,06,11207.35,50203.28
11380570,0700,5879.98,27861.850000000002
11380570,0720,8151.03,33737.71
11380570,0740,9046.119999999999,34765.65
11380570,0800,9591.33,39004.39
11380570,0820,9829.86,41886.47
11380570,0840,7985.53,35087.87
11380570,0900,7448.93,33986.74
11380570,0920,7013.14,33796.53
11380570,0940,6541.7,31780.03
11380570,10,19329.21,100552.39
11380570,11,22418.59,106071.25
11380570,12,25897.97,120845.55
11380570,13,25626.989999999998,121177.19
11380570,14,26722.350000000002,119953.77
11380570,15,28712.91,124141.47
11380570,16,33377.38,126019.95999999999
11380570,1700,15060.87,45895.54
11380570,1720,14378.03,42372.5
11380570,1740,15370.21,43880.15
11380570,1800,25342.39,59644.96
11380570,1820,14930.85,39678.81
11380570,1840,12864.53,34689.09
11380570,1900,13193.58,33979.9
11380570,1920,11150.2,29129.02
11380570,1940,10995.0,28094.97
11380570,20,32918.96,78287.03
11380570,21,29432.68,65056.5
11380570,22,18090.99,41131.35
11380570,23,2772.72,7921.0
11380580,00,2605.52,6791.16
11380580,01,5747.09,15199.61
11380580,02,4379.41,12411.6
11380580,03,3756.85,10759.89
11380580,04,3363.03,12944.17
11380580,05,4706.09,19984.19
11380580,06,6659.48,30313.3
11380580,0700,3068.99,14421.17
11380580,0720,3954.27,17166.96
11380580,0740,4958.12,21265.28
11380580,0800,5440.7699999999995,23233.31
11380580,0820,5477.68,26662.22
11380580,0840,4967.45,22277.62
11380580,0900,5234.61,21674.4
11380580,0920,4617.11,21996.04
11380580,0940,4842.99,22091.97
11380580,10,12478.3,60166.65
11380580,11,13741.0,61369.85
11380580,12,15756.81,68334.04
11380580,13,17232.24,73643.62
11380580,14,18275.28,79334.77
11380580,15,21058.03,90703.47
11380580,16,25669.78,103471.44
11380580,1700,11427.960000000001,38101.52
11380580,1720,11208.09,37110.35
11380580,1740,11608.4,37559.83
11380580,1800,19121.84,51969.34
11380580,1820,11687.53,35580.55
11380580,1840,10069.28,31978.989999999998
11380580,1900,10268.14,32217.850000000002
11380580,1920,8908.1,27427.72
11380580,1940,8628.02,25723.26
11380580,20,26509.06,72222.55
11380580,21,22743.26,59651.31
11380580,22,13965.58,36691.32
11380580,23,1967.5,5668.150000000001
11380590,00,1917.98,5554.83
11380590,01,4105.87,11621.59
11380590,02,3204.13,9596.43
11380590,03,2517.82,7619.35
11380590,04,2435.2,8502.19
11380590,05,2834.04,12554.33
11380590,06,3728.01,19115.13
11380590,0700,1649.95,9542.82
11380590,0720,1870.57,10993.04
11380590,0740,2191.71,12855.75
11380590,0800,2208.96,12601.03
11380590,0820,2579.57,13681.51
11380590,0840,1897.78,8726.52
11380590,0900,1552.57,8312.37
11380590,0920,1749.39,8322.47
11380590,0940,1599.14,8070.62
11380590,10,5292.05,26500.42
11380590,11,6117.24,28805.48
11380590,12,7975.63,36996.19
11380590,13,8274.18,40092.83
11380590,14,9248.4,46085.81
11380590,15,10023.18,52459.52
11380590,16,13083.99,59232.88
11380590,1700,6261.97,23244.51
11380590,1720,6100.16,21976.86
11380590,1740,5906.09,22635.64
11380590,1800,9114.31,30879.95
11380590,1820,5904.65,21035.57
11380590,1840,5144.38,18852.3
11380590,1900,5517.21,19476.260000000002
11380590,1920,4661.84,17976.14
11380590,1940,4713.47,17505.36
11380590,20,15187.55,50788.57
11380590,21,13401.96,44358.11
11380590,22,8604.66,28224.48
11380590,23,1244.04,4495.42
11380600,00,2793.91,7130.2699999999995
11380600,01,5775.74,14807.74
11380600,02,4505.53,11490.25
11380600,03,3481.23,9982.33
11380600,04,3460.83,12135.58
11380600,05,4209.34,18827.47
11380600,06,5510.73,27469.82
11380600,0700,2142.38,12032.45
11380600,0720,2896.67,14326.55
11380600,0740,3683.85,17699.68
11380600,0800,3999.92,19503.55
11380600,0820,4115.68,22004.24
11380600,0840,3968.54,19960.94
11380600,0900,3806.54,20666.82
11380600,0920,3817.82,21447.13
11380600,0940,3438.9900000000002,19736.3
11380600,10,11793.279999999999,62579.0
11380600,11,12358.37,63411.59
11380600,12,14064.12,69640.58
11380600,13,14343.1,74094.24
11380600,14,14728.42,74764.01
11380600,15,16944.14,82992.69
11380600,16,19559.59,85445.25
11380600,1700,8995.51,32264.53
11380600,1720,9153.94,31327.29
11380600,1740,9332.81,31833.73
11380600,1800,14722.37,40993.94
11380600,1820,9561.5,29989.760000000002
11380600,1840,8698.01,27919.489999999998
11380600,1900,8913.06,27017.46
11380600,1920,7643.41,23169.14
11380600,1940,7500.29,21921.22
11380600,20,21358.41,59393.61
11380600,21,20672.21,52414.6
11380600,22,12726.29,33855.0
11380600,23,2063.25,5964.6
11380625,00,4489.99,12417.89
11380625,01,9292.949999999999,26431.97
11380625,02,6858.349999999999,19378.09
11380625,03,5035.400000000001,15945.23
11380625,04,4839.02,18499.09
11380625,05,6404.0199999999995,29038.35
11380625,06,10023.92,46299.83
11380625,0700,4441.63,19101.36
11380625,0720,5610.25,22932.41
11380625,0740,5479.82,23737.72
11380625,0800,5911.07,28453.41
11380625,0820,5873.29,32546.47
11380625,0840,5426.18,26376.08
11380625,0900,4743.4,26042.47
11380625,0920,4991.01,26188.170000000002
11380625,0940,5057.4800000000005,26418.69
11380625,10,15110.06,80476.7
11380625,11,16282.64,82851.35
11380625,12,19261.54,93702.05
11380625,13,20900.82,100017.59
11380625,14,21637.25,109863.68000000001
11380625,15,24947.4,126917.08
11380625,16,31082.69,140635.42
11380625,1700,14000.9,51794.73
11380625,1720,13614.13,49784.73
11380625,1740,14701.98,51285.47
11380625,1800,23162.33,67219.47
11380625,1820,14271.31,47349.42
11380625,1840,12947.7,43286.94
11380625,1900,13491.45,44014.74
11380625,1920,11675.09,37466.16
11380625,1940,11336.83,36381.15
11380625,20,34875.6,104585.45
11380625,21,31896.84,90482.0
11380625,22,21267.58,58202.47
11380625,23,3151.93,10953.29
11380631,00,2549.23,6922.18
11380631,01,5454.17,14264.47
11380631,02,4171.0,11381.76
11380631,03,2976.11,9129.58
11380631,04,3179.09,9896.6
11380631,05,3522.02,14048.45
11380631,06,4231.41,19057.79
11380631,0700,1776.03,8560.15
11380631,0720,2048.43,9802.82
11380631,0740,2610.64,10701.53
11380631,0800,3334.52,12479.029999999999
11380631,0820,3162.46,12010.94
11380631,0840,2758.62,11179.24
11380631,0900,2554.52,11589.31
11380631,0920,2360.41,11413.32
11380631,0940,2622.97,11319.26
11380631,10,7400.21,34252.01
11380631,11,8850.35,38567.46
11380631,12,9764.65,45430.64
11380631,13,9737.44,47413.39
11380631,14,11168.36,53231.909999999996
11380631,15,13337.25,61982.32
11380631,16,16029.14,67649.42
11380631,1700,7585.15,25834.59
11380631,1720,7265.28,24436.04
11380631,1740,7557.889999999999,25156.0
11380631,1800,13332.53,35960.39
11380631,1820,7763.929999999999,24199.420000000002
11380631,1840,6622.86,21641.47
11380631,1900,7208.27,22219.18
11380631,1920,6215.65,18744.67
11380631,1940,6361.38,18975.13
11380631,20,19152.23,55159.25
11380631,21,17782.45,48345.2
11380631,22,11373.39,30850.53
11380631,23,1761.52,5221.69
11380632,00,1499.19,4069.65
11380632,01,3090.69,8816.16
11380632,02,2369.4,6819.62
11380632,03,1682.65,5294.97
11380632,04,1597.91,5887.57
11380632,05,1981.25,8671.55
11380632,06,2870.58,20420.66
11380632,0700,1487.76,13204.98
11380632,0720,1694.8700000000001,13872.369999999999
11380632,0740,1691.73,11269.68
11380632,0800,1481.65,10544.48
11380632,0820,1628.02,9441.0
11380632,0840,1444.44,7685.77
11380632,0900,1199.88,6765.92
11380632,0920,1415.42,7218.7
11380632,0940,1091.71,6889.9400000000005
11380632,10,4239.95,21642.16
11380632,11,4758.0599999999995,23527.11
11380632,12,5946.36,29056.05
11380632,13,6228.35,31883.65
11380632,14,6770.36,36311.26
11380632,15,7960.9800000000005,43255.090000000004
11380632,16,9523.56,44633.57
11380632,1700,4364.92,16899.29
11380632,1720,4118.42,15530.36
11380632,1740,4311.7699999999995,15993.18
11380632,1800,7373.66,22908.92
11380632,1820,4409.47,15360.18
11380632,1840,3730.19,14415.31
11380632,1900,4321.0,14635.56
11380632,1920,3708.41,13288.68
11380632,1940,3714.32,12267.78
11380632,20,11257.73,35784.08
11380632,21,11271.78,33428.5
11380632,22,6785.93,19863.11
11380632,23,827.26,3482.73
11380640,00,1395.11,3224.48
11380640,01,2834.47,7574.01
11380640,02,2434.05,6296.7
11380640,03,1734.34,5036.52
11380640,04,1825.71,5947.01
11380640,05,1944.02,8548.05
11380640,06,2771.24,11388.85
11380640,0700,1157.28,4911.6
11380640,0720,1391.31,5842.2
11380640,0740,1734.81,7167.23
11380640,0800,1755.63,8076.32
11380640,0820,1743.57,7933.3
11380640,0840,1332.86,5987.23
11380640,0900,1388.11,5848.38
11380640,0920,1228.76,5609.65
11380640,0940,1251.97,5647.07
11380640,10,4031.73,17773.02
11380640,11,4600.32,19092.510000000002
11380640,12,5183.86,22611.0
11380640,13,5534.22,24656.43
11380640,14,5902.4,27506.78
11380640,15,6469.65,30561.43
11380640,16,8071.37,35040.11
11380640,1700,3722.67,13828.65
11380640,1720,3753.5099999999998,13173.32
11380640,1740,3814.84,13731.76
11380640,1800,7046.93,19176.43
11380640,1820,3817.91,12231.3
11380640,1840,3428.24,11496.23
11380640,1900,3875.7799999999997,12410.16
11380640,1920,3230.8599999999997,11007.33
11380640,1940,3281.87,10582.01
11380640,20,9629.539999999999,30039.48
11380640,21,9876.11,27445.69
11380640,22,6560.32,17392.37
11380640,23,980.99,2924.04
11380650,00,1994.58,4806.26
11380650,01,4201.37,10726.67
11380650,02,3092.22,8237.98
11380650,03,2635.41,9120.2
11380650,04,2584.15,10839.67
11380650,05,3815.29,16348.01
11380650,06,5698.08,22460.91
11380650,0700,2882.9900000000002,9760.81
11380650,0720,3013.31,10606.62
11380650,0740,3142.06,11704.25
11380650,0800,3470.26,13325.49
11380650,0820,3495.13,14135.72
11380650,0840,2759.74,11531.99
11380650,0900,2753.82,10958.55
11380650,0920,2653.95,11291.53
11380650,0940,2415.92,10854.96
11380650,10,7639.38,33054.659999999996
11380650,11,9870.68,37390.09
11380650,12,10742.11,45463.03
11380650,13,10629.22,45786.19
11380650,14,11575.43,47958.840000000004
11380650,15,13234.17,53297.08
11380650,16,15709.630000000001,59088.94
11380650,1700,7140.16,23415.03
11380650,1720,7095.51,22317.39
11380650,1740,7160.29,22560.079999999998
11380650,1800,10088.05,29853.829999999998
11380650,1820,6957.55,21285.37
11380650,1840,5950.7,18347.31
11380650,1900,6359.34,19556.12
11380650,1920,5396.34,17290.62
