d_gu_name,bjdong_nm,total_cnt,evening_2030_cnt,morning_2030_cnt,afternoon_2030_cnt,late_night_2030_cnt,weekday_2030_cnt,friday_2030_cnt,weekend_2030_cnt,adjusted_mobility_score,mobility_score,residential_dominance_score,young_single_ratio,young_homebound_ratio,evening_2030_ratio,morning_2030_ratio,afternoon_2030_ratio,late_night_2030_ratio,weekday_2030_ratio,friday_2030_ratio,weekend_2030_ratio,commercial_zone_ratio,residential_zone_ratio,food_sales_ratio,daytime_influx_ratio,commercial_potential_score,bjdong_cd,candidate_type,visit_pattern_type,residential_filter
노원구,상계6·동,1962857.55,69408.68,15865.67,209685.27,30551.9,346851.93,80173.77,124431.66,1.0381648594252608,1.0381648594252608,-0.6871494271971946,0.12814199890770073,0.03911632987438558,0.12586409219381892,0.02877043838892639,0.3802384104547992,0.05540210760810229,0.6289732537072313,0.14538525698523636,0.22564148930753233,0.0,0.0,0.0,1.0,1.0381648594252608,11350695,관찰 필요,생활 밀착형,방문성 검토
노원구,공릉동,4113936.2300000004,194562.99,31351.54,565380.42,74341.53,953763.29,192901.49,292406.5,1.020330826641164,2.229226643671475,1.726994024329016,0.26967907923991585,0.047134659971680606,0.14093755261852442,0.02087072610481717,0.38776690542857345,0.05340884270427154,0.6545170929208134,0.13513944869773248,0.21034345838145407,0.0,0.0,0.0,1.0,1.020330826641164,11350600,관찰 필요,생활 밀착형,방문성 검토
서초구,양재동,5321735.15,151808.08000000002,140161.97,586781.34,76977.58,1139615.33,269169.52999999997,347450.1,1.0072525867179878,1.4149905185856055,0.5824827598108825,0.2330049405491264,0.0352541202632176,0.08627454025923184,0.08019351291488411,0.3343661752486643,0.043938926881185864,0.6483865748058784,0.15315372475713346,0.19845970043698813,0.0,0.0,0.0,1.0,1.0072525867179878,11650651,광역 목적지형,생활 밀착형,방문성 검토
마포구,용강동,1133822.92,42128.76,13052.02,112378.46,15880.91,218835.88,50990.99,69333.69,1.0064888987136305,1.0064888987136305,-0.6679451514300659,0.1805497664390945,0.032700323392022994,0.12421479667329244,0.03848330713924992,0.33134294860227853,0.046824164932384824,0.6452279710824868,0.15034469220123944,0.20442733671627386,0.0,0.0,0.0,1.0,1.0064888987136305,11440590,관찰 필요,생활 밀착형,방문성 검토
구로구,오류동,2290541.75,116655.51999999999,16215.130000000001,213229.74,41187.1,399071.24,89564.7,155794.76,0.9990602719936488,1.7879830538572217,1.0332728305492909,0.2382139702980326,0.0494922486734943,0.18144334230907289,0.02458852526007251,0.3305862352882382,0.06396565752760003,0.6192051711596626,0.13888738124066424,0.24190744759967325,0.0,0.0,0.0,1.0,0.9990602719936488,11530770,관찰 필요,생활 밀착형,혼재형 (상권+거주)
서대문구,연희동,1896908.82,112870.35,16444.14,296766.97,52002.78,424187.42,99295.98,199214.68,0.4966391349097501,2.8941096532014754,3.4249578832738936,0.42504511227189473,0.049195441286208536,0.15617911977848345,0.02275381719569533,0.41063755143780095,0.07195643857252257,0.5869496982751082,0.13739621392103324,0.2756540878038586,0.0,0.0,0.0,1.0,0.9966391349097501,11410615,관찰 필요,목적 방문형,2030 자취/거주성 높음
강북구,송중동,1673466.09,70646.75,10141.48,162566.43,32662.71,270475.87,63788.12,112823.42,0.9822831062258943,1.2147371332326256,0.33207718143818743,0.21992641648270786,0.03633063527103262,0.15801552094701124,0.022683439016992227,0.36361218491927566,0.07305665350764406,0.6049731304220801,0.14267482951488167,0.25235204006303824,0.0,0.0,0.0,1.0,0.9822831062258943,11305545,관찰 필요,불명확,방문성 검토
강서구,방화동,4140728.13,154139.19,48015.4,473319.74,75780.64,724971.16,173659.53,333411.9,0.9808122567124807,1.0272661352052597,-0.64519143321192,0.1642361968068435,0.028989117177153276,0.1385434415183727,0.03706189775660155,0.36753871296039087,0.06185017925044455,0.5937728278608577,0.14200472445741963,0.2642224476817227,0.0,0.0,0.0,1.0,0.9808122567124807,11500640,관찰 필요,불명확,방문성 검토
도봉구,창동,4842443.42,213787.81,25527.89,402366.32,87479.68000000001,715852.43,166930.99,301672.44,0.7707527815644817,0.7707527815644817,-1.6004349101260484,0.10637591800628701,0.03509823384495153,0.18362211334132733,0.02101271791939196,0.3363301273072977,0.07600860304134524,0.605538775625602,0.1407658877803544,0.25369533659404364,0.0,0.0,0.0,1.0,0.9707527815644816,11320515,관찰 필요,불명확,방문성 검토
송파구,잠실본동,1826446.07,114077.25,12605.81,236194.33,38084.22,385966.05,98115.58,192666.31,0.9688736641668971,2.942698134893843,2.819749243895637,0.3935054076161047,0.049926383713532675,0.16856682267847023,0.01862703859874328,0.3490137406254979,0.056275339382636326,0.5703246765701274,0.1449809806587664,0.2846943427711062,0.0,0.0,0.0,1.0,0.9688736641668971,11710650,광역 목적지형,불명확,혼재형 (상권+거주)
노원구,하계동,1760420.08,75174.55,12163.25,167582.24,31664.34,288211.14,63034.31,108622.04000000001,0.6923658702741502,0.6923658702741502,-2.2452401865480676,0.08330030537312788,0.029179815139951507,0.1786168372227661,0.021915480271456043,0.35730099516672464,0.06934333605006254,0.6181604378166496,0.13726889544860107,0.24457066673474936,0.0,0.0,0.0,1.0,0.9423658702741502,11350612,관찰 필요,목적 방문형,방문성 검토
강동구,둔촌동,2665172.08,115603.84,16857.27,223713.89,41476.8,393498.91000000003,90877.23000000001,169620.41,0.6892079729029603,1.0458679762780072,-0.20550646939878925,0.21065846025094698,0.03300415430298982,0.1764357562666326,0.026392001594252583,0.3407924052852111,0.06408613998689702,0.6027214208072076,0.1389132159695412,0.2583653632232512,0.0,0.0,0.0,1.0,0.9392079729029603,11740700,관찰 필요,생활 밀착형,방문성 검토
성동구,마장동,1159515.8,59010.74,13978.65,117425.02,30804.51,229592.56,51731.81,81305.92,0.9339717569430868,1.7249105953012775,1.1299126262259869,0.2845644187877198,0.0424022566255576,0.16272975983335536,0.038547938176923945,0.3238147039509579,0.08494742675797987,0.6331312257450971,0.14265716744180415,0.22421160681309882,0.0,0.0,0.0,1.0,0.9339717569430868,11200540,관찰 필요,생활 밀착형,방문성 검토
성동구,응봉동,470017.08,23099.67,1781.27,34630.42,7270.07,63345.14,14308.029999999999,28245.59,0.43367373068561965,0.43367373068561965,-2.4215526051556218,0.09541231732776619,0.030412317327766177,0.2181297495834701,0.0168204991257688,0.3270144050789641,0.06865113434755987,0.5981669662609836,0.1351104583283128,0.2667225754107036,0.0,0.0,0.0,1.0,0.9336737306856197,11200580,관찰 필요,목적 방문형,방문성 검토
송파구,잠실동,9264192.08,259832.3,91542.84999999999,1460556.59,100626.97,1749514.08,426687.48,950792.08,0.9291347296374962,0.9291347296374962,-3.151009860548311,0.059139943841745514,0.02584570785204482,0.1117844157266898,0.03269921372041438,0.4267865211138261,0.04659057690581455,0.5656997658937623,0.1317913434524398,0.30250889065379793,0.0,0.0,0.0,1.0,0.9291347296374962,11710710,관찰 필요,불명확,방문성 검토
동대문구,전농동,3047225.42,125456.09,21390.36,380604.55000000005,57814.02,592535.81,131067.17,225464.90000000002,0.9272585054452043,1.3396474072979638,-0.41958886250475713,0.16954754697399593,0.04365463893145977,0.13380697429659738,0.021447471574750722,0.39519430927969945,0.060386495815832456,0.6418789083495655,0.13755298309677624,0.22056810855365833,0.0,0.0,0.0,1.0,0.9272585054452043,11230570,관찰 필요,생활 밀착형,방문성 검토
송파구,오금동,1799416.82,69934.47,12190.51,139334.01,25851.93,255041.06,57900.89,99189.26,0.9258994937033114,0.9258994937033114,-2.041569748664346,0.06971514398176921,0.025381189144396105,0.169689817958703,0.0295791963923334,0.3380816754935886,0.06272742605443543,0.6188346182275299,0.14049139835830438,0.24067398341416557,0.0,0.0,0.0,1.0,0.9258994937033114,11710570,관찰 필요,생활 밀착형,방문성 검토
성북구,종암동,1883232.67,82717.38,13927.76,243430.14,38459.61,418262.96,80366.92,111683.86,0.914686689976098,1.793809243426611,1.2558893620721616,0.24097487355196606,0.045389949420786425,0.13553255412535856,0.022820656143183012,0.3988606581264253,0.063016130031744,0.6853245021159118,0.13168132180671535,0.18299417607737292,0.0,0.0,0.0,1.0,0.914686689976098,11290705,관찰 필요,생활 밀착형,혼재형 (상권+거주)
성북구,성북동,1058568.22,52614.58,8959.54,137401.67,21705.95,203877.11,46027.43,94440.15,0.8994724814911532,1.7068902040633258,1.153453889388818,0.3241491178144565,0.043335230506545246,0.15279625772652397,0.026019103125998547,0.3990236352998503,0.06303552989302666,0.5920727570969658,0.13366673376029117,0.27426050914274297,0.0,0.0,0.0,1.0,0.8994724814911532,11290525,관찰 필요,불명확,2030 자취/거주성 높음
강북구,수유동,2833013.2,151254.48,12823.67,264223.78,66854.22,465920.39,112342.68,207606.68,0.7296081236941848,1.2060242588874637,0.04137376641119032,0.20588901394279427,0.048171668311142314,0.19269903441450453,0.017337503978358516,0.33477307203350887,0.08778729665611075,0.6005238204742201,0.14084647602023279,0.2586297035055471,0.0,0.0,0.0,1.0,0.8962747903608514,11305635,관찰 필요,불명확,방문성 검토
강남구,일원동,590916.21,29448.399999999998,4267.2699999999995,56472.41,10791.57,100786.53,23746.51,39167.42,0.884865641212022,1.0649056019183982,0.25719994386625167,0.2426465284039675,0.04995266005410279,0.17989198075558246,0.026067550451599218,0.34497404588844777,0.06592266142685244,0.6156765228393372,0.14506074081893233,0.2392627363417305,0.0,0.0,0.0,1.0,0.884865641212022,11680730,관찰 필요,불명확,방문성 검토
서초구,방배동,4167180.0700000003,156813.04,44382.12,448728.97,55027.31,781057.64,188910.31,279471.27,0.8724021894568619,0.923482525571959,-0.7103854681641927,0.18267902678561118,0.03201207377133799,0.12580722589150634,0.03608467102086,0.35943146943070325,0.04393837481500867,0.6277934059848937,0.14980481634771867,0.22240177766738747,0.0,0.0,0.0,1.0,0.8724021894568619,11650610,관찰 필요,생활 밀착형,방문성 검토
용산구,이촌동,1242483.46,53545.979999999996,7128.75,113273.85,18877.02,170279.83000000002,39761.2,92046.32,0.6132793777434722,0.6132793777434722,-2.8130159760449085,0.09784541517811034,0.026944058839100483,0.18730201876895813,0.022741291932059815,0.361968784477193,0.0726039458860949,0.5632475816415533,0.12988984048185087,0.3068625778765959,0.0,0.0,0.0,1.0,0.8632793777434722,11170640,관찰 필요,목적 방문형,방문성 검토
노원구,월계동,3264614.8,141194.69,18700.36,366587.82,58501.81,603759.13,127042.05,208229.07,0.8605170763560267,1.0686045578830035,-1.0746045000106645,0.137055546423688,0.0339779193073359,0.15138479755699555,0.019783829879602643,0.3853391350293973,0.06223510169537875,0.6427278240211284,0.13525175375473578,0.22202042222413595,0.0,0.0,0.0,1.0,0.8605170763560267,11350560,관찰 필요,생활 밀착형,방문성 검토
성북구,돈암동,1004152.46,49285.58,4603.79,78987.4,17895.09,147752.03999999998,32764.68,59699.53999999999,0.6029012792988526,0.6029012792988526,-2.739508293456219,0.07946940962723664,0.025180793553651572,0.20838486124340888,0.019488621507340376,0.32582937178400045,0.07553072891876567,0.6140121324534542,0.13607104686994792,0.249916820676598,0.0,0.0,0.0,1.0,0.8529012792988526,11290590,관찰 필요,목적 방문형,방문성 검토
관악구,보라매동,752601.75,51607.6,6208.5,75464.87,18770.51,164568.62,36509.56,61791.51,0.8504419949857607,2.444001902737323,2.276514153930804,0.3523279990655297,0.05536035509870343,0.19632388960476957,0.023618166095908586,0.287080910697616,0.0714061404340683,0.6260463882313705,0.1388884355590787,0.23506517620955084,0.0,0.0,0.0,1.0,0.8504419949857607,11620525,관찰 필요,생활 밀착형,2030 자취/거주성 높음
은평구,대조동,1828136.34,83215.35,11207.35,182085.4,36332.85,307098.84,74171.27,133571.4,0.3480009842128786,1.5591886664246444,1.7302681174453798,0.2993617671009772,0.048872149837133554,0.16163294603032302,0.02176854387673597,0.3536727254179641,0.0705709413368786,0.5964919961484847,0.14406621952452903,0.25944178432698634,0.0,0.0,0.0,1.0,0.8480009842128786,11380570,관찰 필요,목적 방문형,2030 자취/거주성 높음
은평구,구산동,1271899.2,53459.6,7311.49,94628.01,23987.06,177595.13,40134.3,69240.82,0.8453832518681892,0.8453832518681892,-1.7016075583709545,0.09090463348860015,0.028966658494729097,0.18628969379230076,0.025478215947471905,0.32974850180462956,0.08358727080594591,0.6188625127517574,0.13985526374249596,0.2412822235057467,0.0,0.0,0.0,1.0,0.8453832518681892,11380560,관찰 필요,생활 밀착형,방문성 검토
구로구,고척동,2149673.21,90325.05,12478.52,223301.68,33310.91,370292.43,80880.44,149475.7,0.8270275173489838,0.8270275173489838,-1.8306643385426182,0.08328561477989879,0.03244710834268493,0.16666725399445675,0.019129367827495213,0.35306213565242583,0.058767842855979927,0.6144113352766344,0.1380720111714841,0.24751665355188154,0.0,0.0,0.0,1.0,0.8270275173489838,11530720,관찰 필요,생활 밀착형,방문성 검토
광진구,능동,973558.74,49245.49,6739.71,197180.75,16669.26,249879.98,56739.55,124032.44,0.7923470605881455,2.735480622691301,2.775905088718794,0.45253639532499484,0.062325199917982375,0.11435101527574575,0.01565001548698361,0.4578656635426514,0.0387070329667829,0.5802364726208034,0.1317526772256493,0.28801085015354744,0.0,0.0,0.0,1.0,0.7923470605881455,11215780,관찰 필요,불명확,2030 자취/거주성 높음
강남구,논현동,5272622.63,197850.71,115314.38,852093.13,131422.65000000002,1692933.33,407025.24,430347.74,0.7846862962385932,3.29057743529415,3.579844484365081,0.4704363214711893,0.06110434343159751,0.07782786593449785,0.04570981916766964,0.33699072882833836,0.05163142551001136,0.66941197596265,0.16082474351065384,0.16976328052669623,0.0,0.0,0.0,1.0,0.7846862962385932,11680531,광역 목적지형,생활 밀착형,혼재형 (상권+거주)
용산구,남영동,1353648.03,45860.45,25310.28,231753.95,22896.399999999998,336343.92,94306.74,150452.35,0.7765979512834909,2.31749035282182,2.2012748593404705,0.4964844835572024,0.059698934691987025,0.078919656602708,0.04355558233986776,0.39881732844577766,0.03940162003290948,0.5788025775326822,0.16228919550769494,0.2589082269596229,0.0,0.0,0.0,1.0,0.7765979512834909,11170530,광역 목적지형,불명확,2030 자취/거주성 높음
중랑구,망우동,401118.26,21818.43,1564.93,30371.67,8453.32,60857.729999999996,13484.55,24311.36,0.7606910380700186,0.7606910380700186,-1.3854446055231022,0.13337780742717367,0.03963753613520125,0.2211619358393669,0.01586287135477211,0.3078616257849178,0.08568685352106623,0.6168827627647596,0.13668578270401374,0.24643145453122664,0.0,0.0,0.0,1.0,0.7606910380700186,11260660,관찰 필요,생활 밀착형,방문성 검토
서대문구,남가좌동,1951073.93,88004.02,10598.12,236505.04,37653.35,394830.54,71313.91,121304.67000000001,0.48854210166099044,0.9063162678506271,-0.9311166267765462,0.17102184201260537,0.03730733821725248,0.15657038338402968,0.019844651897959937,0.3837811560822134,0.07023067306115366,0.6460986945126432,0.12798599038939043,0.22591531509796645,0.0,0.0,0.0,1.0,0.7385421016609904,11410700,관찰 필요,생활 밀착형,2030 자취/거주성 높음
노원구,상계3·동,891843.58,34678.88,3098.58,57216.22,13698.79,102549.27,23430.98,45241.7,0.20981051378045223,0.20981051378045223,-1.4316161206954088,0.11373055279708705,0.03702085402184707,0.20253758352828008,0.018096861996957748,0.33416404847626135,0.08000603894535718,0.59892595546307,0.1368456555949748,0.2642283889419551,0.0,0.0,0.0,1.0,0.7098105137804522,11350665,관찰 필요,목적 방문형,방문성 검토
서초구,방배본동,866772.32,36100.7,7187.05,74555.8,13733.64,133800.8,31915.88,51134.17,0.7018094275550685,0.7018094275550685,-1.8528186706394363,0.12126666666666666,0.026952688172043014,0.16647709704619557,0.03314282604841069,0.34381142614843335,0.0633321935330205,0.6170176413880785,0.14717894811110954,0.23580341050081194,0.0,0.0,0.0,1.0,0.7018094275550685,11650590,관찰 필요,생활 밀착형,방문성 검토
성북구,길음동,2515744.7199999997,96685.64,13806.68,238408.63,42350.03999999999,383643.0,82758.36,146377.05,0.6899023983847875,0.6899023983847875,-2.553415492263448,0.07718162165450931,0.02383524897955426,0.157335776980581,0.02236677166484477,0.3902419960613914,0.06895623239220157,0.627119657296636,0.13525436617514539,0.23762597652821857,0.0,0.0,0.0,1.0,0.6899023983847875,11290685,관찰 필요,생활 밀착형,방문성 검토
성동구,금호1가동,585241.44,27747.74,3183.68,50858.9,9290.58,88889.13,20601.05,36965.1,0.6888420424362034,0.6888420424362034,-2.1445262585548357,0.11086369770580297,0.032167341430499326,0.18946220306976985,0.021738239823105045,0.34726573190123294,0.06343629263485755,0.6069370117622254,0.14066444036705267,0.252398547870722,0.0,0.0,0.0,1.0,0.6888420424362034,11200590,관찰 필요,불명확,방문성 검토
서대문구,신촌동,4371688.11,222293.73,60587.13,1141094.07,89340.78,1710556.04,345127.46,416513.45,0.6799441516120224,4.855764704282899,5.965457932386967,0.550938928970633,0.09251905294177422,0.08991748412277589,0.02450740423411654,0.4615708590692987,0.036138213017373064,0.6919173814206024,0.13960354574501033,0.16847907283438723,0.0,0.0,0.0,1.0,0.6799441516120224,11410585,광역 목적지형,생활 밀착형,2030 자취/거주성 높음
강서구,가양동,4309196.76,196341.02000000002,112333.7,571684.19,85242.76999999999,1167182.15,268569.26,358006.46,0.6666861685018519,1.7653731799431565,1.2152691721577724,0.31542534279276957,0.04595956004661227,0.1463377709637491,0.043578763293216305,0.3099211212445357,0.05702907145026489,0.6406741893911153,0.1452556683704599,0.21407014223842488,0.0,0.0,0.0,1.0,0.6666861685018519,11500605,관찰 필요,생활 밀착형,방문성 검토
광진구,군자동,1243829.03,71973.63,11049.1,252726.81,27668.26,420580.04,83490.58,102721.75,0.6648573265520956,3.51667938306345,4.0740315093019355,0.45346923150540724,0.07994736338405588,0.1186132745868245,0.018209029226916616,0.41649635442845134,0.045597574010365356,0.6931201854103736,0.13759332537421326,0.16928648921541317,0.0,0.0,0.0,1.0,0.6648573265520956,11215730,관찰 필요,생활 밀착형,2030 자취/거주성 높음
강북구,송천동,1115421.66,37807.65,5603.29,77699.67,18254.53,133920.37,32133.99,58027.49,0.15854709512366982,0.15854709512366982,-0.34776031475819724,0.1585157377995957,0.04747762056020791,0.16872250028282076,0.025005550427221124,0.34674682487671354,0.08146367052931774,0.5976404157677205,0.1434029128195791,0.2589566714127003,0.0,0.0,0.0,1.0,0.6585470951236698,11305555,관찰 필요,목적 방문형,방문성 검토
관악구,신원동,489547.59,47139.65,2563.56,51569.05,18554.14,121989.43000000001,27484.100000000002,48314.54,0.654902057776781,3.4842383237992713,4.041908951460701,0.4656250832112901,0.08892025029956065,0.23833414219573507,0.01296114573543288,0.2607288194884555,0.09380818570098792,0.6167683925526954,0.13895731931657962,0.24427428813072496,0.0,0.0,0.0,1.0,0.654902057776781,11620655,소규모 2030 집중형,생활 밀착형,2030 자취/거주성 높음
은평구,진관동,3079546.73,110718.68,20720.87,283399.62,44454.79,417965.64,96638.70999999999,207487.27,0.6497804404524625,1.0937916223977358,0.6343016884932475,0.2137262200165426,0.03381637717121588,0.15333051503907494,0.028695624524765984,0.3924704457863671,0.061563918994102164,0.5788263267755414,0.133831645906651,0.28734202731780767,0.0,0.0,0.0,1.0,0.6497804404524625,11380690,광역 목적지형,불명확,방문성 검토
중랑구,신내동,2319019.19,88983.19,14392.41,185251.31999999998,36780.62,340430.81,78075.11,126989.91999999998,0.6474040679617823,0.6474040679617823,-2.3115166513775813,0.06457249434069771,0.03214612683513472,0.1734241963803118,0.024177211866237835,0.33644394547679224,0.06588103371349963,0.6216329697772804,0.14233869716259434,0.23602833306012527,0.0,0.0,0.0,1.0,0.6474040679617823,11260680,관찰 필요,생활 밀착형,방문성 검토
관악구,중앙동,642132.61,60018.7,3703.29,80386.22,19927.07,172881.97,40249.31,67619.45,0.642704420577001,3.773107199115963,4.472003969341374,0.5540545891670202,0.07731862537123463,0.21377931946962347,0.013190669174751568,0.28632595185059717,0.0709778029784642,0.6157845787257615,0.14336315349919126,0.24085226777504729,0.0,0.0,0.0,1.0,0.642704420577001,11620615,소규모 2030 집중형,불명확,2030 자취/거주성 높음
용산구,청파동,1193582.83,65384.84,14569.18,201797.84,27035.19,345945.69,69209.58,110691.28,0.6316099301410638,2.9690396996507253,3.3391853850138022,0.4393610608800482,0.06604822182037372,0.1243420537797576,0.027706143550813443,0.38375803739703146,0.05141269824818666,0.6578833501902789,0.13161554449677382,0.21050110531294727,0.0,0.0,0.0,1.0,0.6316099301410638,11170555,광역 목적지형,생활 밀착형,2030 자취/거주성 높음
영등포구,대림동,1956623.83,97110.47,17528.2,169158.01,40221.700000000004,324502.27999999997,75106.38,135897.36,0.6132207402329333,1.1458878588427392,0.5016740509659349,0.23119843022099953,0.052978519268012246,0.18521055177976073,0.03241013567658608,0.3113328058872961,0.07616178192412318,0.6069616004877627,0.14019503562908833,0.25284336388314893,0.0,0.0,0.0,1.0,0.6132207402329333,11560720,관찰 필요,불명확,방문성 검토
중구,회현동,2728789.18,22742.64,60635.33,367340.69,26776.79,637314.76,152049.41,148088.7,0.6074856207632913,0.7534879898823532,0.20857481302723135,0.3176574307304786,0.07435768261964736,0.024260035600509707,0.06468093697339686,0.3918497684048906,0.028563345269826738,0.679836587411589,0.16219419115971132,0.15796922142869968,0.0,0.0,0.0,1.0,0.6074856207632913,11140540,광역 목적지형,생활 밀착형,2030 자취/거주성 높음
동작구,대방동,1491234.27,82793.56999999999,10006.59,128445.42,25880.35,251241.63,57916.09,101972.84,0.5788849891253476,1.9804514913763367,2.002237860358556,0.3028095667870036,0.05295126353790613,0.2013802379467972,0.0243392026124256,0.3124200254050684,0.06294922469397556,0.6110993792336916,0.14087031136775627,0.2480303093985521,0.0,0.0,0.0,1.0,0.5788849891253476,11590660,야간 소비형,불명확,2030 자취/거주성 높음
송파구,오륜동,1166364.03,30707.57,9567.73,169143.63,12222.74,163545.98,60528.799999999996,123947.64,0.5672678267708167,0.5672678267708167,-3.7077630281291474,0.05239307268433482,0.017389136709525063,0.0882344591477756,0.02749170585044492,0.4860136022271209,0.03512055344020652,0.46992943730464265,0.17392212835023674,0.35614843434512067,0.0,0.0,0.0,1.0,0.5672678267708167,11710566,관찰 필요,불명확,방문성 검토
송파구,풍납동,2151931.02,73602.04000000001,39476.51,180248.88,42806.25,374542.26,84671.14,105855.99,0.5464873904554102,0.5464873904554102,-1.3558314250202965,0.13673903829094947,0.02832450337042238,0.14743561917613102,0.05065993075734691,0.3281921539323017,0.07358116493723307,0.635918624992782,0.14572986399296675,0.2183515110142512,0.0,0.0,0.0,1.0,0.5464873904554102,11710520,관찰 필요,생활 밀착형,방문성 검토
송파구,거여동,1382418.99,62163.549999999996,7203.39,110937.69,22651.34,205863.58,48136.0,82569.04999999999,0.5390464234510043,0.5390464234510043,-1.8092626110693635,0.11738401037216367,0.03154019055809717,0.18351039656869905,0.021239645214032814,0.3310498928255362,0.06714292391885783,0.6111415106711906,0.14327796087967012,0.24558052844913925,0.0,0.0,0.0,1.0,0.5390464234510043,11710532,관찰 필요,불명확,방문성 검토
성북구,삼선동,1405747.18,70324.12,11081.08,185584.13,32691.08,311875.57,69128.25,109624.02,0.5274912234748081,2.073439998137296,2.20849824951784,0.35201815142106524,0.053747313112013376,0.14333495628784537,0.022585510027315205,0.37825845757142523,0.06663111494039964,0.6356662720158726,0.14089752835876576,0.22343619962536165,0.0,0.0,0.0,1.0,0.5274912234748081,11290555,관찰 필요,생활 밀착형,2030 자취/거주성 높음
관악구,신사동,626977.77,63147.1,3086.91,76659.85,21007.72,168081.98,37614.83,67215.39,0.5246261378801513,4.008319325180715,4.97670455328652,0.5398314825638029,0.08586791350087668,0.23138247392384803,0.011311000387670465,0.28089565068912276,0.07697611173117215,0.6158829836115791,0.13782758704081385,0.24628942934760703,0.0,0.0,0.0,1.0,0.5246261378801513,11620685,소규모 2030 집중형,불명확,2030 자취/거주성 높음
서초구,반포동,8183828.720000001,226607.45,88196.88,955290.87,110936.75,1289240.95,332893.59,636652.31,0.5232221832659104,0.7999385240930872,-1.7189318020413245,0.1351982901185685,0.028241054501431575,0.12023944152337865,0.036301190166584195,0.4009504798939135,0.05341728173709362,0.5783601733793564,0.1457881610476956,0.27585166557294805,0.0,0.0,0.0,1.0,0.5232221832659104,11650581,광역 목적지형,불명확,방문성 검토
종로구,부암동,606860.87,19882.58,6855.33,85842.35,8386.63,130934.42,23944.73,39158.54,0.512805478424962,0.512805478424962,-1.0486228774460415,0.20779094076655052,0.03337979094076655,0.102467618533286,0.03532988874481035,0.44240039138787934,0.043221654514646095,0.6747885939066787,0.1234024688708673,0.20180893722245405,0.0,0.0,0.0,1.0,0.512805478424962,11110550,관찰 필요,생활 밀착형,방문성 검토
종로구,이화동,3376733.58,67084.15000000001,86435.0,640257.63,55560.44,976997.39,214115.23,248725.35,0.5008766995215546,2.2942245818111875,2.5619255461280472,0.4273459119496855,0.07218616352201258,0.04659145778743424,0.06003106030048645,0.44467338918697913,0.03858798084064973,0.6785467603691546,0.14870786467730115,0.17274537495354425,0.0,0.0,0.0,1.0,0.5008766995215546,11110640,광역 목적지형,생활 밀착형,2030 자취/거주성 높음
송파구,문정동,3965171.1300000004,154507.28,81758.59,470647.59,68321.68,940394.02,219137.04,286460.03,0.494178627804049,1.9432272030014308,1.6990384219892294,0.326712030049208,0.05409009852177656,0.12857776355193937,0.04637920831129641,0.32556410112853806,0.05176499035775552,0.6397480089620035,0.14967754466012917,0.21057444637786726,0.0,0.0,0.0,1.0,0.494178627804049,11710641,관찰 필요,생활 밀착형,방문성 검토
성동구,용답동,804306.09,48644.74,10642.83,84238.18000000001,25866.08,180461.48,41383.45,64127.45,0.4790869233192816,2.1963719993498847,2.453264394329433,0.3905724444444445,0.06626666666666667,0.17010293091941256,0.03721628641199545,0.2945675383056224,0.09044957418615043,0.6310451379954946,0.14471135289359063,0.2242435091109148,0.0,0.0,0.0,1.0,0.4790869233192816,11200790,관찰 필요,생활 밀착형,2030 자취/거주성 높음
광진구,광장동,1622734.79,53728.44,10883.68,140055.15,23174.02,219607.79,52322.31,95583.9,0.4747772764990371,0.4747772764990371,-3.038584910126655,0.04803571428571429,0.01844143907563025,0.146194267429268,0.029614327617451308,0.38108793134411206,0.0630561556838651,0.5975494538983549,0.14236820910223827,0.2600823369994068,0.0,0.0,0.0,1.0,0.4747772764990371,11215810,관찰 필요,불명확,방문성 검토
도봉구,방학동,2500030.81,96625.34,10203.560000000001,182364.28,40699.97,321425.53,74018.38,136014.44,0.135721787473253,0.135721787473253,-2.0953863331714597,0.0812965219623392,0.03907891068092498,0.18824953423823435,0.018541934504191424,0.34163756306378007,0.08001688747777784,0.6034949217899149,0.13837525773180817,0.2581298204782769,0.0,0.0,0.0,1.0,0.46905512080658635,11320710,관찰 필요,목적 방문형,방문성 검토
관악구,신림동,1183831.47,138264.53,11085.38,184877.03,55935.82,382294.76,91750.5,166536.09,-0.034033517408066594,5.624727283352112,8.08394400108597,0.804471485119484,0.1085984459756634,0.21584226577935808,0.01730518692122398,0.28860819941136284,0.08732040044562646,0.5967934595660646,0.14323005188958438,0.2599764885443512,0.0,0.0,0.0,1.0,0.4659664825919334,11620695,핵심 후보형,목적 방문형,2030 자취/거주성 높음
관악구,서림동,642964.05,66999.12,4016.55,72369.77,26113.11,165307.39,35747.44,66024.45,0.4505763399606453,4.030856067364315,5.114685324862386,0.5754418181818183,0.07590454545454545,0.2508585465708908,0.015038792975628809,0.27096736968888036,0.09777287852505817,0.6189450188722989,0.13384580039305183,0.24720918073464923,0.0,0.0,0.0,1.0,0.4505763399606453,11620665,소규모 2030 집중형,생활 밀착형,2030 자취/거주성 높음
