year_month,route_no,route_name,station_id,ars_id,station_name,board_total,alight_total,total_count
202604,6638,6638번(철산동~오목교),213000033,38006,광명초등학교(00052),1844,6867,8711
202604,6616,6616(철산동~온수동),213000033,38006,광명초등학교(00063),1749,5293,7042
202604,6616,6616(철산동~온수동),213000034,38011,광명초등학교(00017),2379,1572,3951
202604,6638,6638번(철산동~오목교),213000034,38011,광명초등학교(00017),3253,1863,5116
202604,6637,6637번(광명 노온사동~목동),213000034,38011,광명초등학교(00015),6232,2614,8846
202604,6637,6637번(광명 노온사동~목동),213000035,38031,광명남초등학교(00012),3832,5321,9153
202604,6638,6638번(철산동~오목교),213000045,38131,경기항공고등학교(00055),1026,2609,3635
202604,6616,6616(철산동~온수동),213000045,38131,경기항공고등학교(00066),873,1923,2796
202604,6616,6616(철산동~온수동),213000046,38023,광명시장(00065),1108,1223,2331
202604,6638,6638번(철산동~오목교),213000046,38023,광명시장(00054),1156,1592,2748
202604,6638,6638번(철산동~오목교),213000047,38609,광명사거리역1번출구(00053),5120,11073,16193
202604,6616,6616(철산동~온수동),213000047,38609,광명사거리역1번출구(00064),4731,8259,12990
202604,6637,6637번(광명 노온사동~목동),213000056,38051,명문고등학교.광남중학교(00009),4897,619,5516
202604,505,505번(노온사동~서울역),213000069,38622,온신초등학교(00002),1576,136,1712
202604,5627,5627번(노온사동~구로디지털단지역),213000069,38622,온신초등학교(00002),737,50,787
202604,5633,5633번(노온사동~순복음교회),213000069,38622,온신초등학교(00002),837,72,909
202604,5630,5630번(광명공영차고지~목동역),213000073,14135,안터마을입구(00067),26,735,761
