d_admdong_cd,d_gu_name,d_admdong_name,observed_months,first_month,latest_month,avg_adjusted_mobility_score,latest_adjusted_mobility_score,score_slope,avg_monthly_2030,latest_monthly_2030,avg_share_2030,latest_share_2030,avg_evening_2030_ratio,latest_evening_2030_ratio,visitor_months,top20_visitor_months,latest_visitor_rank,residential_dominance_score,young_single_ratio,residential_filter,score_change_6m,trend_type,trend_candidate_score
11380632,은평구,신사2동,39,202301,202603,0.5599081605082883,0.6407764865106452,-0.02584273537048727,4942.233846153846,5131.56,0.26060941542689336,0.22793773727967723,0.2185836169965499,0.209365183297087,39,0,287.0,-1.4809640621627014,0.1374113407927176,방문성 검토,0.24457333384204372,유지/변동,-0.18135432746452185
11260600,중랑구,중화1동,39,202301,202603,0.8619624047406188,0.9711441140706932,-0.02231131278997727,6064.054102564102,6423.17,0.271042066316859,0.2580507659160238,0.20002745239123326,0.18036265582259228,39,0,234.0,-0.9877374815576515,0.12976107429368677,방문성 검토,0.003675449640594408,유지/변동,-0.18260763168215427
11110640,종로구,이화동,39,202301,202603,0.4820526124330746,0.8560565603740804,-0.03043973375450482,26491.271538461537,59507.63,0.4312986135593236,0.4250640335790389,0.06156294835088532,0.04082837780634182,0,0,261.0,2.5619255461280472,0.4273459119496855,혼재형 (상권+거주),0.2791457322991935,유지/변동,-0.19070162965864113
11710631,송파구,가락1동,39,202301,202603,0.8975311952144682,0.7410284380984655,-0.017811128155063933,13042.66282051282,11344.65,0.2636863732724489,0.22704793751255858,0.15977773091162936,0.15750596095957126,39,0,275.0,-2.04949978840564,0.08752449799196788,방문성 검토,-0.017819606663501908,유지/변동,-0.19221838714701162
11620525,관악구,보라매동,39,202301,202603,0.5816084759911366,0.9452618235799302,-0.023894898624413345,10183.129743589743,9646.75,0.3533925443897699,0.3487628846225458,0.19137971408341703,0.1970622230284811,0,0,243.0,2.276514153930804,0.3523279990655297,혼재형 (상권+거주),0.11164148223433301,유지/변동,-0.196267537406791
11140665,중구,동화동,39,202301,202603,0.3109315792366209,0.5916398415134685,-0.02437706863666191,4383.860512820513,4545.95,0.2892761117236855,0.280242962100822,0.1529753645797119,0.14115201443042708,39,0,292.0,-2.471558056980614,0.10731582786287382,방문성 검토,0.28769113178268413,유지/변동,-0.24011693693824732
11710670,송파구,잠실2동,39,202301,202603,0.8566659714835334,1.267464481310381,-0.04028672546732288,17598.683846153846,22345.15,0.2805778156500866,0.30608326998020646,0.11964083986310364,0.08553489235919204,39,1,161.0,-2.6773577896607943,0.05932771867612293,방문성 검토,0.17451018664529871,유지/변동,-0.2596214699286963
11620645,관악구,서원동,39,202301,202603,1.3790202793870903,1.2478773762186584,-0.023739604759413224,18342.334871794872,16707.12,0.5120576830955067,0.4939940255153015,0.22866869205785284,0.22420441105349098,0,0,167.0,5.159936900416741,0.5522457209427368,혼재형 (상권+거주),-0.21692846868842164,유지/변동,-0.27920226179291596
11200590,성동구,금호1가동,39,202301,202603,0.5988103276651779,0.836772231951419,-0.02079402356911675,5378.842307692308,4875.84,0.26972126899150217,0.23484668959338786,0.18858717676372524,0.20368797991730656,39,0,263.0,-2.1445262585548357,0.11086369770580297,방문성 검토,0.061571926231223095,유지/변동,-0.29798649234582714
11650652,서초구,양재2동,39,202301,202603,0.8155363392774165,1.2143093898366195,-0.03252127099159655,28818.325897435898,31944.75,0.33324409524853926,0.3447330113929513,0.08739585822285129,0.08075724493070066,39,0,178.0,0.9684396648471709,0.2878946666666667,방문성 검토,0.09103910513437086,유지/변동,-0.306826184626463
11680750,강남구,수서동,39,202301,202603,0.5005545569639888,0.40270540313368275,-0.011791232048119368,12725.964615384615,14820.7,0.2948424541590187,0.26258231664266274,0.09409242876363688,0.07432374989035605,39,0,312.0,-2.1151523188471915,0.12939192777482741,방문성 검토,0.058084854008353726,유지/변동,-0.31214612646941553
11320690,도봉구,방학1동,39,202301,202603,0.5216347185304512,0.6905020311148673,-0.018302255725251116,9706.306923076922,9481.380000000001,0.251802899861419,0.23589776763222225,0.1733865898187475,0.16479457631694963,39,0,281.0,-1.0027820441177726,0.11398216735253772,방문성 검토,0.07869700269124236,유지/변동,-0.3155643772106983
11440590,마포구,용강동,39,202301,202603,1.0264545515843624,1.2894002310765917,-0.02504876195108945,10506.476153846153,12988.46,0.30632599855797454,0.3004125553568244,0.1368914885944881,0.11623625895602713,39,0,153.0,-0.6679451514300659,0.1805497664390945,방문성 검토,-0.12095199950729763,유지/변동,-0.3224766836560427
11680531,강남구,논현2동,39,202301,202603,1.2097076266142093,1.3904121629270523,-0.028381291360631892,40533.28307692308,50268.21,0.46955547893307314,0.4685665649678512,0.0784095729692169,0.06327139955848836,0,0,129.0,2.7811779052518046,0.40818101040873317,혼재형 (상권+거주),-0.14501618520972803,유지/변동,-0.33004920190938436
11590550,동작구,상도3동,39,202301,202603,0.7916667604776904,0.9757899331844828,-0.030275153735787076,7396.121282051282,7657.1,0.31871071525679706,0.2966039159572527,0.22652403687230085,0.22611824319912235,0,0,232.0,1.5859289083370638,0.28996384490711885,혼재형 (상권+거주),0.11721495329169596,유지/변동,-0.3580012290397576
11710561,송파구,방이1동,39,202301,202603,0.2621256340804244,0.342264183033652,-0.014678487023683462,8447.878717948719,7712.5,0.25722276577668673,0.22369401848720483,0.14588299861233706,0.15356888168557536,39,0,321.0,-1.1459100147821542,0.15662575318009372,방문성 검토,0.17545651754610322,유지/변동,-0.37603145876796185
11320670,도봉구,쌍문2동,39,202301,202603,0.3108954916018197,0.4147436156434864,-0.021850243537112454,7168.1871794871795,6596.2,0.2551228739196105,0.22305076584302247,0.1686415619120733,0.17286922773718202,39,0,309.0,-1.2890737994831525,0.1244727131481841,방문성 검토,0.2619476641771227,유지/변동,-0.3861421030499762
11545630,금천구,독산3동,39,202301,202603,1.1895459412275011,1.250039445709333,-0.03315429551449158,6143.782820512821,5760.33,0.31154526848623293,0.274305347219246,0.21394191910662413,0.21813333611095198,39,0,165.0,0.27325377853700633,0.20100823761457245,방문성 검토,-0.029215065546734253,하락,-0.3867253908852127
11410555,서대문구,북아현동,39,202301,202603,0.8016183578194124,1.4388161334777443,-0.05249329442108809,4362.405128205128,5261.3,0.30112763190772757,0.296329630879155,0.19892845412197627,0.18781859996578792,39,0,125.0,-1.2493996625415897,0.15981530343007916,방문성 검토,0.3477121244284167,유지/변동,-0.41216682007058525
11305575,강북구,삼각산동,39,202301,202603,0.1512476981854306,0.6923021821565514,-0.021236390186401978,6452.098717948718,7864.06,0.218915385347186,0.21973706637607054,0.19921394028846587,0.18719592678590954,39,0,280.0,-3.208453903388434,0.042691425293948954,방문성 검토,0.2054716928104704,유지/변동,-0.4171994860683367
11140670,중구,황학동,39,202301,202603,1.0154109446333957,1.2254441832974714,-0.02919217156478595,7952.62282051282,7320.27,0.38195375767236867,0.36474055546143963,0.1919277505111017,0.19944619529061086,0,0,174.0,1.8917606958662285,0.38298561151079136,혼재형 (상권+거주),-0.05410646813094511,유지/변동,-0.43443863765464
