d_admdong_cd,d_gu_name,d_admdong_name,residential_filter,candidate_type,adjusted_mobility_score,mobility_score,residential_dominance_score,cnt_2030,avg_daily_2030,date_count,share_2030,young_single_households,young_single_ratio,young_homebound_ratio,origin_diversity,evening_2030_ratio,avg_move_time_2030,morning_2030_ratio,afternoon_2030_ratio,late_night_2030_ratio,weekday_2030_ratio,friday_2030_ratio,weekend_2030_ratio,avg_move_dist_2030,total_cnt,d_center_x,d_center_y,weighted_move_time_2030,weighted_move_dist_2030,evening_2030_cnt,morning_2030_cnt,afternoon_2030_cnt,late_night_2030_cnt,weekday_2030_cnt,friday_2030_cnt,weekend_2030_cnt,row_count,active_days,d_gu_cd,d_area_sqm,gu_name,admdong_name,living_admdong_cd,young_population,young_low_weekend_outing_group,young_very_low_outing_group,residential_match_note,residential_penalty,visit_pattern_type,commercial_zone_ratio,residential_zone_ratio,total_sales,sales_per_store,food_sales_ratio,daytime_influx_ratio,commercial_potential_score
11560605,영등포구,문래동,방문성 검토,광역 목적지형,2.3873359625428856,2.3873359625428856,-0.4631396189398658,976944.4400000001,32564.81466666667,30,0.3965510147061291,1410.21,0.15770632968016104,0.03194363677029747,640,0.0958303831485033,42.66560103458903,0.04502758621565009,0.34257612439045154,0.033741847182220515,0.6106161165111907,0.15583337574447936,0.23355050774432984,9820.385055919864,2463603.43,190369.0,446344.0,41681921.71,9593970579.04,93620.95999999999,43989.45,334677.84,32963.91,596538.02,152240.55,228165.87,316785,30,11560,1786708.0,영등포구,문래동,1119076,8942.0,126.14,159.5,매칭,0.0,불명확,0.0,0.0,0.0,0.0,0.0,1.0,2.3873359625428856
11680580,강남구,삼성1동,방문성 검토,광역 목적지형,2.386124689739181,2.386124689739181,-1.0736342058696589,1740743.12,58024.77066666667,30,0.43925533351447493,636.04,0.1645640362225097,0.041120310478654595,645,0.036879358741914774,47.23270517938339,0.0582570850545714,0.41593301830772134,0.02848928680528118,0.628971596912013,0.1629550832290522,0.20807331985893474,11920.654159494825,3962941.34,205375.0,446204.0,82220006.58,20750796714.04,64197.49,101410.62,724032.54,49592.53,1094877.98,283662.94,362202.2,456312,30,11680,1944629.0,강남구,삼성1동,1123058,3865.0,47.7,111.22999999999999,매칭,0.0,생활 밀착형,0.0,0.0,0.0,0.0,0.0,1.0,2.386124689739181
11380551,은평구,갈현1동,방문성 검토,관찰 필요,1.8713576782202823,1.8713576782202823,-0.03907903748653413,274765.19,9158.839666666667,30,0.3132937266818593,1033.0,0.1949056603773585,0.05275660377358491,612,0.18554883171336223,40.14051226794777,0.01757904631223482,0.33510656863047317,0.06950381887894896,0.5708587030256634,0.14806351561491468,0.28107778135942185,8024.11750906292,877021.04,192473.0,458403.0,11029215.48,2204748171.96,50982.36,4830.11,92075.62,19097.23,156852.1,40682.7,77230.39,112434,30,11380,961071.0,은평구,갈현1동,1112055,5300.0,92.77,186.84,매칭,0.0,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,2.3713576782202823
11560515,영등포구,영등포본동,방문성 검토,관찰 필요,1.854546160117557,1.854546160117557,-0.20376361324986642,295853.66,9861.788666666665,30,0.30763493355313215,1153.14,0.16116561844863733,0.05033682739343116,626,0.181680902646261,39.426718871755725,0.017988792161638293,0.3506174640530052,0.06181714973544692,0.5540926551322705,0.1390476967565654,0.3068596481111642,10042.766108081949,961703.72,192002.0,446026.0,11664539.08,2971189109.6,53750.96,5322.05,103731.46,18288.83,163930.34,41137.77,90785.55,152542,30,11560,846370.0,영등포구,영등포본동,1119073,7155.0,120.51,239.64999999999998,매칭,0.0,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,2.354546160117557
11215847,광진구,자양4동,방문성 검토,광역 목적지형,2.3452223914785844,3.025716030122031,0.9721337694906385,541049.66,18034.988666666668,30,0.42469825897780933,2253.0,0.261156833198099,0.04068737684015301,634,0.14098192021782252,42.254195040063415,0.022855850237480973,0.37676012956001115,0.05194227457790103,0.5707898051354472,0.1458927633371029,0.28331743152744976,8474.408464317305,1273962.51,205623.0,448252.0,22861617.86,4585075818.32,76278.22,12366.15,203845.94,28103.35,308825.63,78935.23,153288.8,189760,30,11215,1180023.0,광진구,자양4동,1105067,8627.0,237.18,113.83,매칭,0.9721337694906385,불명확,0.0,0.0,0.0,0.0,0.0,1.0,2.3452223914785844
11200535,성동구,왕십리도선동,방문성 검토,관찰 필요,2.3405637776242934,2.3405637776242934,-0.06573635571892486,620697.08,20689.902666666665,30,0.35228134802127764,1526.27,0.2000353866317169,0.03294495412844037,633,0.148808465475623,36.62215807427352,0.023070851243572794,0.36053301555728284,0.07588766165937176,0.6180713787150408,0.14566332420961287,0.23626529707534633,6744.28481624241,1761935.69,202615.0,451924.0,22731266.58,4186157892.13,92364.98,14320.01,223781.79,47103.25,383635.1,90412.8,146649.18,256482,30,11200,710285.0,성동구,왕십리도선동,1104071,7630.0,130.22,121.15,매칭,0.0,생활 밀착형,0.0,0.0,0.0,0.0,0.0,1.0,2.3405637776242934
11200560,성동구,행당1동,방문성 검토,관찰 필요,2.33768884908723,2.33768884908723,-0.25027712719998274,738897.51,24629.917,30,0.38736905974701114,980.65,0.21360270093661513,0.041609671095621865,636,0.11165238599870231,37.55143776299909,0.030625532896977826,0.4084072363432379,0.046659556343612525,0.6302424134573142,0.14582758575001828,0.22393000079266745,7314.4591784996,1907476.84,203196.0,451063.0,27746663.86,5404635673.99,82499.67,22629.13,301771.08999999997,34476.63,465684.55,107751.64,165461.32,274545,30,11200,573566.0,성동구,행당1동,1104056,4591.0,121.85,69.17999999999999,매칭,0.0,생활 밀착형,0.0,0.0,0.0,0.0,0.0,1.0,2.33768884908723
11215740,광진구,중곡1동,방문성 검토,소규모 2030 집중형,1.8226748206192072,2.4486523297038234,0.8942535844065947,232218.44,7740.614666666666,30,0.3630513206709775,1620.92,0.28492177887150644,0.04584988574441906,609,0.19167280600110825,40.410930845974164,0.019706273110783105,0.3195422809661455,0.07021358855050443,0.5971343188766577,0.14351952411703392,0.25934615700630836,8596.48954381056,639629.79,206864.0,451399.0,9384163.32,1996263391.34,44509.96,4576.16,74203.61,16304.89,138665.6,33327.88,60224.96,119045,30,11215,614505.0,광진구,중곡1동,1105055,5689.0,155.21,105.63,매칭,0.8942535844065947,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,2.3226748206192074
11500510,강서구,염창동,방문성 검토,관찰 필요,2.2851764304548348,2.2851764304548348,-0.39565080539458314,497955.82,16598.527333333335,30,0.31541912770575475,1725.33,0.14740111063648012,0.02843229389149936,630,0.18504195813998117,38.220242149193076,0.02293842052092091,0.3227522875422964,0.05740356644491071,0.61199296756889,0.14253019474699583,0.2454768376841142,9214.006352029382,1578711.55,188673.0,450565.0,19031992.02,4588168088.51,92142.72,11422.32,160716.38,28584.44,304745.46,70973.74,122236.62,189710,30,11500,1732856.0,강서구,염창동,1116051,11705.0,172.84,159.96,매칭,0.0,불명확,0.0,0.0,0.0,0.0,0.0,1.0,2.2851764304548348
11680545,강남구,압구정동,방문성 검토,광역 목적지형,2.187542352803131,2.187542352803131,-1.6798804634594113,1191565.5,39718.85,30,0.4004161020404291,565.51,0.10049937799893371,0.03931224453527635,647,0.06886991944630824,46.67753141560409,0.03334703799329537,0.423868020683714,0.0368389652100535,0.582572372227964,0.15503121733551367,0.2623964104365224,10922.106902255899,2975818.14,203033.0,447807.0,55619336.06,13014405772.04,82063.02,39735.18,505066.51,43896.04,694173.14,184729.85,312662.51,395889,30,11680,2345057.0,강남구,압구정동,1123077,5627.0,43.06,178.15,매칭,0.0,불명확,0.0,0.0,0.0,0.0,0.0,1.0,2.187542352803131
11530750,구로구,개봉2동,방문성 검토,관찰 필요,1.6645494929436906,1.6645494929436906,-2.409897947836139,235859.22,7861.974,30,0.2800550190125405,529.13,0.06208260002346592,0.02340255778481755,594,0.21077628425973766,41.7485189682218,0.018800070652315395,0.30366499982489553,0.07757517386854751,0.6081710522064815,0.13710326863626532,0.2547256791572532,9138.529767206048,842188.87,187308.0,443689.0,9846773.12,2155406502.84,49713.53,4434.17,71622.19,18296.82,143442.75,32337.07,60079.4,107917,30,11530,782524.0,구로구,개봉2동,1117064,8523.0,77.02,122.44,매칭,0.0,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,2.1645494929436904
11170590,용산구,용문동,방문성 검토,관찰 필요,1.6477279079906726,1.6477279079906726,-0.9164290157288519,125647.27,4188.242333333334,30,0.30954999863391003,680.01,0.1910677156504636,0.037316661983703286,588,0.21007810197547466,38.12624818668961,0.01756058846324317,0.3180225881549197,0.06356612443708486,0.5939471665401086,0.14153025370149308,0.26452257975839827,8131.519923194511,405902.99,196333.0,448720.0,4790459.0,1021703279.3,26395.739999999998,2206.44,39958.67,7986.91,74627.84,17782.89,33236.54,78068,30,11170,277531.0,용산구,용문동,1103059,3559.0,62.12,70.69,매칭,0.0,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,2.1477279079906726
11680565,강남구,청담동,방문성 검토,광역 목적지형,2.069275391136059,2.35788609556056,0.412301006320716,1132141.9,37738.06333333333,30,0.4074754703698482,1638.42,0.2174990043807248,0.04420815080313288,645,0.07749435826021456,46.29854422842225,0.0452014716529792,0.3824011813360146,0.053930518780375504,0.616385878837273,0.15418509817541426,0.22942902298731283,10959.371203486067,2778429.58,204461.0,447213.0,52416521.83,12407563337.12,87734.61,51174.48,432932.4,61057.0,697836.28,174559.41,259746.21,390935,30,11680,2329217.0,강남구,청담동,1123078,7533.0,127.64,205.38,매칭,0.412301006320716,생활 밀착형,0.0,0.0,0.0,0.0,0.0,1.0,2.069275391136059
11260620,중랑구,묵1동,방문성 검토,관찰 필요,1.5629645999275614,1.5629645999275614,-0.3810018765530435,345246.43,11508.214333333333,30,0.2669961718346511,1380.38,0.14747649572649574,0.0389241452991453,616,0.1929643124767431,38.01709350043098,0.02107567050005412,0.3234657053513921,0.07577784366952034,0.6054116185937101,0.140092715803028,0.254495665603262,8164.784373150506,1293076.33,207287.0,457130.0,13125265.81,2818862656.55,66620.24,7276.3,111675.38,26162.03,209016.2,48366.51,87863.72,157084,30,11260,1238436.0,중랑구,묵1동,1107064,9360.0,146.0,218.32999999999998,매칭,0.0,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,2.0629645999275614
11380631,은평구,신사1동,방문성 검토,관찰 필요,1.552468989372331,1.552468989372331,-0.7835129284268665,245581.56,8186.052,30,0.27623629127902666,1134.61,0.14940874374506188,0.031041611798788518,596,0.20388171652627338,40.09612745354333,0.017230161743414286,0.3106397727907584,0.09615192606480714,0.6051675052475439,0.13889434532462452,0.25593814942783166,7256.58633278492,889027.14,191920.0,455511.0,9846869.53,1782083791.8799999,50069.59,4231.41,76287.4,23613.14,148617.98,34109.89,62853.69,105929,30,11380,808314.0,은평구,신사1동,1112065,7594.0,109.82000000000001,125.91,매칭,0.0,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,2.052468989372331
11680510,강남구,신사동,방문성 검토,광역 목적지형,2.014290045811065,2.2914857201748173,0.39599382051964616,870546.56,29018.218666666668,30,0.41845487554755295,1132.66,0.26104171468080206,0.048294537911961276,641,0.07453813843110241,47.71472697565998,0.025706643421806178,0.4220475927215197,0.03103838581591776,0.6039742779524624,0.16025886082417,0.2357668612233675,11184.541049073814,2080383.36,201784.0,447399.0,41537891.43,9736663735.45,64888.92,22378.829999999998,367412.08,27020.36,525787.73,139512.8,205246.03,316724,30,11680,2059234.0,강남구,신사동,1123051,4339.0,98.13,111.41999999999999,매칭,0.39599382051964616,불명확,0.0,0.0,0.0,0.0,0.0,1.0,2.014290045811065
11530740,구로구,개봉1동,방문성 검토,관찰 필요,1.5003890912736395,1.5003890912736395,-1.6263684489706898,317171.68,10572.389333333333,30,0.26256475423317505,779.47,0.08396746741355166,0.03162124313260799,619,0.19438529316362674,40.72776421905007,0.01863262192891875,0.32080506052747204,0.07556424962026875,0.6065116847758918,0.13867272134763103,0.2548155938764773,8822.417728594179,1207975.08,186659.0,444515.0,12917693.4,2798221052.64,61653.51,5909.74,101750.28,23966.84,192368.33000000002,43983.06,80820.29000000001,154634,30,11530,1320319.0,구로구,개봉1동,1117072,9283.0,110.91,182.63,매칭,0.0,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,2.0003890912736395
11200720,성동구,송정동,방문성 검토,소규모 2030 집중형,1.979356059828923,2.1170155264755763,0.19665638092379037,120404.12,4013.4706666666666,30,0.3794269399665649,907.57,0.2660715332746995,0.04883318674875403,571,0.19209691495606632,38.18578334362645,0.027249565878642693,0.310263303282313,0.09216902212316323,0.6303030992627162,0.14761147708234568,0.22208542365493805,7878.979043075936,317331.5,205918.0,450223.0,4597725.64,948661538.1800001,23129.260000000002,3280.96,37356.98,11097.53,75891.09,17773.03,26740.0,67809,30,11200,681916.0,성동구,송정동,1104069,3411.0,108.81,57.76,매칭,0.19665638092379037,생활 밀착형,0.0,0.0,0.0,0.0,0.0,1.0,1.979356059828923
11440585,마포구,도화동,방문성 검토,관찰 필요,1.9616681087889878,1.9616681087889878,-0.20335465973635192,435803.8,14526.793333333333,30,0.36060821978831353,1243.06,0.20166450356911095,0.0361404931862427,629,0.12937810546856177,41.5100584712662,0.030742182606025924,0.34001605768467374,0.04455904239476572,0.615235089735335,0.15173828222700214,0.23302662803766283,9523.478115725471,1208524.31,195502.0,448794.0,18090241.22,4150367952.05,56383.47,13397.56,148180.29,19419.0,268121.79,66128.12,101553.89,194998,30,11440,625018.0,마포구,도화동,1114075,6164.0,114.82,107.95,매칭,0.0,불명확,0.0,0.0,0.0,0.0,0.0,1.0,1.9616681087889878
11200570,성동구,행당2동,방문성 검토,관찰 필요,1.435225698264886,1.435225698264886,-2.5847048499604526,211549.15,7051.638333333333,30,0.25906427981885927,440.89,0.06937686860739575,0.022564909520062945,602,0.21346211979580157,38.53148552003163,0.017861381149487012,0.30616719566115014,0.07945727978580863,0.6073615044068955,0.13626006060530144,0.25637843498780305,7206.786568464114,816589.42,202620.0,450795.0,8151303.01,1524589572.79,45157.729999999996,3778.56,64769.409999999996,16809.12,128486.81,28825.7,54236.64,121689,30,11200,457669.0,성동구,행당2동,1104057,6355.0,40.7,102.7,매칭,0.0,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,1.935225698264886
11200670,성동구,성수2가1동,방문성 검토,관찰 필요,1.92381552225596,2.1365853538986332,0.3039569023466759,411449.07,13714.969000000001,30,0.41554549672948443,1166.33,0.22585786212238573,0.05275755228505035,624,0.09926720699599588,45.3038847067998,0.031228239256926745,0.4140521693243832,0.05189344576717599,0.5888733446402005,0.15134082087000464,0.2597858344897948,9315.168405994938,990142.05,204888.0,448540.0,18640241.23,3832717377.54,40843.4,12848.83,170361.38,21351.51,242291.38999999998,62269.04,106888.64,167838,30,11200,1184964.0,성동구,성수2가1동,1104067,5164.0,130.23,142.21,매칭,0.3039569023466759,불명확,0.0,0.0,0.0,0.0,0.0,1.0,1.92381552225596
11560620,영등포구,양평2동,방문성 검토,관찰 필요,1.9219572662065212,2.543278241324953,0.887601393026331,484058.85,16135.295,30,0.3841489890864319,2214.58,0.26957760194765673,0.03581375532562386,628,0.14711826878074846,40.442552057461604,0.03802771088680643,0.31863476930542645,0.04974050159396941,0.6355417528261285,0.14759203348931643,0.21686621368455508,9490.614375276891,1260081.02,190331.0,449338.0,19576575.24,4594015880.29,71213.9,18407.65,154237.98,24077.329999999998,307639.61,71443.23,104976.01,191809,30,11560,2874596.0,영등포구,양평2동,1119062,8215.0,167.19,127.02,매칭,0.887601393026331,생활 밀착형,0.0,0.0,0.0,0.0,0.0,1.0,1.9219572662065212
11440610,마포구,염리동,방문성 검토,관찰 필요,1.9176256915234728,1.9746491520474694,0.08146208646285208,413605.03,13786.834333333334,30,0.39774875213135835,1322.41,0.22640130114706386,0.03813045711350796,629,0.10095065816776937,39.84732729193356,0.025303584920135038,0.46328894984666896,0.03384211744233381,0.5698867588723473,0.13783961960037092,0.2922736215272817,9137.91247990867,1039865.0599999999,195368.0,450041.0,16481055.0,3779486565.39,41753.7,10465.69,191618.64,13997.27,235708.03,57011.16,120885.84,155048,30,11440,491468.0,마포구,염리동,1114061,5841.0,111.38,111.34,매칭,0.08146208646285208,불명확,0.0,0.0,0.0,0.0,0.0,1.0,1.9176256915234728
11560690,영등포구,신길7동,방문성 검토,관찰 필요,1.4151882140956795,1.4151882140956795,-1.560806245827378,193106.61000000002,6436.887000000001,30,0.28010007425661504,621.16,0.1218916797488226,0.03415620094191523,614,0.1935775269422419,39.5709980098558,0.031234560018427126,0.3247041103357363,0.06775226389195066,0.6098055369518423,0.13622961948324813,0.25396484356490956,9248.41313044644,689420.06,192893.0,445171.0,7641421.28,1785929707.5,37381.1,6031.6,62702.51,13083.41,117757.48,26306.84,49042.29,105387,30,11560,642487.0,영등포구,신길7동,1119069,5096.0,88.6,85.46,매칭,0.0,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,1.9151882140956795
11230600,동대문구,답십리1동,방문성 검토,관찰 필요,1.9117306845421598,1.9549860132297088,0.06179332669649859,355936.93,11864.564333333334,30,0.29953306050405415,1607.6399999999999,0.1932956594926055,0.03753997835758086,619,0.1911332718411658,38.0552631894645,0.023850180423818344,0.3082294382884069,0.08547053546817972,0.6165389469420889,0.1397004519873788,0.24376060107053235,7133.473432329712,1188305.99,204583.0,452416.0,13545273.55,2539066633.7400002,68031.39,8489.16,109710.24,30422.12,219448.98,49724.55,86763.4,162407,30,11230,788242.0,동대문구,답십리1동,1106091,8317.0,168.56,143.66,매칭,0.06179332669649859,생활 밀착형,0.0,0.0,0.0,0.0,0.0,1.0,1.9117306845421598
11620765,관악구,미성동,방문성 검토,관찰 필요,1.4084774328183907,1.6452058748192355,0.3381834885726356,293804.31,9793.477,30,0.2714270522459571,1863.97,0.20503464965350346,0.03885161148388516,630,0.19630123873948616,42.10818275606645,0.025565452052081876,0.3088696350302009,0.07613812744952585,0.6027954457169127,0.13640606565642283,0.2607984886266645,8931.98942098569,1082442.99,192523.0,441836.0,12371565.58,2624256988.76,57674.15,7511.24,90747.23,22369.71,177103.9,40076.69,76623.72,161542,30,11620,1359429.0,관악구,미성동,1121083,9091.0,137.89,215.31,매칭,0.3381834885726356,목적 방문형,0.0,0.0,0.0,0.0,0.0,1.0,1.9084774328183907
11470520,양천구,목2동,방문성 검토,관찰 필요,1.882455742745181,2.016091157611058,0.19090773552268128,257366.31,8578.877,30,0.2797309444705083,1852.3799999999999,0.1968104547386315,0.03545048873778155,608,0.22781388908284073,40.112787372986,0.017205631925950215,0.2943324244731177,0.07731353804621903,0.6129856701135435,0.13607795052895616,0.25093637935750024,9163.647796286934,920049.48,188890.0,449354.0,10323680.07,2358414219.47,58631.62,4428.15,75751.25,19897.9,157761.86,35021.88,64582.57,129714,30,11470,1021355.0,양천구,목2동,1115052,9412.0,152.59,181.07,매칭,0.19090773552268128,불명확,0.0,0.0,0.0,0.0,0.0,1.0,1.882455742745181
11170510,용산구,후암동,방문성 검토,관찰 필요,1.8742578584249021,1.8933989364343995,0.027344397156424866,208671.93,6955.731,30,0.3474271944718513,1235.88,0.23776067718353214,0.035929203539823006,611,0.16884743434346922,43.166016387541916,0.025544020223515446,0.37591505479438464,0.05785076124038341,0.5816698968567551,0.14205020291900305,0.276279900224242,9469.07082423592,600620.6,198287.0,450043.0,9007535.95,1975929284.2,35233.72,5330.32,78442.92,12071.83,121378.18000000001,29641.89,57651.86,104560,30,11170,865892.0,용산구,후암동,1103051,5198.0,97.52,89.24000000000001,매칭,0.027344397156424866,불명확,0.0,0.0,0.0,0.0,0.0,1.0,1.8742578584249021
